start	end	text
373280	376280	Todo ano eu tinha que trocar de hardware, porque eu trabalhava muito com 3D.
376280	379280	E hoje eu troco de 5 e 5 anos.
379280	381280	De meia e meia década eu comprei uma máquina nova.
381280	384280	Era esse nível de espaçamento.
384280	387280	Demos econômicos, vamos põeem.
387280	390280	Eu fui diretor de hardware do núcleo e produção digital do estado de Rio de Janeiro.
390280	394280	As máquinas estavam encostadas com licenças obsoletas,
394280	396280	quase sem poder fazer nada.
396280	402280	Quando a gente migrou os laboratórios, você estava com máquinas atuando 100%,
402280	406280	sem problema algum, e ainda tinha o parque totalmente atualizado.
406280	411280	Você podia abrir versões mais novas dos arquivos e assim por diante.
411280	418280	Então, econômicamente falando, vai além da gratuidade imediata da maioria de software livres.
418280	423280	Você ganha uma soberania tecnológica porque o código é aberto.
423280	425280	Você precisa de uma necessidade específica.
425280	429280	Você vai lá ou paga alguém para fazer essa alteração.
429280	431280	Ou você mesmo faz, certo?
431280	436280	Se você tem uma empresa e está ouvindo a gente que tem um departamento de desenvolvimento,
436280	442280	você pode personalizar os seus software livres da maneira que vocês quiserem, como vocês quiserem.
442280	446280	Então, isso é muito mais que uma mera economia de um software gratuito.
446280	451280	Você ganha uma autonomia tecnológica, você consegue adaptar.
451280	456280	Você ganha uma segurança absurda porque todos os software livres são extremamente seguros.
456280	462280	São códigos que são auditados diariamente, revisados diariamente, mesmo os lançados,
462280	465280	e você ganha uma maior vida de hardware.
465280	466280	Por quê?
466280	471280	Porque software proprietário foi feito para o mercado, software livre foi feito para você.
471280	475280	Então, a premissa de software livre é ser preciso, rápido e leve.
475280	478280	Então, como eu falei, eu trocava de máquina todo ano.
478280	480280	Hoje eu troco de máquina de 5 em 5 anos.
480280	483280	Então, essas são as vantagens imediatas.
483280	488280	Quando você instala, começa a utilizar software livre na sua vida profissional ou na sua empresa.
488280	493280	Agora, eu vou contar a minha historinha, porque a gente é mais ou menos do mesmo ramo,
493280	495280	e depois a gente vai para outro ramo.
495280	498280	Enfim, a gente está tudo mesmo ramo, mas a gente está mais próximo.
498280	504280	Então, eu também comecei com software livre, em meados de 2010, eu acho.
504280	506280	E também foi pelo mesmo esquema.
506280	509280	Antigamente, naquela época, era tudo corel, né?
509280	515280	Tipo, você trabalhar, mandar arquivo para a gráfica, o monopólio era corel.
515280	516280	Não adiantava.
516280	521280	Você queria mandar um arquivo para a gráfica, você tinha que mandar um corel, e é isso.
521280	526280	E naquela época, eu não tinha umas condições muito boas,
526280	533280	e eu fiquei sabendo de links, de escape também, dessa alternativa.
533280	541280	E foi o que me proporcionou a estudar os conceitos de design em casa,
541280	543280	porque meu computador era uma bomba.
543280	546280	O que fazia rodar era Linux e Escape.
546280	551280	Corel, só do computador pensar e abrir o corel, ele já travava.
551280	556280	Então, eu enxergo o software livre nessa questão dele ser...
556280	560280	Além de ser grátis, não que todo o software livre seja grátis,
560280	563280	mas esse em específico, ele era grátis.
563280	567280	Então, me proporcionou essa oportunidade de aprender,
567280	570280	porque os programas são um conceito parecido.
570280	577280	Então, eu consegui chegar no serviço, no meu estágio, e aplicar o que aprendi em casa.
577280	579280	Era só adaptar um pouquinho ali.
579280	584280	Então, eu sou muito grato ao software livre por essa oportunidade, sabe?
584280	586280	E como eu enxergo hoje?
586280	588280	Hoje. Hoje mudou muito, né?
588280	591280	Hoje tem muito serviço online, né?
591280	596280	Hoje em dia também não tem esse monopólio de corel e tal, illustrator, enfim.
596280	603280	Tirando a parte da produção visual, que ainda tem esse monopólio, principalmente After Effects, né?
603280	607280	Se você quer mexer com motion design, motion graphics e tal,
607280	612280	se você não abrir o After Effects, não adianta.
612280	614280	Não merece o nome de motion design.
614280	616280	É After Effects, pronto, entendeu?
616280	622280	E, mas assim, outras áreas de animação, tipo 2D, já não tem esse monopólio,
622280	626280	tanto assim, né? O Krita mesmo, que é um software livre, ele é bem famoso.
626280	628280	Tem mais essa diversidade, né?
628280	633280	Porque não precisa ficar ali, principalmente animação à mão, né? 2D.
633280	637280	Não tem como, tipo, você passar o arquivo outra pessoa pra ficar alterando ali,
637280	639280	uma pessoa desenho, afirmar, afirmar, enfim.
639280	644280	Também tem o morro que compete com o Ubuntu, né?
644280	648280	O OpenTunes, quer dizer, que é o software livre.
648280	654280	OpenTunes que compete com o morro, o animate, o tumbum, enfim.
654280	658280	O que eu quero dizer? Você pode ter essa oportunidade, sabe?
658280	660280	Eu sou muito grato com essa oportunidade.
660280	664280	E eu também, eu tô muito feliz, porque mudou muito essa...
664280	670280	com esses serviços on-lines, mas a gente tem que se atentar também aos nossos dados, né?
670280	674280	Esses serviços on-line aí ficou muito democrático, né?
674280	680280	O ensino, o aprendizado, todo mundo tem um celular de auto geração na mão,
680280	684280	tem um canva aí, o Figma, enfim, tudo on-line.
684280	687280	Hoje em dia tá muito diferente essa democratização, né?
687280	691280	Antigamente, eu fui grato ao software livre por isso.
691280	695280	E como impacta isso hoje, no software livre, no meu dia a dia?
695280	700280	Bom, é o conhecimento que eu peguei do software livre, eu aplico no meu workflow, né?
700280	707280	Então, eu consigo fazer uma coisinha a mais ali, eu consigo mesclar o proprietário com o livre, né?
707280	710280	Porque é uma gama de programas que eu sei mexer,
710280	713280	então tem alguma funcionalidade que tem um e outro não tem,
713280	718280	então vai... às vezes isso melhora o tempo de entrega do serviço,
718280	720280	ou melhora o serviço em si, né?
720280	725280	Então, eu sou grato ainda, e sem contar o recurso da máquina também, né?
725280	728280	Porque, tipo, não é porque eu sei mexer After Effects,
728280	731280	que eu vou mexer 100% do tempo em After Effects,
731280	736280	que eu preciso mexer em 200 vídeos, 200 animação,
736280	739280	e tem que abrir o Photoshop, N2K, GIMP e tal, tal.
739280	745280	Então, pra ficar mexendo em que estados de arquivo eu meis tempo, haja a máquina, né?
745280	748280	E tem a hora que o meu computador tem 40 dias de memória,
748280	751280	mas tem a hora que eu não entro no After Effects, entendeu?
751280	754280	Ele pede mais memória, você quer mais memória.
754280	756280	Por isso que eu estou ensinando um envy aqui no canal,
756280	760280	que é, tipo, eu falo que é o After Effects livre,
760280	762280	tá longe de ser o After Effects livre, né?
762280	767280	Mas é o mesmo conceito ali, e eu acredito nele, sabe?
767280	774280	Porque ele não tinha um programa com conceito igual a After Effects,
774280	779280	dentro do Linux, tirando o sinfigo, mas que era mais pra outro nicho.
779280	781280	E isso também vai democratizar, sabe?
781280	786280	A animação para as pessoas que não têm tanto recurso, assim.
786280	790280	Enfim, uma máquina boa é muito cara, né? Enfim.
790280	793280	E por isso que eu ensino aqui,
793280	795280	eu acredito no programa igual o Inkscape,
795280	798280	quando eu mexia no Inkscape no começo,
798280	804280	ele, hoje em dia, em comparação ao primeiro Inkscape,
804280	807280	hoje em dia o Inkscape tá fenomenal.
807280	810280	Então, assim, quem acreditou no projeto e tal,
810280	814280	vou dar um exemplo aqui de projeto livre,
814280	817280	para quem é mais lego, é tipo Firefox, que é o navegador,
817280	820280	todo mundo conhece, é um projeto livre.
820280	825280	E agora, eu gostaria que o Health se apresentasse aí,
825280	828280	que você faz, que você come,
828280	832280	que você, como é que você prepara esse bigode lindo aí?
832280	835280	Essa barba.
835280	838280	É, então, eu sou desenvolvedor,
838280	841280	tem desde 2003, então faz vinte aninhos aí,
841280	845280	que eu tô nessa, nessa profissão, né?
845280	847280	Faz modo bravo.
847280	849280	Eu fiz, assim, já pulando pra,
849280	851280	quando eu conheci o software livre, né,
851280	854280	eu fiz o curso técnico de redes,
854280	856280	o curso técnico de informática,
856280	858280	que eu ia fazer em rede de comunicação.
858280	860280	E na época era o Kurumi, que tava,
860280	862280	na época saiu o Kurumi, né?
862280	864280	É, mal tempo mesmo, hein?
864280	866280	E eu tinha, tem uma conta, né?
866280	869280	E eu lembro que na época tinha o Mini CD,
869280	871280	eu tinha o meu uniforme do,
871280	874280	de pro curso lá do Senai,
874280	876280	eu cabia naquele CDzinho pequenininho,
876280	878280	cabia no bolso do meu uniforme lá.
878280	880280	E foi com ele com o Live CD,
880280	883280	que eu consegui, que eu tive contato mais próximo
883280	885280	com o software livre, né, de usar.
885280	887280	Como desenvolvedor, eu comecei com
887280	889280	programas MVB6, né?
889280	891280	Então era uma stack bem microsoft,
891280	893280	né?
893280	895280	Na época era bem código fechado, né?
895280	897280	Hoje com a Azure e as coisas tão bem diferentes, né?
897280	899280	Com Satinadel, relação de microsoft,
899280	901280	software livre, né?
901280	903280	Até de entusiastra pra chegar a trabalhar
903280	905280	com o software livre, né?
905280	907280	Hoje eu fazendo um salto gigante,
907280	909280	de quase vinte anos, né?
909280	911280	Hoje eu tô num, assim,
911280	913280	maior banco da,
913280	915280	maior banco privado da,
915280	917280	do inferio sul, né?
917280	919280	E lá, assim, pelo menos na stack,
919280	921280	né, eu trabalho na equipe de risco de mercado
921280	923280	e pelo menos na stack lá,
923280	925280	é tudo basicamente software livre, né?
925280	927280	Até a stack microsoft,
927280	929280	a gente usa a nossa cloud lá,
929280	931280	hoje é AWS, né?
931280	933280	Mas toda a stack até a parte de microsoft,
933280	935280	né, que é dotnet,
935280	937280	que também é o programa dotnet,
937280	939280	e Python, né, basicamente e hoje
939280	941280	é praticamente software livre, né?
941280	943280	Então é, é bem presente, assim,
943280	945280	no dia a dia, né?
945280	947280	Até desde o, a gente usava lá,
947280	949280	a gente usava GitLab, né?
949280	951280	Até...
951280	953280	Até há pouco tempo,
953280	955280	a gente usava GitLab com a posição de código,
955280	957280	então tem...
957280	959280	Não é promoção paga, viu, YouTube?
959280	961280	É não, mas paga nós, se quiser pagar nós,
961280	963280	estão aí, hein?
963280	965280	Tem, e ainda tem,
965280	967280	tem coisas que a gente faz em GitHub,
967280	969280	também, mas tem muito coisa
969280	971280	que está lá ainda, está no GitLab, né?
971280	973280	Então, assim, de todo,
973280	975280	para desenvolvedor, né,
975280	977280	todo o pipeline basicamente
977280	979280	é software livre, né?
979280	981280	Foi até para baratear, né, cloud,
981280	983280	com governets e tal,
983280	985280	tudo isso, software livre,
985280	987280	assim, proporcionou
987280	989280	a acessibilidade a tudo isso, né?
989280	991280	Então hoje em dia, assim,
991280	993280	desde aquela época que eu comecei até hoje,
993280	995280	assim, o cenário mudou bastante, né?
995280	997280	Que você é um por amor,
997280	999280	dois por dinheiro,
999280	1001280	é dois por amor.
1001280	1003280	É, então, é como eu falei, né?
1003280	1005280	Eu era muito entusiasta, né?
1005280	1007280	Mas hoje em dia é
1007280	1009280	diferencial, né?
1009280	1011280	Você trabalhar com...
1011280	1013280	que até quando a gente teve essa migração
1013280	1015280	de cloud, né, que
1015280	1017280	a parte de containerização, né?
1017280	1019280	Recentemente eu até tirei certificação, né?
1019280	1021280	Tirei as...
1021280	1023280	A gente trabalha com a AWS, mas eu tirei
1023280	1025280	o container, né?
1025280	1027280	Teve muito o meu background
1027280	1029280	de sysadmin, assim,
1029280	1031280	que ajudou bastante, né?
1031280	1033280	E sysadmin de Linux, né?
1033280	1035280	Minha primeira certificação eu tirei
1035280	1037280	de mandriva Linux, né?
1037280	1039280	Que nem existe mais.
1039280	1041280	Eu tirei certificação em 2006, né?
1041280	1043280	Ela valia por dois anos.
1043280	1045280	Então eu tive ali de 2006 a 2008
1045280	1047280	foi certificado a mandriva
1047280	1049280	de administração de sistemas Linux, né?
1049280	1051280	E para quem mexe com container
1051280	1053280	de administração de sistemas
1053280	1055280	é muito válido, né? Então...
1055280	1057280	Hoje em dia não só entusiasta, mas
1057280	1059280	também o DIDI do meu trabalho
1059280	1061280	também, que envolve software livre, né?
1061280	1063280	Então hoje eu posso dizer que eu ganho
1063280	1065280	dinheiro também com software livre, né?
1065280	1067280	Agora vamos fazer mais um jabá aí, né?
1067280	1069280	Um... um Sheldon
1069280	1071280	que está falando
1071280	1073280	githlab. O Sheldon também é um
1073280	1075280	exemplo, enfim, deixa ele falar, né?
1075280	1077280	Aí, Sheldon.
1077280	1079280	Palavra a toda a sua.
1079280	1081280	É...
1081280	1083280	O alemão falou aí
1083280	1085280	meu nome é Sheldon.
1085280	1087280	É...
1087280	1089280	Trabalhei com
1089280	1091280	o desenvolvimento de software
1091280	1093280	desde...
1093280	1095280	Há um tempo atrás, eu tenho um tempo aí.
1095280	1097280	Desde que todo mundo falou
1097280	1099280	como foi o envolvimento
1099280	1101280	com software livre
1101280	1103280	eu vou falar um pouco da mitória também.
1103280	1105280	É...
1105280	1107280	Eu acho que tem
1107280	1109280	cinco anos, talvez
1109280	1111280	vai lembrar da época da Lan House.
1111280	1113280	Eu como um homem
1113280	1115280	é...
1115280	1117280	Eu e o alemão, a gente era parceiro de
1117280	1119280	Lan House, né? A gente
1119280	1121280	é para Lan House e
1121280	1123280	entre um jogo de Counter Strike e outro
1123280	1125280	aí é o Cavalili
1125280	1127280	tentando aprender alguma coisa e a Web
1127280	1129280	sempre foi algo que facilitou bastante.
1129280	1131280	Então hoje eu sou programador Web
1131280	1133280	é...
1133280	1135280	e...
1135280	1137280	programando, não tem jeito.
1137280	1139280	Aprendeu um pouco sobre comparação e tal
1139280	1141280	e nessa curiosidade
1141280	1143280	Google, uma coisa aqui,
1143280	1145280	fez outra coisa ali
1145280	1147280	a gente descobriu
1147280	1149280	não lembro exatamente como, mas a gente descobriu
1149280	1151280	que tinha uma empresa aí chamada Canonical
1151280	1153280	que estava enviando CD de graça
1153280	1155280	para todo mundo
1155280	1157280	e enviava CD e adesivo.
1157280	1159280	Nossa mesmo, eu pedi altos
1159280	1161280	eu tenho até hoje, você acredita?
1161280	1163280	Eu vou pegar aqui, vou mostrar para a galera.
1163280	1165280	Eu tenho em algum lugar também
1165280	1167280	e a gente
1167280	1169280	toda vez que lançava uma versão nova
1169280	1171280	do Ubuntu, a gente ia lá e pegava
1171280	1173280	eu lembro muito bem que teve uma versão
1173280	1175280	importante, acho que era 6.06
1175280	1177280	hoje está na 23, né?
1177280	1179280	Então tem um tempo aí
1179280	1181280	e essa versão
1181280	1183280	foi uma versão muito legal
1183280	1185280	assim, a gente
1185280	1187280	passou horas de horas brincando e falando
1187280	1189280	e mais
1189280	1191280	e aí isso era na minha
1191280	1193280	adolescência, no final da adolescência
1193280	1195280	eu estava entrando na faculdade
1195280	1197280	conseguir
1197280	1199280	problema do governo aí chamado ProUni
1199280	1201280	que
1201280	1203280	a gente não gosta, eu gosto bastante
1203280	1205280	porque eu fui beneficiário do ProUni
1205280	1207280	e
1207280	1209280	graças a isso consegui entrar na faculdade
1209280	1211280	e na faculdade
1211280	1213280	discurso a princípios
1213280	1215280	engenharia da computação e depois
1215280	1217280	me informei em sistemas de informação
1217280	1219280	fiz uma transição no meio do curso
1219280	1221280	e nesse momento
1221280	1223280	foi onde algumas pessoas começaram
1223280	1225280	a falar se você quiser
1225280	1227280	trabalhar com
1227280	1229280	programação
1229280	1231280	esse negócio de software livre
1231280	1233280	como assim?
1233280	1235280	como que tem tantas pessoas
1235280	1237280	que ganham dinheiro de software livre
1237280	1239280	e
1239280	1241280	como que as pessoas
1241280	1243280	estão fazendo tudo por amor?
1243280	1245280	então é um negócio meio
1245280	1247280	hippie
1247280	1249280	e aí foi a curiosidade que começou
1249280	1251280	a me levar a
1251280	1253280	eventos e tal, no Brasil na época
1253280	1255280	a gente tinha um evento muito forte
1255280	1257280	que é o Fli Sol
1257280	1259280	festival latino americano de instalação de software livre
1259280	1261280	é interessante, o nome instalação
1261280	1263280	naquela época era muito forte
1263280	1265280	esse negócio de instalação, hoje em dia
1265280	1267280	instalação é muito fácil de fazer
1267280	1269280	relativamente fácil, se você entende?
1269280	1271280	um pouquinho, mas aquela época era bem mais difícil
1271280	1273280	e também em Goiás
1273280	1275280	eu cresci em Goiás
1275280	1277280	a gente tinha um fórum Goiás
1277280	1279280	também era um fórum muito grande
1279280	1281280	a gente tinha
1281280	1283280	palestrante do Brasil inteiro
1283280	1285280	acho que todo mundo que tá nessa live palestrou
1285280	1287280	alguma vez no fórum Goiás de software livre
1289280	1291280	só te interrompendo
1291280	1293280	só pra nostalgia
1293280	1295280	eu tenho um bloco de notas ali também
1295280	1297280	cheio de anotações
1297280	1299280	de como instalar os lecors e configurar
1299280	1301280	a internet
1301280	1303280	eu não achei
1303280	1305280	eu achei o CD
1305280	1307280	tem uns que não funcionam mais
1307280	1309280	tá muito arranhado
1309280	1311280	o Ubuntu 8.10
1311280	1313280	tem o Open Solaris também
1313280	1315280	tem o Ubuntu
1315280	1317280	mais um exemplo bastante
1317280	1319280	eu vou falar mais a frente da empresa
1319280	1321280	que patrocinava o Open Solaris
1321280	1323280	então
1323280	1325280	o Nelson falou do Curumin
1325280	1327280	o meu primeiro computador que eu ganhei
1327280	1329280	ele veio com o CD do Curumin
1329280	1331280	mas na época
1331280	1333280	eu era muito novo
1333280	1335280	eu não consegui instalar
1335280	1337280	e também não tinha suporte
1337280	1339280	não conhecia as pessoas
1339280	1341280	então eu passei a fase do Curumin
1341280	1343280	não consegui ter essa fase
1343280	1345280	mas aí veio o Ubuntu
1345280	1347280	e aí comecei a mais
1347280	1349280	comecei a aprender mais sobre as coisas
1349280	1351280	descobrir através da comunidade
1351280	1353280	que tinha esse Linux chamado Slackware
1353280	1355280	que era um Linux case
1355280	1357280	você quer aprender bastante
1357280	1359280	quebrar a cabeça
1359280	1361280	fazer tudo mais e fazer as coisas bem
1361280	1363280	detalhistas
1363280	1365280	vamos dizer assim
1365280	1367280	então você ia falar
1367280	1369280	e o Slackware eu participei da comunidade do Slackware
1369280	1371280	estalei e usei
1371280	1373280	por um tempo
1373280	1375280	depois eu fui para a comunidade do Debian
1375280	1377280	usei o Debian por muito tempo
1377280	1379280	também
1379280	1381280	hoje em dia eu como
1381280	1383280	a minha
1383280	1385280	meu Linux eu uso mais
1385280	1387280	por diversão
1387280	1389280	eu voltei para o Ubuntu
1389280	1391280	que é uma
1391280	1393280	distribuição um pouco mais
1393280	1395280	amigável para se instalar
1395280	1397280	e tudo mais
1397280	1399280	mas eu confesso que eu estou um pouco
1399280	1401280	enferrujado
1401280	1403280	eu não sei quais são as distribuições
1403280	1405280	novas e que também são tão
1405280	1407280	amigáveis como o Ubuntu
1407280	1409280	eu lembro que tinha o Fedora
1409280	1411280	era uma versão, uma distribuição
1411280	1413280	amigável para se instalar
1413280	1415280	e tem alguns
1415280	1417280	outros agora que eu não vou conseguir lembrar o nome
1417280	1419280	mas
1419280	1421280	então essa foi basicamente a minha
1421280	1423280	história na época
1425280	1427280	com o software livre, com a comunidade
1427280	1429280	então a medida que eu encontrei
1429280	1431280	me envolvendo a comunidade, a conversão com as pessoas
1431280	1433280	eu
1433280	1435280	comecei a entender como as pessoas ganhavam dinheiro
1435280	1437280	com o software livre, em Goiás a gente tinha
1437280	1439280	algumas empresas que ganhavam dinheiro com o software livre
1439280	1441280	e claro
1441280	1443280	hoje a gente tinha várias empresas
1443280	1445280	multinacionais
1445280	1447280	como o EdgeHead
1447280	1449280	a própria GitLab
1449280	1451280	que foi mencionada anteriormente
1451280	1453280	e algumas outras e que agora de cabeça
1453280	1455280	não vou conseguir lembrar mais nomes
1455280	1457280	mas essa curiosidade
1457280	1459280	me levou a montar uma palestra
1459280	1461280	que foi a minha última palestra no Brasil
1461280	1463280	em 2016
1463280	1465280	que a palestra
1465280	1467280	são 15 maneiras de ganhar dinheiro com o software livre
1467280	1469280	inclusive de preparação
1469280	1471280	para essa live de hoje, eu assisti ela novamente
1471280	1473280	e eu descobri que alguém aí postou
1473280	1475280	essa palestra
1475280	1477280	no Youtube, eu não conheço a pessoa
1477280	1479280	mas
1479280	1481280	eu vou até colocar o link
1481280	1483280	aqui no chat
1483280	1485280	quem quiser assistir depois eu vou colocar aqui
1485280	1487280	eu vou deixar na descrição também
1487280	1489280	seu palestra estava em criativo e como?
1489280	1491280	sei lá
1491280	1493280	copyleft, era copyleft
1493280	1495280	depois eu tenho que falar um pouco sobre isso
1495280	1497280	mas essa é a minha história
1497280	1499280	é mais ou menos isso
1499280	1501280	nessa época eu estava
1501280	1503280	a forma como ganhar dinheiro
1503280	1505280	livre é toda a minha stack
1505280	1507280	meu desenvolvimento era com o software livre
1507280	1509280	eu usava
1509280	1511280	linguagem de programação
1511280	1513280	livre como PHP
1513280	1515280	ou JavaScript
1515280	1517280	se você desenvolveu o seu tendo
1517280	1519280	você vai estar usando JavaScript
1519280	1521280	na sua maioria
1521280	1523280	e agora não lembra exatamente
1523280	1525280	como é a questão de licença
1525280	1527280	do JavaScript
1527280	1529280	a linguagem de PHP era livre
1529280	1531280	eu não estou lembrado
1531280	1533280	mas
1533280	1535280	estar na web
1535280	1537280	é o meio que mais fácil você ver
1537280	1539280	o software livre porque
1539280	1541280	o código front-end
1541280	1543280	inclusive foi a primeira vez
1543280	1545280	que eu vi um código na minha vida
1545280	1547280	foi você entrar na página no navegador
1547280	1549280	fica com um botão direito e ver o código fonte
1549280	1551280	então
1551280	1553280	que você sentia um hacker
1553280	1555280	igual nos filmes
1555280	1557280	a linha cheia de código
1557280	1559280	e era muito interessante para mim
1559280	1561280	e naquela época eu estava
1561280	1563280	já como eu tinha o objetivo
1563280	1565280	de trabalhar
1565280	1567280	então tem várias formas de ganhar dinheiro
1567280	1569280	com o software livre, uma delas é trabalhando
1569280	1571280	uma empresa e produz o software livre
1571280	1573280	e eu tinha esse sonho
1573280	1575280	mas
1575280	1577280	com o tempo é meio difícil
1577280	1579280	e
1579280	1581280	no decorrer desse tempo
1581280	1583280	eu fiz alguns processos
1583280	1585280	e passei
1585280	1587280	e hoje eu moro na Irlanda
1587280	1589280	e trabalho
1589280	1591280	como desenvolvedor web
1591280	1593280	e eu trabalhei em uma empresa local
1593280	1595280	depois fui trabalhar
1595280	1597280	na Amazon Web Services
1597280	1599280	e depois da Amazon
1599280	1601280	eu fui sair
1601280	1603280	e fui para uma outra empresa
1603280	1605280	chamada HitLab
1605280	1607280	hoje eu trabalho
1607280	1609280	como desenvolvedor
1609280	1611280	desenvolvendo software livre
1611280	1613280	e a de Web ela tem um modelo
1613280	1615280	chamado OpenCore
1615280	1617280	e é basicamente você tem
1617280	1619280	parte do seu software
1619280	1621280	ele é livre
1621280	1623280	e parte do seu software é proprietário
1623280	1625280	e você vende uma licença
1625280	1627280	e hoje é essa a principal forma
1627280	1629280	que a GitHub ganha dinheiro
1629280	1631280	então não 100% do meu código é livre
1631280	1633280	mas boa parte dele é livre
1633280	1635280	e tem que falar que a comunidade
1635280	1637280	da GitHub é uma comunidade muito ativa
1637280	1639280	então dá aquela sensação de contribuição
1639280	1641280	para comunidade
1641280	1643280	quando você vê alguém por exemplo
1643280	1645280	escreve um código e você ajuda
1645280	1647280	aquele código
1647280	1649280	aquele tempo de código
1649280	1651280	entrar na
