start	end	text
482560	484560	É interessante ser mulher e geralmente vai para essa área.
484560	487560	Mulheres na tecnologia.
487560	488560	Então.
488560	492560	Tem a Marianne também da Porta 22.
498560	504560	Queremos lembrar mais uma vez para o pessoal que quer participar da organização do Flissó 2011.
504560	505560	Acontecendo.
505560	506560	Nós vamos precisar.
506560	508560	Até no dia do evento a gente vai precisar.
508560	511560	O evento está marcado para 9 de abril de 2011.
511560	513560	Nós estamos começando agora o desenvolvimento.
513560	516560	Eu estou participando da área da organização também.
516560	518560	Estou fazendo parte da divulgação.
518560	520560	E quem está organizando é o Marcos Carvalho.
520560	525560	Eu vou colocar o e-mail dele no post para quem quiser ajudar na organização.
525560	526560	Manda o e-mail para ele.
526560	527560	Falou tal.
527560	528560	Me ajude aí.
528560	530560	Entra no grupo do Flissó.
530560	533560	O Flissó precisa de ajuda de qualquer forma.
533560	535560	O Flissó precisa de você.
535560	537560	É isso aí.
537560	541560	E nós queremos falar também mais um jabá aí.
541560	543560	Jabá.
543560	545560	Dessa vez não tem nem um jabá para o George White.
545560	547560	George White nem link ele coloca pra quem.
547560	548560	É verdade.
550560	553560	Nós vamos falar sobre o Hakenux.
553560	555560	É Hakenux muito language.
555560	559560	Hakenux está em inglês e português disponível aí para a galera.
559560	562560	Em breve eu vou disponibilizar a versão de Tupi.
563560	578560	Hakenux está participando da Top 100 Webcomics Brasil.
578560	579560	E precisa de você.
579560	581560	E precisa do seu voto.
581560	583560	Que é muito mais importante do que você.
583560	593560	A gente é brincadeira para poder.
593560	595560	Cadê ele?
595560	598560	Ele deu um estourado aqui no áudio.
598560	601560	Então a gente tem novo vinheta.
601560	603560	Novo vinheta.
603560	605560	Qual que é a nova vinheta?
605560	607560	Eu vou falar.
607560	609560	Coloca aí agora.
609560	613560	Você está ouvindo o tribo do C.I. Podcast.
617560	619560	Mas foi feito com a TT Ribeiro.
619560	621560	Deve abraço para a TT Ribeiro.
621560	623560	Amém.
625560	629560	A gente pensava que a gente era rute do podcast.
629560	631560	E há uns dois anos atrás ela já tinha o podcast.
631560	633560	Nossa.
633560	635560	Feito por mulheres.
635560	637560	Que legal.
637560	639560	Você pegou o nome do podcast?
639560	641560	Mulheres no podcast.
643560	645560	Mulheres no podcast?
645560	647560	Não.
647560	649560	Pink Rock.
649560	651560	Interessante.
651560	653560	Podcast.
653560	655560	Feito por mulheres.
655560	657560	Começando.
657560	659560	Pink Rock.
659560	661560	Tudo o que você precisa saber de Rock.
661560	663560	Legal.
663560	665560	Um abraço para a TT Ribeiro.
665560	667560	Do nosso respeito tecnológico.
669560	671560	O podcast é um ofensimento...
671560	673560	Pequê Linux.
673560	675560	Daquilo.
675560	677560	Global Code.
677560	679560	R3.T.I.
679560	681560	Mulheres na tecnologia.
681560	683560	Tribo do C.I. Podcast.
687560	689560	A gente tem que se promover.
689560	691560	A gente tem que se promover.
691560	693560	A gente está com equipamento bom agora.
693560	695560	A gente comprou um...
695560	697560	A gente vai colocar no meio do ofensimento.
697560	699560	O ofensimento.
699560	701560	Não dá o microfone.
701560	703560	O que a TT Ribeiro comprou.
703560	705560	Mais um.
705560	707560	Mais um.
707560	709560	Então é isso aí galera.
709560	711560	Não, tem o BR Office.
711560	713560	O Libre Office. Eu gostava.
713560	715560	Vocês vão entender porque é um ofensimento.
715560	717560	Pega em Leandro.
717560	719560	É isso aí.
719560	721560	E para falar no final do episódio.
721560	723560	Um bate-papo das mulheres na tecnologia.
723560	725560	Um bate-papo de meninas.
725560	727560	Um bate-papo de mulherzinha.
727560	729560	Isso é coisa de menina.
729560	731560	Então é isso aí galera.
731560	733560	Valeu.
733560	735560	Valeu.
743560	745560	Oi, sou a Marcia.
745560	747560	Sou formada em sistema de informação.
747560	749560	Atualmente estou no grupo mulheres da tecnologia.
749560	751560	Estou na área de comunicação.
751560	753560	Então a parte de comunicação estou cuidando.
753560	755560	Trabalhar ainda não trabalho na área.
755560	757560	Felizmente.
757560	759560	Mas parte daqui hoje eu acho que vai ter.
759560	761560	Muito proveito pra mim.
761560	763560	Meu nome é Yara Sanger.
763560	765560	Eu tenho trabalhado com TI há vários anos.
765560	767560	Tenho trabalhado profissionalmente desde 2001.
767560	769560	Conheço uma série de outras mulheres
769560	771560	que trabalham nessa área.
771560	773560	Que são bem sucedidas.
773560	775560	Na Global Code tem outras várias instrutoras mulheres.
775560	777560	O que eu acho que acaba sendo
777560	779560	uma coisa bacana.
779560	781560	Uma maneira de marcar um território.
781560	783560	Ou de expandir o seu conhecimento.
783560	785560	E gostei da ideia do grupo.
785560	787560	Mulheres na TI.
787560	789560	Tenho visto uma atenção especial pra mulher.
789560	791560	No último Java One.
791560	793560	Eles tinham um brochinho especial pra mulheres.
793560	795560	Eu fiquei muito feliz com o convite
795560	797560	de fazer esse bate-papo de menina.
797560	799560	Pois disso.
799560	801560	Outras pessoas de outras unidades da Global Code
801560	803560	falaram gostei, gostei.
803560	805560	Eu também quero fazer um bate-papo de menina.
805560	807560	As iniciativas do grupo, com certeza,
807560	809560	são um incentivo bem legal pra outras mulheres.
809560	811560	Entrar na área.
811560	813560	Muito obrigada pelo convite.
829560	831560	Um grupo de mulheres na tecnologia.
831560	833560	Ele tem três anos agora.
833560	835560	Ele começou com três mocinhas.
835560	837560	A Luciana.
837560	839560	A Andressa.
839560	841560	E também a Nahrira.
841560	843560	Fizeram uma reunião.
843560	845560	Vamos discutir porque tem pouco a mulher nessa área.
845560	847560	Uma área tão boa.
847560	849560	surgiu a ideia de criar um grupo pra mulheres
849560	851560	da área de tecnologia de informação.
851560	853560	A partir daí foi criada a lista.
853560	855560	Foi criada o site.
855560	857560	Estamos no Twitter também.
857560	859560	E estão crescendo ainda.
859560	861560	Desenvolvei alguns projetos.
861560	863560	Desenvolvei um lado dela.
863560	865560	Valorizar o conhecimento dela.
865560	867560	E a gente tem uns princípios.
867560	869560	A gente determinou alguns princípios.
869560	871560	Que é a missão, a visão e os valores do grupo.
871560	873560	É importante a gente saber.
873560	875560	A missão do grupo, mulheres da tecnologia
875560	877560	é colaborar pro reconhecimento
877560	879560	do potencial feminino
879560	881560	na área de tecnologia de informação.
881560	883560	E a visão que foi definida
883560	885560	é ser um grupo de referência nacional
885560	887560	na busca pela equidade de gênero
887560	889560	na tecnologia de informação.
889560	891560	Então, a visão do grupo hoje
891560	893560	é valorizar a equidade de gênero.
893560	895560	Que a tecnologia não é só pra homem.
895560	897560	Tem mulher também.
897560	899560	Uma mulher muito boa.
899560	901560	Que entende e gosta da área.
901560	903560	Um dos princípios que o grupo tem
903560	905560	é através da lista.
905560	907560	Tanto homem quanto mulher
907560	909560	pode participar da lista de discussão.
909560	911560	Tem gente que entra na lista e fala que era um grupo só de mulher.
911560	913560	Tem um homem que participa.
913560	915560	Homo eslógico que valoriza esse conhecimento da mulher.
915560	917560	Os objetivos do grupo
917560	919560	hoje é promover
919560	921560	a troca de experiência
921560	923560	entre os membros, como agora
923560	925560	a gente está trocando a experiência.
925560	927560	Também qualificar.
927560	929560	A gente pretende fazer alguns cursos,
929560	931560	mini cursos, workshops pra mulher
931560	933560	na área de tecnologia.
933560	935560	Então, levar a formação pra pessoas da área
935560	937560	a igualdade de tratamento pelo mercado de trabalho.
937560	939560	A gente sabe que às vezes
939560	941560	isso quase novo não vai mais falar.
941560	943560	Mas ainda há uma diferença
943560	945560	do tratamento de salarial
945560	947560	do trabalho, referente a mulher e homem.
947560	949560	Principalmente na área, porque a maioria
949560	951560	prefere o homem, né, na tecnologia.
951560	953560	O homem vai saber mais, vai entender mais.
953560	955560	Um objetivo de capacitar e disseminar
955560	957560	tecnologia das mulheres, no geral.
957560	959560	Né?
959560	961560	A indígena falou com o trabalho na área
961560	963560	mas ela vai, em parte do discernimento
963560	965560	que agora ela vai começar.
965560	967560	É tendencial.
967560	969560	É igual.
969560	971560	Ela mais é capacitada
971560	973560	pra atuar na área de tecnologia.
973560	975560	Tá?
975560	977560	Promover a inclusão de mulheres também na área,
977560	979560	né, importante.
979560	981560	E também colaborar no desenvolvimento
981560	983560	da sociedade. Né?
983560	985560	Na atuação das mulheres na tecnologia.
985560	987560	É um filosofio bem bonito pra não dizer assim, né?
987560	989560	É que a mulher tem de bom
989560	991560	que pode agregar
991560	993560	a tecnologia.
993560	995560	O que a gente pode fazer, dando nessa área,
995560	997560	toando nessa área, pra melhorar a sociedade.
997560	999560	E um dos princípios que o grupo
999560	1001560	trabalha hoje é a equidade, né?
1001560	1003560	A união.
1003560	1005560	E liberdade de conhecimento.
1005560	1007560	Então, apesar do grupo ter começado assim
1007560	1009560	no meio do software livre, né?
1009560	1011560	Nós participamos de um dos comunidades
1011560	1013560	do software livre, mas assim,
1013560	1015560	grupo é aberto pra quem quiser partilhar
1015560	1017560	conhecimento, seja software livre ou proprietário
1017560	1019560	e bem-vindo. Bom, o grupo
1019560	1021560	tem essa história, não dizer assim,
1021560	1023560	participou de poucos eventos até hoje,
1023560	1025560	promoveu poucos eventos até hoje.
1025560	1027560	Esse eu acho que é o terceiro ou segundo
1027560	1029560	mas a gente tende mesmo a crescer.
1029560	1031560	A levar o grupo de mulheres daqui a hoje
1031560	1033560	é realmente conhecido nacionalmente
1033560	1035560	ser uma referência mesmo, né?
1035560	1037560	Pra levar conhecimento, levar
1037560	1039560	oportunidade, né?
1039560	1041560	Crescimento pra qualquer tipo de
1041560	1043560	pessoa que já é interessada na área.
1059560	1061560	O grupo existe desde 2009.
1061560	1063560	Tem isso, desde 2009.
1063560	1065560	É comum aqui em Goé,
1065560	1067560	a gente ter vários grupos nos locais, né?
1067560	1069560	Tem o Go Android, que é pra usuários
1069560	1071560	Android, Go Java pra Java
1071560	1073560	e eu achei interessante que o grupo
1073560	1075560	ele é nacional, né?
1075560	1077560	Ele é um grupo que tem
1077560	1079560	um grupo que tem um grupo que
1079560	1081560	tem um grupo que tem um grupo que
1081560	1083560	tem um grupo que tem um grupo que
1083560	1085560	tem um grupo que tem um grupo que
1085560	1087560	tem um grupo que tem um grupo que
1087560	1089560	tem um grupo que é nacional, né?
1089560	1091560	Ele não é voltado só pra
1091560	1093560	embora ele tenha uma força regional
1093560	1095560	mas ele é um grupo
1095560	1097560	como foi dito de referência nacional, né?
1097560	1099560	É interessante essa parte.
1099560	1101560	É, começou aqui realmente Goé
1101560	1103560	e as meninas começaram o grupo foi daqui, né?
1103560	1105560	Então, às vezes fica mais centralizado aqui, né?
1105560	1107560	Mas agora com a ajuda
1107560	1109560	da Twitter, por exemplo,
1109560	1111560	o site a gente tá conseguindo
1111560	1113560	alcançar várias outras pessoas.
1113560	1115560	As meninas de São Paulo tão mandando
1115560	1117560	a gente quer do Sul, a gente
1117560	1119560	quer fazer um evento aqui também
1119560	1121560	e tá participando do grupo, tá dando ideia
1121560	1123560	escrevendo post no site, né?
1123560	1125560	Isso é legal. Então a gente realmente
1125560	1127560	tende a, assim, ser
1127560	1129560	crescer mesmo, né?
1129560	1131560	Sobre esse interesse
1131560	1133560	de garotas, né?
1133560	1135560	De mulheres de outros lugares
1135560	1137560	pra se juntar a gente, né?
1137560	1139560	E eu percebi, falei, comentei com ela, né?
1139560	1141560	Que é uma certa carência
1141560	1143560	que tem de, como diz a gente
1143560	1145560	que tem uma unidade
1145560	1147560	pra mudar a realidade hoje, né?
1147560	1149560	Da pouca participação das mulheres na tecnologia.
1149560	1151560	Então a gente vê que é uma ideia
1151560	1153560	uma ideia boa, uma ideia que
1153560	1155560	chama atenção, né? Que todo mundo quer participar
1155560	1157560	as mulheres, né? Nossa, um lugar
1157560	1159560	ali onde tem gente que é como eu, né?
1159560	1161560	Mulher da tecnologia, porque
1161560	1163560	querendo ou não, a gente é um pouco
1163560	1165560	sozinha, né? Porque a empresa
1165560	1167560	que a gente trabalha tem
1167560	1169560	maioria homem, né?
1169560	1171560	Então é legal a gente encontrar, assim, um ambiente
1171560	1173560	que a gente tem até a parte lá que chama
1173560	1175560	Papo de Mulherzinha, que fala sobre coisas de
1175560	1177560	mulheres mesmo, a maquiagem,
1177560	1179560	essas coisas, assuntos femininos, né?
1179560	1181560	Porque a gente
1181560	1183560	mesmo sendo da área técnica, né?
1183560	1185560	Temos toda a feminilidade ainda
1185560	1187560	e a gente
1187560	1189560	comentou isso, né? Que seria legal
1189560	1191560	e que a gente tem de mesmo que
1191560	1193560	que o grupo
1193560	1195560	a partir de que todo mundo
1195560	1197560	de outros lugares
1197560	1199560	vem ajudando, né?
1199560	1201560	E participando
1201560	1203560	da gente como um site
1203560	1205560	Quais que seriam as vertentes, assim?
1205560	1207560	Porque eu vi que tem um pessoal
1207560	1209560	que mexe com automação
1209560	1211560	de robótica, tem robótica livre
1211560	1213560	tem um pessoal da
1213560	1215560	que mexe com programação, tem um
1215560	1217560	esse negócio de vertente, assim, de várias
1217560	1219560	áreas ou é geral mesmo?
1219560	1221560	É geral, no caso da tecnologia de formação
1221560	1223560	tem mulher realmente que, né, vai saber
1223560	1225560	ele mais parte técnica, né? A gente tem
1225560	1227560	Andressa dela agora, nossa de
1227560	1229560	robótica, né? Ela adora robótica e tal
1229560	1231560	e tem já
1231560	1233560	a Cleviane que é analista de teste, né?
1233560	1235560	Tem a parte meninas que trabalham
1235560	1237560	na área de tecnologia mesmo
1237560	1239560	de gerencial, com a Flávia, então assim
1239560	1241560	é...
1241560	1243560	tudo que envolve tecnologia, né?
1243560	1245560	Dependente da atuação, no caso
1245560	1247560	é bem-vindo, no caso a grupo. Tem só um
1247560	1249560	ponto específico, né?
1257560	1259560	O que é importante?
1273560	1275560	Você sabe que eu vou
1275560	1277560	No ponto que eu acho que é interessante,
1277560	1279560	que é importante
1279560	1281560	que é a questão da vaidade.
1281560	1283560	Eu acho que a vaidade é a metade
1283560	1285560	do nosso problema. Muitas vezes, né,
1285560	1287560	então, de falar
1287560	1289560	a vaidade na vida da mulher
1289560	1291560	eventualmente ela toma um tempo muito grande
1291560	1293560	que faz com que a gente fique
1293560	1295560	atrás realmente dos homens
1295560	1297560	tecnicamente. Então, é muito comum
1297560	1299560	que um homem, ele esteja no final
1299560	1301560	do semana, ou à noite, ou no seu
1301560	1303560	tempo livre, se dedicando
1303560	1305560	ao estudo, aprender uma nova tecnologia,
1305560	1307560	a fuçar, na hora que
1307560	1309560	encontra um problema, ele tá lá,
1309560	1311560	ele muda, ele instala de novo, ele briga com
1311560	1313560	Windows e tudo isso
1313560	1315560	e a mulher, na vida dela, acaba
1315560	1317560	tendo um espaço pra vaidade muito grande.
1317560	1319560	Então, você pega o número de compromissos
1319560	1321560	que você tem, você fala, olha, porque
1321560	1323560	eu quero ir maquiar, então, pra eu poder
1323560	1325560	ir para o trabalho, eu preciso
1325560	1327560	acordar uma hora mais cedo
1327560	1329560	pra poder fazer esse couro, pra poder fazer
1329560	1331560	maquiagem. Pronto, é uma hora menos,
1331560	1333560	é um sobre vinte e quatro, né, do seu dia,
1333560	1335560	mas na verdade, tem uma parte que a gente
1335560	1337560	dorme, então é mais do que isso.
1337560	1339560	É quase 10% do seu tempo que você tá
1339560	1341560	investindo numa outra coisa
1341560	1343560	enquanto os homens, eventualmente, estão estudando.
1343560	1345560	Todos os homens estão estudando?
1345560	1347560	Não, né, mas
1347560	1349560	tem uma dedicação grande pra isso daí.
1349560	1351560	Depois, tem uma série
1351560	1353560	de outros impecilhos que são colocados na
1353560	1355560	nossa vida e que, eventualmente,
1355560	1357560	eles podem ser um impecilho. Então,
1357560	1359560	você pega as mulheres com uma
1359560	1361560	vaidade muito grande, então,
1361560	1363560	você tá num ambiente de trabalho.
1363560	1365560	Se os homens do seu trabalho passam a te achar
1365560	1367560	gostosa, tá certo?
1367560	1369560	Você tá com um diferencial contra
1369560	1371560	você, né?
1371560	1373560	Eventualmente, as mulheres confundem,
1373560	1375560	elas acham se todo mundo me achar linda,
1375560	1377560	maravilhosa, gostosa, isso vai a favor
1377560	1379560	de mim. Mas, a partir do momento
1379560	1381560	que você não responde
1381560	1383560	aquele desejo, aquela ansiedade,
1383560	1385560	eventualmente aquilo passa a ser contra você.
1385560	1387560	Então, se você é gostosa
1387560	1389560	no seu trabalho, mas você não tá dando
1389560	1391560	bola pra aqueles homens,
1391560	1393560	a sua beleza pode se voltar contra você,
1393560	1395560	né? Eu já vi
1395560	1397560	várias pessoas que falaram, nossa, eu tentei
1397560	1399560	uma relação de uma secretária, mas ela
1399560	1401560	apareceu aqui com um decote tão grande
1401560	1403560	que, se ela espirrasse
1403560	1405560	o peito pular para fora, eu falei, nossa,
1405560	1407560	né? Mas, é verdade,
1407560	1409560	né? E, muitas vezes,
1409560	1411560	tem uma ilusão
1411560	1413560	de que aquele decote
1413560	1415560	ele está a seu favor, mas, muitas vezes,
1415560	1417560	ele está contra você.
1417560	1419560	Se, por acaso, ele está a seu favor
1419560	1421560	naquele momento, ele passa a estar
1421560	1423560	contra você no seu crescimento.
1423560	1425560	Se aquela pessoa que tá te contratando,
1425560	1427560	por aquilo,
1427560	1429560	então, quer dizer que
1429560	1431560	você não tem uma contratação por mérito,
1431560	1433560	por competência, né?
1433560	1435560	Você entra numa zona de conforto.
1435560	1437560	Então, eu acho hoje que
1437560	1439560	eu não acho que as mulheres
1439560	1441560	tem que ser feias, tem que ser mal cuidadas,
1441560	1443560	tem que, né,
1443560	1445560	perder a sua vaidade, mas tem que
1445560	1447560	entender qual é o papel da vaidade
1447560	1449560	dentro da sua vida, qual é o tanto
1449560	1451560	de tempo que você quer se dedicar
1451560	1453560	à aquilo, né? Eu tenho
1453560	1455560	de 18 anos,
1455560	1457560	17 anos, no outro dia
1457560	1459560	ela falou assim pra mim,
1459560	1461560	Crado, pelo amor de Deus,
1461560	1463560	que horror, você tem que tirar isso
1463560	1465560	sobrancelho, eu falei, raca, né? Você tem
1465560	1467560	17 anos, você tá falando?
1467560	1469560	Então, eu acho que essa
1469560	1471560	coisa, essa questão dos valores
1471560	1473560	da vaidade, eventualmente,
1473560	1475560	eu vejo atrapalhar
1475560	1477560	em colaboradores, não só na TI,
1477560	1479560	mas de ser uma coisa excessiva
1479560	1481560	que toma o tempo
1481560	1483560	demais e eventualmente
1483560	1485560	acaba, né, fazendo com que
1485560	1487560	você esteja buscando a beleza
1487560	1489560	e não a competência. Então,
1489560	1491560	eu acho que é muito importante pra
1491560	1493560	as mulheres que querem
1493560	1495560	se dar bem
1495560	1497560	e crescer no mercado de trabalho
1497560	1499560	lembrar que o que vai fazer uma
1499560	1501560	promoção, que o que vai fazer um
1501560	1503560	crescimento profissional é a competência
1503560	1505560	e a competência, ela não vem
1505560	1507560	de graça, a competência vem
1507560	1509560	de uma dedicação de horas
1509560	1511560	e chegar em casa e estudar
1511560	1513560	é encontrar um problema, eu mesmo
1513560	1515560	tenho problema na hora que vem a minha
1515560	1517560	máquina e dá um problema com o sistema
1517560	1519560	operacional, etc. Primeira coisa que eu
1519560	1521560	falo é o seguinte, não, coisa chata,
1521560	1523560	eu não queria investir em isso
1523560	1525560	tudo mais e a gente acaba
1525560	1527560	ficando atravancada naquilo, né? Então,
1527560	1529560	você tem que falar, bom, vou ganhar
1529560	1531560	isso daqui, né? Eu vou desafiar
