start	end	text
463000	464000	fazer algum material
464000	466000	para pessoas que estão começando,
466000	468000	e tentar colocar esses programas no mercado,
468000	470000	pelo menos aqui da minha cidade.
470000	471000	Aqui na minha cidade,
471000	472000	no interior do Mato Grosso,
472000	474000	eu consegui levar o Blender
474000	476000	para praticamente todos os produtores
476000	478000	que dividem o que tem na cidade,
478000	480000	as agências que fazem o título de produção.
480000	481000	E além do Blender,
481000	483000	você acaba levando diretamente outros,
483000	485000	como o Escape, o Gimp,
485000	487000	e até o programa que o pessoal usa
487000	489000	para fazer coisas que não estão atreladas,
489000	491000	e que são, por exemplo,
491000	493000	um programa de programação gráfica,
493000	495000	que é justamente o Switch do escritório.
495000	497000	Então, eu imagino que isso seja uma coisa positiva,
497000	499000	mesmo não se tratando de uma ajuda
499000	500000	com programação,
500000	501000	mas é uma ajuda
501000	503000	para fazer que esses programas
503000	504000	tenham penetração no mercado.
504000	505000	Sem contar que eu costumo
505000	507000	comprar também bastante produtos
507000	509000	distribuídos para esses programas,
509000	510000	aí pelos sites, livros,
510000	511000	por exemplo,
511000	513000	que são apoiados pela Blender Foundation,
513000	515000	é uma forma de ajudar, modesta,
515000	516000	mas, enfim,
516000	518000	toda a forma de ajuda
518000	519000	eu acho que foi no FliSol,
519000	520000	ou foi no Fora Ongoiano?
520000	521000	Foi no Fora Ongoiano, né?
521000	522000	Foi no FliSol.
522000	523000	FliSol, certo.
523000	524000	Você parece estar falando
524000	525000	que estava aprendendo no Python
525000	528000	para incrementar as suas animações
528000	530000	lá dentro do Blender.
530000	532000	Parece que houve um comentário seu sobre isso.
532000	533000	Porque eu estava estudando, né?
533000	534000	Exato, então.
534000	535000	Eu não posso dizer que o programa,
535000	536000	porque para mim,
536000	537000	a pessoa que programa
537000	538000	é aquela que,
538000	539000	voltando,
539000	540000	que havia falado também,
540000	542000	que convive com esse universo de programação
542000	543000	que lida com o mercado,
543000	545000	com todas as variáveis psicológicas,
545000	546000	sociais,
546000	548000	técnicas que envolvem o mercado da programação.
548000	549000	O que eu faço
549000	550000	é assim,
550000	552000	existe algumas situações
552000	553000	que é muito mais fácil
553000	555000	fazer uma parte do trabalho com programação.
555000	556000	Por exemplo,
556000	557000	você tem que fazer um boss
557000	558000	e tem que colocar árvores no boss.
558000	560000	O número de árvores que você tem que colocar
560000	561000	é muito grande.
561000	562000	E você não pode colocar elas
562000	563000	com o mesmo tamanho
563000	565000	e a mesma posição de rotação.
565000	566000	Foi muito mais fácil você pegar,
566000	568000	escrever um scriptzinho,
568000	569000	que distribui uma árvore
569000	570000	numa área X,
570000	572000	e que faz essas árvores ter um tamanho
572000	574000	de 100%, 75%,
574000	576000	uma rotação que vai de
576000	577000	259 graus.
577000	578000	Aí você manda o programa
578000	580000	rodar isso aleatoriamente.
580000	581000	É muito mais rápido
581000	583000	que você pegar e posicionar uma a uma,
583000	584000	sei lá, mil árvores.
584000	585000	É muito mais fácil
585000	586000	você rodar esse scriptzinho.
586000	587000	Mas é isso.
587000	589000	A programação que eu conheço,
589000	590000	que se limita a isso aí.
590000	591000	Então, como se fosse um macro,
591000	592000	né?
592000	593000	Fácilito um pouco.
593000	594000	É, acredito que sim.
594000	595000	Mas também o Blender,
595000	596000	agora essa versão dele,
596000	598000	tem uma situação muito bacana.
598000	600000	Em todos os botõezinhos
600000	601000	da interface,
601000	603000	todos os comandos que aparecem,
603000	605000	você colocou o mouse em cima,
605000	606000	aparece o método.
606000	607000	Não me engano,
607000	608000	você chama método,
608000	609000	hein?
609000	610000	Programação Oriental de Geo.
610000	611000	Aparece o método dele.
611000	612000	E aí você pode simplesmente
612000	613000	habilar, se você quiser,
613000	615000	o tontube dentro do programa,
615000	616000	do Blender,
616000	617000	e fazer todos os comandos
617000	618000	escrevendo esse método.
618000	620000	Aí você consegue automatizar
620000	622000	tarefas que se fossem
622000	623000	feito braçais,
623000	626000	levariam um tempo considerável, né?
626000	627000	Com certeza.
627000	628000	Quando eu posso,
628000	629000	quando eu tenho a oportunidade
629000	630000	de fazer o passo,
630000	631000	mas é um pouco difícil
631000	632000	esses modelares que eu tenho feito,
632000	633000	eu tenho ido para essa área.
633000	634000	É mais orjando,
634000	636000	mais de comercial, mais de coisas
636000	637000	pedindo,
637000	638000	então não há necessidade.
638000	639000	Eu já fiz isso
639000	640000	em cima do AutoCAD,
640000	641000	né?
641000	642000	Programando em VBA.
642000	643000	Bacana.
643000	645000	Visual Basic for Applications.
645000	646000	Legal.
662000	671000	E sobre você falando lá,
671000	672000	que ajuda,
672000	673000	de alguma forma,
673000	674000	de alguma forma,
674000	675000	não, você ajuda,
675000	676000	né?
676000	677000	No software livre.
677000	678000	Na disse animação dele.
678000	680000	Você ajuda dando aula,
680000	681000	tutoriais, né?
681000	682000	Explica para a gente
682000	684000	como você faz isso.
684000	685000	Os tutoriais que comecei
685000	686000	a desenvolver
686000	688000	foram lá por 2005.
688000	689000	Que eram tutoriais
689000	690000	de instalação do Blender
690000	691000	no Corumim.
691000	692000	Na época,
692000	693000	eu utilizava o Corumim.
693000	695000	Instalação do Windows 3D,
695000	696000	que é um programa
696000	697000	que faz de modelagem
697000	698000	por subdivisão.
698000	699000	Como instalar ele no BED,
699000	700000	no próprio Corumim,
700000	701000	também,
701000	702000	que eu utilizava muito.
702000	703000	E o pessoal vai gostando
703000	704000	dos tutoriais,
704000	705000	conforme você vai fazendo
705000	706000	uma atividade,
706000	707000	você quer fazer
707000	709000	por um longo período de tempo,
709000	710000	várias vezes,
710000	711000	você vai melhorando.
711000	712000	E os tutoriais foram melhorando
712000	713000	em cima da necessidade
713000	714000	das pessoas.
714000	715000	E eu percebi que muita gente
715000	717000	começou a mexer
717000	718000	alguns programas
718000	719000	pelos tutoriais que eu escrevi.
719000	721000	Surgiu aí a ideia de fazer
721000	722000	uma postiva do Blender?
722000	723000	Que fosse uma postiva assim,
723000	724000	porque o grande problema
724000	725000	do Blender
725000	726000	é que as pessoas imaginam
726000	727000	que vão chegar
727000	728000	a começar a mexer com ele
728000	729000	sem recorrer
729000	730000	a tutorial nenhuma,
730000	731000	a material nenhuma,
731000	732000	e vão conseguir fazer
732000	733000	alguma coisa.
733000	734000	No entanto que acontece,
734000	735000	é que as pessoas não conseguem
735000	736000	nem inserir um círculo
736000	737000	lá,
737000	738000	uma esfera.
738000	739000	E aí,
739000	740000	eu criava um tutorial
740000	741000	para iniciantes
741000	742000	que mal sabe mexer
742000	743000	com o computador,
743000	744000	com o sistema profissional.
744000	745000	Clicando onde deixar a seta
745000	746000	do mouse,
746000	747000	quando clicar,
747000	748000	eu clico com o botão direito,
748000	749000	o botão esquerdo,
749000	751000	e fez bastante sucesso
751000	753000	em uma postiva que eu fiz,
753000	755000	explicando o Blender básico.
755000	756000	E a partir daí,
756000	758000	comecei a fazer outros materiais também.
758000	759000	Sempre foi esse foco
759000	760000	de pessoas que estão iniciando.
760000	762000	E além de pessoas
762000	763000	que simplesmente tinham lá
763000	764000	para aprender
764000	765000	mexer com o Blender
765000	766000	por hobby,
766000	767000	começou a ter um número
767000	768000	grande de pessoas
768000	769000	que começaram a trabalhar
769000	770000	com condições profissionais.
770000	771000	E,
771000	772000	dentre as pessoas
772000	773000	com condições profissionais
773000	774000	que leram o tutorial
774000	775000	e que efetivamente
775000	776000	começaram a trabalhar com o Blender,
776000	777000	felizmente,
777000	778000	algumas empresas aqui de cidade,
778000	779000	algumas pessoas
779000	780000	que trabalham em empresas
780000	781000	aqui de cidade,
781000	782000	começaram a mexer
782000	783000	até acessas culturais,
783000	784000	mexer com o Blender,
784000	785000	me chamaram
785000	786000	para fazer uma espécie
786000	787000	de consultorize,
787000	788000	demonstrar o programa.
788000	790000	Consegui fazer com que o Blender
790000	791000	se tornasse parte
791000	792000	do framework das pessoas.
792000	793000	Eu imagino que a ajuda
793000	795000	maior que o de própria comunidade
795000	796000	foram esses culturais
796000	797000	e esses culturais
797000	798000	fizeram com que muitas pessoas
798000	799000	começassem a trabalhar
799000	800000	com o software livre,
800000	801000	começassem a contar
801000	803000	publicações relacionados
803000	804000	a ele,
804000	805000	começassem a utilizar
805000	807000	até ajudar,
807000	808000	com doações,
808000	809000	só que aí já é um número
809000	810000	que eu não tenho,
810000	811000	um número que eu não tenho
811000	812000	acesso,
812000	813000	mas eu não tenho como saber,
813000	814000	mas imagino que as pessoas
814000	815000	assim ajudaram assim,
815000	816000	falando que tem efeito de sucesso,
816000	817000	doção de sucesso,
817000	818000	pelo menos o Blender,
818000	819000	o Gimping, o Skates, o pessoal...
819000	820000	Tá certo.
820000	821000	Na latinária de 2011,
821000	823000	nós fizemos um
823000	824000	neclestandzinho lá,
824000	825000	mostrando aplicações
825000	827000	de software livres
827000	828000	na área grata.
828000	829000	E aí o propulso,
829000	830000	que tinha um monitor de LCD
830000	831000	bem grande,
831000	832000	o propulso foi colocar a saída
832000	834000	do notebook no monitor
834000	835000	para começar a modelar lá,
835000	836000	modelar uma face,
836000	838000	modelar uma residência,
838000	840000	modelar um caraca,
840000	841000	um personagemzinho,
841000	842000	colocar ossos,
842000	843000	fazer ele se mover.
843000	844000	E uma coisa que me chamou
844000	845000	muita atenção
845000	846000	foi que as pessoas chegavam,
846000	848000	pessoas da área do software livre
848000	849000	e perguntavam que programa
849000	850000	que era aquele.
850000	852000	E eu imaginava que o Blender,
852000	853000	por exemplo,
853000	854000	fosse um programa muito,
854000	855000	muito, muito popular
855000	857000	no meio do software livre.
857000	858000	E não é o que acontece.
858000	859000	Então é algo para começar,
859000	860000	a se pensar,
860000	861000	fazer um marketing mais,
861000	862000	mais voltado também
862000	863000	para as pessoas que já trabalham.
863000	865000	E se tem essa falta de comunicação,
865000	867000	essa falta de popularidade
867000	869000	no meio open source,
869000	870000	no meio software livre.
870000	871000	Imagina fora, né?
871000	873000	Tem uma área muito mais ampla.
873000	874000	Então é isso,
874000	875000	eu tenho trabalhado mais
875000	877000	para fazer o Blender ficar,
877000	878000	se tornar um programa
878000	879000	bastante popular.
879000	880000	Quase unânime,
880000	881000	até, mas,
881000	882000	nessa área de 3D.
882000	883000	Tem alguns programas também
883000	884000	que acho que
884000	885000	nem de pessoas
885000	887000	que mexem com modelagem,
887000	888000	assim, 3D muito tempo,
888000	889000	conhecem,
889000	890000	igual a aqueles artigos
890000	892000	que você publicou ultimamente
892000	894000	sobre reconstrução forense.
894000	895000	Então,
895000	896000	aqui lá é outro caso
896000	897000	bastante interessante.
897000	898000	O Invesades
898000	899000	é um programa
899000	900000	que você pega
900000	901000	tomografia computadorizada,
901000	903000	tem uma extensão própria
903000	904000	dele chamado Daicon.
904000	905000	São fatias, né?
905000	907000	Uma parte determinada do corpo.
907000	908000	E através desse arquivo
908000	909000	você consegue reconstituir
909000	911000	3D aquela parte do corpo.
911000	912000	Você pode separar pele,
912000	913000	separar osso,
913000	915000	ver as respiratórias.
915000	916000	E, além de ser um programa
916000	917000	muito poderoso,
917000	918000	ele é um programa brasileiro,
918000	919000	foi desenvolvido aqui.
919000	920000	E pouco a gente já conhece.
920000	921000	E ele pode ser muito útil.
921000	922000	Em vários áreas.
922000	924000	Sim, não só na área da medicina,
924000	925000	mas também da arqueologia,
925000	927000	como no caso dessa reconstrução,
927000	928000	de um pequeno artigo.
928000	929000	Como também,
929000	930000	você tem que fazer uma tomografia
930000	931000	com uma pedra,
931000	932000	que dentro dessa pedra
932000	933000	tenha um fosso.
933000	934000	Em vez de quebrar essa pedra
934000	935000	para retirar o fosso,
935000	936000	você pode fazer
936000	937000	essa tomografia na pedra
937000	938000	e separar.
938000	939000	É o que é o fosso,
939000	940000	a parte do mineral
940000	941000	que não interessa
941000	942000	para o parque óbvio.
942000	943000	Fora isso,
943000	944000	tem outros softwares
944000	945000	bem interessantes
945000	946000	que você pega
946000	947000	um conjunto de fotos,
947000	948000	tirar várias fotos
948000	949000	de vários pontos de pista
949000	950000	e consegue reconstruir
950000	952000	isso em uma nuvem de pontos,
952000	954000	e pode se converter também
954000	956000	em um objeto 3D,
956000	957000	que pode ser o rosto da pessoa.
957000	958000	Pode ser
958000	959000	no caso da arqueologia,
959000	960000	de uma alçada,
960000	961000	no caso de
961000	962000	construção civil
962000	963000	de um prédio.
963000	964000	E assim vai.
964000	965000	E todos esses
965000	966000	são softwares livre?
966000	967000	Algum, assim, roda?
967000	968000	Não,
968000	969000	tudo que foi utilizado lá,
969000	970000	nesse artigo,
970000	971000	que eu escrevi por último,
971000	972000	esse trabalho que eu fiz
972000	973000	de reconstituição,
973000	974000	é softwares livre.
974000	975000	E parece que
975000	976000	as coisas têm de seriado de TV,
976000	977000	né?
977000	978000	Eu achei que só tinha isso.
978000	979000	Se achar softwares livre,
979000	980000	você sai softwares livre,
980000	981000	hoje.
1005000	1006000	Falou dos projetos
1006000	1007000	preiniciantes,
1007000	1008000	né?
1008000	1009000	A escola também
1009000	1010000	que procura
1010000	1011000	fazer com que
1011000	1012000	essas ferramentas
1012000	1013000	sejam, de fato,
1013000	1015000	utilizadas no dia a dia, né?
1015000	1016000	O CD,
1016000	1017000	que eu utilizei
1017000	1018000	para iniciar
1018000	1019000	a minha caminhada
1019000	1020000	no mercado 3D,
1020000	1021000	foram desenvolvidos
1021000	1022000	para uma escola
1022000	1023000	de educação à distância,
1023000	1024000	de sempre catarina,
1024000	1025000	que durante muito tempo
1025000	1026000	foi minha referência,
1026000	1027000	que pegava os CDs,
1027000	1028000	estudava
1028000	1029000	sobre autocarde,
1029000	1030000	sobre o TZ Studio de Max,
1030000	1031000	e há pouco tempo agora
1031000	1032000	tive a honra de ser
1032000	1033000	chamado por eles
1033000	1034000	e ser convidado
1034000	1035000	para fazer
1035000	1036000	um curso do Blender,
1036000	1037000	o que me alegrou
1037000	1038000	porque foi a escola
1038000	1039000	que eu aprendi,
1039000	1040000	de repente me chamaram
1040000	1041000	para fazer um curso
1041000	1042000	e o segundo foi que
1042000	1043000	pediam para fazer
1043000	1044000	um curso sobre o Blender.
1044000	1045000	E o que significa?
1045000	1046000	O que é uma escola
1046000	1047000	de educação à distância,
1047000	1048000	conteúdo dela alimentado
1048000	1050000	pela necessidade do trabalho?
1050000	1051000	O que significa
1051000	1052000	uma escola dessa?
1052000	1053000	Pedir um curso de Blender,
1053000	1054000	significa que tem demanda,
1054000	1055000	as pessoas estão procurando,
1055000	1057000	as pessoas estão interessadas
1057000	1058000	nesse software.
1058000	1059000	E é o software livre
1059000	1060000	até que, enfim,
1060000	1061000	começam a fazer parte
1061000	1062000	do mercado de trabalho.
1062000	1063000	Foi engraçado
1063000	1064000	no episódio anterior,
1064000	1066000	a gente ficou o tempo todo,
1066000	1068000	esperando o Mozant
1068000	1070000	dizer se ele usava o GameP
1070000	1072000	se ele utilizava o GameP
1072000	1073000	só como um hobby,
1073000	1074000	ou se, realmente,
1074000	1076000	aquilo lá
1076000	1077000	era uma ferramenta de trabalho.
1077000	1079000	E para a nossa surpresa,
1079000	1080000	o hobby virou
1080000	1081000	outras ferramentas.
1081000	1082000	O GameP é, de fato,
1082000	1083000	uma ferramenta de trabalho
1083000	1084000	dele.
1084000	1085000	É legal, bacana.
1085000	1086000	E depois escuta lá
1086000	1087000	o nosso episódio.
1087000	1089000	É que, assim, ultimamente,
1089000	1090000	eu não fiz nada
1090000	1092000	relacionado a entretenimento.
1092000	1093000	Eu não tenho assistido sério,
1093000	1094000	não tenho...
1094000	1095000	Muito raramente assisto a televisão.
1095000	1097000	E sério de uma ou outra,
1097000	1098000	eu assisto.
1098000	1099000	Eu não tenho consumido
1099000	1100000	muita coisa, ultimamente,
1100000	1101000	de mídia.
1101000	1102000	Tenho lido muito artigos,
1102000	1103000	né?
1103000	1104000	E acaba tomando muito tempo.
1104000	1105000	Ou eu leio esse artigo
1105000	1106000	ou tenho que trabalhar.
1106000	1108000	E o momento que eu tenho
1108000	1109000	para curtir a vida,
1109000	1110000	eu estou aprendendo coisas novas.
1110000	1111000	E, na verdade,
1111000	1112000	é uma diversão.
1112000	1113000	A pessoa que é nerd,
1113000	1114000	ela sabe que
1114000	1115000	a vida dela
1115000	1116000	é movida a conhecimento,
1116000	1117000	a coisas novas.
1117000	1118000	Nerd.
1118000	1119000	A diversão que você tem
1119000	1120000	lendo um artigo,
1120000	1121000	muitas vezes,
1121000	1122000	é a mesma diversão
1122000	1123000	que uma pessoa que não é nerd
1123000	1124000	tem assistindo filmes,
1124000	1125000	jogando um joguinho.
1125000	1126000	Então,
1126000	1127000	mas eu prometo que
1127000	1128000	você vai assistir
1128000	1129000	o programa de vocês hoje.
1129000	1130000	Tá desculpado.
1130000	1131000	E sobre planta baixa,
1131000	1132000	em 2D,
1132000	1133000	você ainda faz
1133000	1134000	essa parte de arquitetura aí?
1134000	1135000	Você faz no blender
1135000	1137000	ou usa outro software?
1137000	1138000	Tipo aquele
1138000	1139000	que é concorrente
1139000	1140000	do AutoCard?
1140000	1141000	Que é card?
1141000	1142000	Então,
1142000	1143000	eu não tenho mais
1143000	1144000	trabalhado
1144000	1145000	com desenho
1145000	1146000	de dimensional de plano.
1146000	1147000	Porque assim,
1147000	1148000	quando você vai fazer
1148000	1149000	uma delagem ecretônica,
1149000	1150000	que eu também
1150000	1151000	já não tenho feito muito,
1151000	1152000	mas quando você faz,
1152000	1153000	você precisa
1153000	1154000	fazer para você a planta.
1154000	1155000	Às vezes,
1155000	1156000	essa planta vem com
1156000	1157000	muitas informações
1157000	1158000	que não são necessárias
1158000	1159000	para você levantá-la
1159000	1160000	em 3D.
1160000	1161000	Você tem que apagar
1161000	1162000	essas informações
1162000	1163000	para poder importar
1163000	1164000	no programa
1164000	1165000	e levantar a planta
1165000	1166000	a partir dele.
1166000	1167000	Existe o
1167000	1168000	que é card,
1168000	1169000	que é um programa
1169000	1170000	muito prático,
1170000	1171000	que também é o,
1171000	1172000	se não me engano,
1172000	1173000	LibreCard,
1173000	1174000	que tem um forte dele,
1174000	1175000	que você pode abrir
1175000	1176000	arquivos portados
1176000	1177000	do AutoCard,
1177000	1178000	que são os XZ,
1178000	1179000	você pode abrir
1179000	1180000	e fazer
1180000	1181000	essas motivações.
1181000	1182000	Além de fazer
1182000	1183000	planta baixa,
1183000	1184000	fazer detalhes,
1184000	1185000	escrever,
1185000	1186000	colocar as cópias,
1186000	1187000	praticamente,
1187000	1188000	você faz o AutoCard,
1188000	1189000	você pode fazer nele.
1189000	1190000	Infelizmente,
1190000	1191000	essa área de card,
1191000	1192000	ainda,
1192000	1193000	não existe um software
1193000	1194000	livre,
1194000	1195000	que esteja a altura
1195000	1196000	no contexto de número de
1196000	1197000	ferramento,
1197000	1198000	o mercado fechado
1198000	1199000	oferece.
1199000	1200000	Mas já tem algumas soluções
1200000	1201000	que rodam,
1201000	1202000	por exemplo,
1202000	1203000	no Linux,
1203000	1204000	que já é uma espécie
1204000	1205000	vitória.
1205000	1206000	Se não é um software
1206000	1207000	open source,
1207000	1208000	pelo menos,
1208000	1209000	está rodando no Linux.
1209000	1210000	A gente tem que
1210000	1211000	também pensar nisso,
1211000	1212000	porque,
1212000	1213000	pelo menos,
1213000	1214000	a curto prazo,
1214000	1215000	podem ter uma solução
1215000	1216000	open source.
1216000	1217000	O importante
1217000	1218000	é que pelo menos,
1218000	1219000	eles rodem no Linux.
1219000	1221000	E aonde que mora a importância
1221000	1222000	disso?
1222000	1223000	Não mudando um pouco,
1223000	1224000	mas não mudando do assunto.
1224000	1225000	Se você pegar um filme,
1225000	1226000	hoje,
1226000	1227000	de computação gráfica 3D,
1227000	1228000	que é o que eu assisto,
1228000	1229000	e assistir
1229000	1230000	os extras,
1230000	1231000	o making off do filme,
1231000	1232000	por exemplo,
1232000	1233000	Madagascar,
