start	end	text
385000	388000	Esses trabalhos de dados que você começou a fazer
388000	390000	Depois, foi nessa leva também?
390000	392000	Não, isso foi muito depois
392000	394000	Primeiro eu fiquei fazendo história em quadrinho
394000	396000	Durante um bom tempo
396000	399000	Várias editoras pequenas no Brasil
399000	401000	Que publicavam mais quadrinho nacional
401000	404000	Todo mundo achou que ia conseguir
404000	407000	Essa aventura de fazer o quadrinho nacional
407000	409000	Nessa época, todo mundo tava juntando
409000	411000	Se parecia que ia dar certo
411000	412000	Tinha muita gente fazendo
412000	415000	Depois dessa experiência, dessa gráfica do Paraná
415000	417000	Na Gravepar, lá inclusive mudaram
417000	419000	Vários desenheistas pra lá
419000	421000	Eles moravam numa vila de desenheista
421000	423000	E tava indo muito bem a coisa
423000	426000	Mas teve um problema sérico, editora
426000	428000	Que cada um conta uma história
428000	432000	Na época também o Brasil tava naquela inflação
432000	434000	Terrível, economicamente
434000	436000	Era uma estabilidade interrível
436000	438000	Era tudo muito difícil
438000	440000	Aí parou o quadrinho nacional ali
440000	444000	Mas depois em São Paulo tentaram outras coisas
444000	445000	Outras editoras
445000	447000	E aquela turma já se conhecia
447000	449000	Então um indicava para o outro
449000	451000	E juntava aqueles grupos
451000	453000	E a gente foi tentando fazer
453000	455000	A ilustração só veio bem mais tarde
455000	458000	Depois disso eu fui conseguir
458000	460000	Produzir para a Europa
460000	462000	Depois fiz uma passagem rápido
462000	463000	No mercado americano
463000	466000	Depois que eu deixei o quadrinho assim
466000	468000	Porque era muito difícil sobreviver de quadrinho
468000	469000	Foi para ilustração
469000	471000	Mas aí chegou a morar no exterior
471000	473000	Não, não precisou não
473000	475000	Daqui mesmo eu enviava as coisas
475000	477000	Porque eu conheci uma pessoa
477000	480000	Que tava com a proposta de montar uma agência
480000	484000	E a partir da biológica que ele morava lá
484000	486000	No trabalho brasileiro na Europa
486000	488000	E conseguia publicar bastante coisa
488000	490000	Gente do Rio, de São Paulo
490000	492000	Teve um grupo bom publicado
492000	493000	Durante um bom tempo
493000	495000	Depois também começou a mudar muita coisa
495000	496000	No mundo, né
496000	498000	Começaram a aparecer os videogames
498000	502000	E o mercado de quadrinho começou a balançar
502000	505000	Muitas editoras perderam o pique
505000	507000	Que tinha, foram vendidas
507000	510000	Foi acontecendo um monte de mudanças
510000	512000	Quem desenhava quadrinho
512000	515000	Ele ia deterrendo nos mercados
515000	517000	Só o quadrinho japonês mesmo
517000	518000	Que continuava firme
518000	521000	E entrando no ocidente cada vez mais
521000	523000	Eu lembro que eu vi um documentário
523000	525000	Que no Brasil o quadrinho chama de...
525000	527000	O Brasil é quadrinho mesmo, né
527000	530000	Não, não sei se é história de quadrinhos
530000	531000	Cômicas
531000	532000	Cômicas em inglês
532000	535000	Cômicas americano, fumete italiano
535000	537000	Estorjeta espanhol
537000	539000	Gibi, gibi, cara
540000	543000	Acho que 1930, se eu não me engano
543000	544000	É, um antigo, né
544000	547000	Um garotinho que entregava jornal, né
547000	550000	Que tinha aquela figurinha dele
550000	552000	E tinha toda a publicação
552000	554000	Me parece que esse nome, né
554000	555000	A publicação que esse nome
555000	558000	Acabou virando sinônimo de história em padrinho
558000	559000	É, é
560000	562000	Você estava falando aí das mudanças
562000	563000	Que aconteceram no mundo
563000	565000	Isso até pega o nosso próximo tópico
565000	566000	Aqui, que seria
566000	568000	Como que aconteceu a transição
568000	570000	Da inclusão da parte digital
570000	571000	No teu trabalho, assim, como é que era?
571000	573000	Aquela coisa desenhava lá
573000	575000	Tanto na época da Europa e dos Estados Unidos
575000	578000	A gente já usava muito era fax
578000	580000	Mandava desenho direto
580000	582000	E lá o artificial
582000	585000	A gente já usava muito era fax
585000	587000	A gente já usava muito era fax
587000	589000	E lá o arte finalista
589000	591000	Pegava aquele desenho
591000	593000	Na mesa de luz fazia arte final
593000	595000	Mandava para a Europa
595000	596000	Ou para os Estados Unidos
596000	598000	No caso da Europa
598000	599000	A correria era menor
599000	601000	Não era tão leve, não
601000	602000	Mas era menor
602000	604000	Nos Estados Unidos a gente tinha que fazer
604000	605000	Em duas semanas
605000	606000	Ou menos um pouco
606000	607000	A gente tinha que fazer uma revista
607000	609000	De 24 páginas
609000	610000	De super-herói
610000	611000	Alaps
611000	613000	E já ia passando para o arte finalista
613000	614000	Na medida em que eu ia acabando
614000	615000	Cada página
615000	616000	Ele tinha que entregar isso
616000	618000	Que a revista tinha que ficar pronta
618000	620000	Em menos de um mês
620000	622000	Depois lá era para os coloristas
622000	624000	E depois então
624000	626000	Começou a usar já na internet
626000	627000	Os e-mails
627000	629000	Já começou a facilitar
629000	631000	Aí o pessoal começou a fazer arte final
631000	633000	No próprio Photoshop
633000	635000	Com várias técnicas
635000	637000	Interessantes de escurecer o lap
637000	639000	Ele tinha que ser aquele lap
639000	641000	Tudo muito bem delineado
641000	643000	Muito limpinho
643000	644000	E aí que ficou ruim para mim
644000	645000	Foi ficando cada vez pior
645000	647000	Porque esse tipo de desenho
647000	648000	Muito certinho
648000	650000	Tudo que é muito regra
650000	652000	Para mim é difícil
652000	654000	Porque eu gosto da coisa mais espontânea
654000	655000	Mais solta
655000	656000	Depois que eu fiz experiência
656000	657000	No mercado europeu
657000	659000	A minha cabeça mudou muito
659000	660000	Relação a quadrinhos
660000	662000	Então para voltar para o mercado americano
662000	664000	E trabalhar dentro daquele padrão
664000	665000	Ali do comics
665000	667000	Eu já não conhecia mais
667000	668000	Artista quase nenhum
668000	670000	Então não tinha mais interesse
670000	672000	Então foi uma passagem rápida
672000	674000	Foi muito feliz
674000	675000	Não gostei muito não
675000	677000	Tinha muito interesse
677000	679000	Era muito ingessado
679000	681000	Para mim eu não gostava
681000	682000	E os personagens
682000	683000	Também desenhar o personagem
683000	685000	Para mim é muito chato
685000	686000	Nem os meus mesmo
686000	687000	Eu nunca gostei
687000	688000	Passava um tempo assim
688000	690000	Eu já cansava daqui a personagem
690000	691000	Eu gostava sempre de história
691000	693000	Que eles chamam one shot
693000	695000	História vulsa
695000	697000	Eu acho mais interessante
697000	699000	Lembrei de um evento
699000	700000	Que tem aqui no Brasil
700000	701000	Que eu esqueci o nome agora
701000	703000	Está bom de diferença
703000	705000	Que eles chamam
705000	707000	Artista Almador
707000	708000	Igual você falou lá
708000	709000	Que foi no evento
709000	711000	Você cria a história em quadrinhos
711000	712000	Do nada
712000	714000	Eles te dão o lápis
714000	716000	E a folha
716000	718000	E você desenha na hora a história
718000	719000	Eu esqueci o nome agora
719000	722000	Eu acho que é 24 horas de contas
722000	723000	Interessante
723000	726000	Pra ti era pior usar a arte digital
726000	728000	Do que o do lápis
728000	730000	Eu fui descobrindo tudo muito devagar
730000	732000	Quando eu comprei o meu primeiro computador
732000	733000	Eu comprei de um amigo
733000	735000	Meu computador usado
735000	737000	Acho que era um HD de 1 GB
737000	739000	Você não me engana
739000	741000	Aquelas coisas
741000	743000	Pente um 100, não sei
743000	744000	E ele pra mim
744000	745000	Todo empolgado
745000	746000	Pra me ver no meu computador
746000	747000	Eu vou fazer um desenho
747000	748000	Coreo Draw
748000	749000	Toda cheia de
749000	750000	Aquelas formas
750000	752000	Tudo geométrico
752000	753000	Eu achei horrível
753000	754000	E ainda quando imprimiu
754000	756000	Ainda saiu muito mal impresso
756000	758000	Eu falei que coisa terrível
758000	760000	E o pessoal da minha geração
760000	761000	Ninguém gostava disso também
761000	762000	Mas eu falei
762000	763000	Não tem jeito
763000	764000	Tem que ser por aí
764000	765000	Isso aí vai ser assim agora
765000	767000	E ali eu fui aprendendo sozinho
767000	768000	Às vezes vinha um colega
768000	769000	Às vezes me dava um toque
769000	770000	Alguma coisa
770000	772000	Mas ninguém tinha muita didática
772000	774000	Eu tinha que me virar
774000	775000	Mesmo sozinho
775000	776000	Durante um bom tempo
776000	777000	Eu fiquei desenhando
777000	778000	Pente
778000	779000	Na mão mesmo
779000	780000	Não, não
780000	781000	Não sei
781000	782000	Na época eu esqueci
782000	783000	O programa que tinha
783000	786000	Era um programa de tratamento de imagem
786000	787000	Mas era bem simples também
787000	788000	Ah, esqueci o nome dele
788000	789000	Pô, logo depois
789000	791000	Eu já andei mexendo com o Coreo
791000	792000	Foto Paint
792000	794000	Achei ele muito pesado
794000	795000	Depois eu fiquei
795000	796000	Conhecendo Photoshop
796000	797000	Acho que eu comecei
797000	799000	Mexer com Photoshop no 3
799000	800000	Photoshop 3
800000	802000	Ou no 3 ou no 5
802000	803000	Se não me engano
803000	804000	Mas aí eu já vi
804000	805000	Poxa, mas com mouse
805000	806000	Não tem condição
806000	807000	Então na época
807000	809000	Eu consegui uma caneta
809000	810000	O Acon
810000	811000	Era muito caro
811000	813000	Eu consegui uma caneta
813000	814000	Que era uma caneta
814000	816000	Que tinha um fio
816000	817000	Na caneta
817000	819000	Ela não tinha pressão
819000	820000	Nível de pressão
820000	821000	Não variava o traço
821000	823000	Era coisa bem rudimentar mesmo
823000	824000	Ela tinha um fio
824000	825000	Que pegava na caneta
825000	826000	E na mesa
826000	827000	E eu trabalhei com isso
827000	828000	Durante um tempo
828000	830000	Já comecei a me acostumar
830000	831000	Logo depois
831000	832000	Eu fui comprar uma outra
832000	833000	Por experiências
833000	834000	Que eu não sabia
834000	835000	Se ela era boa e tal
835000	836000	Comprei e gostei muito
836000	837000	Que aí eu já tinha
837000	838000	A nível de pressão
838000	840000	Aí eu comecei a acostumar
840000	841000	Mas mesmo assim
841000	842000	Era mais para pintar
842000	843000	Então
843000	845000	Dá algum efeito
845000	846000	Em alguma coisa
846000	847000	Que eu pintava
847000	848000	Ficava fazendo essas duas coisas
848000	849000	Misturando
849000	850000	O que eu pintava
850000	851000	E desenhava
851000	852000	Aí você já mexia
852000	853000	Só no Photoshop
853000	854000	Isso é um amarrinho
854000	855000	Mais no Photoshop
855000	856000	Depois aí eu fiquei
856000	857000	Conhecendo o painter
857000	858000	Também
858000	859000	Que eu sempre gostei muito
859000	860000	Mas nunca usei muito
860000	862000	Que achava muita coisa
862000	864000	Ficava difícil escolher
864000	865000	De tanta coisa que era
875000	877000	E até que
877000	879000	Nessa época também
879000	881000	Eu acho que no começo
881000	883000	Do 2000, 2001
883000	884000	Que eu conheci
884000	885000	Linux
885000	886000	Uma pessoa chegou para mim
886000	887000	E mostrou o Kurumi
887000	888000	E o GIMP
888000	889000	Também eu já estava mexendo
889000	890000	Com ele no Windows
890000	892000	Acho que a versão 1.2
892000	893000	Começo eu não entendi nada
893000	894000	Achei estranhíssimo
894000	895000	Aquela janela
895000	896000	Que é, né?
896000	897000	Tudo solta
897000	898000	E o GIMP
898000	899000	Eu já estava mexendo
899000	900000	Com ele no Windows
900000	901000	Acho que a versão 1.2
901000	902000	Começo eu não entendi nada
902000	903000	Achei estranhíssimo
903000	904000	Aquela janela
904000	905000	Tudo solta
905000	906000	Que eu era bem acostumado
906000	907000	Com aquele padrão
907000	909000	De janela única
909000	910000	Todo mundo só com isso
910000	912000	Mas depois
912000	914000	Eu comecei a ver as vantagens
914000	916000	O ruim aqui naquela época
916000	917000	Tinha monitores muito pequenas
917000	919000	Tivesse monitores maiores
919000	921000	Lembro que para configurar o GIMP
921000	922000	Ele tinha uma tela enorme
922000	924000	Não sei se vocês lembram de
924000	925000	Que abrir assim
925000	927000	Eu não dava na monitor de 14
927000	928000	Foi legal
928000	930000	Não dava tela imensa
930000	931000	Que eu tinha que indicar
931000	933000	Onde que as passas de usuário
933000	935000	E também não sabia que tinha
935000	936000	Parecia que tinha instalado
936000	937000	O GTK separado
937000	938000	Vamos saber
938000	939000	A primeira vez que eu estava
939000	940000	Tentando mexer com ele
940000	941000	Ele fechava
941000	943000	Dava aquela tela preta de erro
943000	944000	Assim, fechava
944000	945000	Mas eu gostei
945000	946000	Achei interessante
946000	947000	Achei muito limitado
947000	948000	Que não tinha pincel
948000	950000	Não dava para configurar os pincéis
950000	951000	Mas eu achei interessante
951000	953000	Ficou aquilo na minha cabeça
953000	954000	Como eu gostava muito
954000	956000	De ficar experimentando o programa
956000	957000	Eu continuei insistindo
957000	959000	E fui acompanhando a evolução dele
959000	961000	Mas você continua usando ele
961000	963000	Usando ele simplesmente por gostar
963000	965000	Você sabia o fundamento
965000	967000	No software livre
967000	969000	Aí que eu comecei a me interessar
969000	970000	Aí eu comecei a ver
970000	972000	Aos pouquinhos uma coisa foi levando a outra
972000	973000	Quando eu fiquei sabendo
973000	975000	Os fundamentos, achei muito interessante
975000	977000	Achei uma ideia muito legal
977000	979000	Muito para o futuro
979000	980000	Você aí naquela época
980000	981000	Não era muito assim difundida?
981000	982000	Não
982000	985000	Pelo menos nos meus conhecidos
985000	987000	Quase ninguém conhecia
987000	989000	Nem sei se até hoje conhece
989000	991000	Continuo desconhecendo
991000	993000	Mas eu achei muito legal
993000	995000	E eu achei interessante
995000	996000	Foi o seguinte
996000	998000	É essa coisa da liberdade
998000	1000000	De você poder ver o programa
1000000	1002000	Apesar de eu não saber mexer nisso
1002000	1004000	Mas eu achei que seria
1004000	1006000	Interessantíssimo você fazer grupos
1006000	1008000	Uma parte ficar encarregada da arte
1008000	1010000	Os programadores, os grupos
1010000	1013000	No Brasil, eu sempre tive esse interesse
1013000	1016000	E tentar implementar coisas novas
1016000	1018000	Trabalhando em uma equipe
1018000	1020000	E eu também pensei nisso
1020000	1022000	Porque eu sempre conheci
1022000	1023000	Aconteceu comigo
1023000	1025000	Não tão intensamente
1025000	1027000	Mas eu sempre conheci gente
1027000	1029000	Com muito pouco recurso financeiro
1029000	1030000	E com talento
1030000	1032000	Então para se ter acesso
1032000	1034000	A determinadas coisas
1034000	1036000	Nesse mundo digital, se for pagar
1036000	1037000	Fica muito caro
1037000	1038000	Muitas coisas
1038000	1039000	É muito caro
1039000	1040000	Então vai aquele negócio
1040000	1042000	Vai usar sem pagar
1042000	1044000	Isso também não me caia bem
1044000	1046000	Mas nunca te proibiram
1046000	1048000	Você tem que usar isso
1048000	1050000	Mas é igual a copia do Windows
1050000	1052000	Hoje em dia se pegar um estabilicimento
1052000	1054000	Com um Windows falsificado
1054000	1055000	E gera multa
1055000	1057000	Naquela época não tinha muito isso
1057000	1059000	Tinha muito programa falsificado
1059000	1060000	Não tinha
1060000	1062000	Mas é que eu que já ia pensando
1062000	1063000	Nessa coisa
1063000	1064000	Não é legal
1064000	1066000	Faz mais par da minha índole mesmo
1066000	1068000	Mas eu pensei muito
1068000	1070000	Dessa coisa do social
1070000	1072000	Nessa ideia do software livre
1072000	1074000	Poxa, quanto a gente
1074000	1076000	Que tá lá longe
1076000	1078000	No lugar difícil e tal
1078000	1079000	E o cara
1079000	1081000	Se ele conseguir
1081000	1084000	Uma forma de usar esses programas
1084000	1085000	Muita coisa
1085000	1087000	Ele não cai naquela vala
1087000	1089000	Ele não vai ser alijado
1089000	1090000	Do que tá acontecendo
1090000	1092000	Ele vai ter uma chance de
1092000	1093000	Tem uma certa inclusão
1093000	1094000	Nesse mundo digital
1094000	1095000	Você para demais
1095000	1096000	Você bobear
1096000	1098000	É muito cruel
1098000	1100000	Porque eu gostei muito
1100000	1102000	Da ideia do software livre
1104000	1106000	E que eu comprei
1106000	1108000	Por favor, me diga
1108000	1110000	Com o software livre
1110000	1114000	Nessa forma de usar Dienstes
1114000	1116000	Não tem nada que pra ver
1116000	1118000	É isso, tem pra ver
1118000	1120000	É isso, tem pra ver
1120000	1121000	É isso
1121000	1122000	É isso
1122000	1123000	É isso
1123000	1124000	É isso
1124000	1126000	É isso
1126000	1127000	É isso
1127000	1128000	É isso
1128000	1129000	É isso
1129000	1130000	É isso
1130000	1132000	Eu acho isso muito bom, né?
1132000	1134000	Isso é muito interessante
1134000	1136000	Você for pensar bem, é muito fácil
1136000	1137000	Tem uma coisa que você...
1137000	1139000	Não dá pra se abarcar, assim, de início
1139000	1141000	Tem muitas questões que ficam...
1141000	1143000	Eu fico indo em dúvida
1143000	1145000	E eu me vi também em dois mundos, né?
1145000	1146000	Porque eu fui na...
1146000	1148000	Vendo aquela formação da coisa proprietária
1148000	1150000	Do capitalismo, aquela coisa assim
1150000	1152000	De repente tava me envolvido
1152000	1154000	Em uma outra ideia, sabe?
1154000	1155000	Que afinal de contanto
1155000	1157000	Onde que eu vou parar?
1157000	1158000	De que lado que eu vou ficar?
1158000	1160000	Tem hora que é difícil esse problema
1160000	1162000	Da arte em si, né?
1162000	1164000	De fazer uma licença criativa
1164000	1166000	Com os que vai liberar geral
1166000	1167000	Trabalho
1167000	1169000	Isso ainda é uma coisa que ainda tem
1169000	1170000	Uma certa dúvida
1170000	1173000	Eu libero até a certo ponto, né?
1173000	1175000	Mas eu acho que o mundo futuro
1175000	1177000	Ele vai ter que ser solidário
1177000	1179000	Eu não sei onde que vai ficar
1179000	1182000	Essa coisa da rigidez, da coisa proprietária
1182000	1184000	Do mil, sei, não acredito muito nisso
1184000	1186000	Pra que você haja um mundo melhor
1186000	1187000	Mais equilibrados
1187000	1189000	Isso aí tem que começar a mudar
1189000	1192000	Continuando lá sobre o negócio da inclusão
1192000	1193000	Eu e o alemão, inclusive
1193000	1195000	A gente fez uma palestra no Fliçal
1195000	1196000	Desse ano
1196000	1197000	Qual é a latina americana de instalação de software?
1197000	1199000	A gente fez até uma palestra lá sobre
1199000	1201000	Gimp e Inkscape, sabe?
1201000	1203000	E tinha muita galera nova assim
1203000	1204000	A Juventude, né?
1205000	1208000	E assim, a galera ficou muito interessada
1208000	1209000	Na palestra que a gente fez lá
1209000	1211000	A gente falou sobre Gimp e Inkscape
1211000	1213000	Eu acho que a gente nem chegou a falar de MyPunch, né?
1213000	1215000	Não, não
1215000	1217000	E é interessante, porque, por exemplo
1217000	1219000	Nessas escolas públicas, assim
1219000	1221000	Vai instalar um Photoshop, né?
1221000	1224000	É, máquina de 2001, 2002
1224000	1225000	Então é complicado, cara
1225000	1228000	E assim, o cara pega o Gimp
1228000	1229000	E pensa em 20 megabytes
1229000	1230000	E ele instala assim
1230000	1231000	E já tá trabalhando, né?
1232000	1233000	Eu sou assim
1233000	1235000	Eu sou um artista digital
1235000	1238000	Que eu faço o mais próximo possível
1238000	1240000	No digital do que eu fazia no papel
1240000	1242000	Eu não uso muito recurso
1242000	1244000	De filtros, de nada assim não
1244000	1246000	Que eu uso mais em edição, distorção
1246000	1247000	Alguma coisa assim
1247000	1249000	Mas eu não uso muito recurso
1249000	1251000	Não quero chegar o mais próximo possível
1251000	1252000	Do que eu fazia
1252000	1254000	E eu trabalho também em RGB
1254000	1256000	Eu mando trabalho em RGB
1256000	1258000	Na hora que vão ser feitos os livros das revistas
1258000	1260000	Que eles convertem para o CMYK
1260000	1262000	O tipo de trabalho que eu faço
1262000	1264000	Eu não precisava também
1264000	1267000	De ficar agarrado no Photoshop, sabe?
1267000	1269000	Então tem isso também, né?
1269000	1270000	Dependendo do que você faz
1270000	1273000	Não adianta você ficar num programa
1273000	1275000	Piazadão enorme
1275000	1277000	Você vai usar 10% dele, né?
1277000	1280000	E você encontra um outro que você pode usar também
1280000	1282000	Com chance de melhorar e ficar
1282000	1284000	Cada vez mais forte
1284000	1286000	Que o Gimp tem muita chance
1286000	1288000	Com um programa muito bom
1288000	1291000	O My Pen já tá crescendo muito rápido, né?
1291000	1293000	Então eu acho que vale a pena
1293000	1295000	É um negócio muito legal assim
1303000	1305000	Vamos então para a leitura de recadas
1305000	1308000	Lembrando que em breve também terá a parte 2
1324000	1326000	Vamos começar agradecendo
1326000	1328000	Os comentários que fizeram lá no post
1328000	1330000	Do último episódio
1330000	1332000	O episódio 13
1332000	1334000	Intervista com a programadora BR
1334000	1336000	Então tivemos 3 comentários
1336000	1338000	Lá no post do episódio
1338000	1341000	Tivemos um comentário aqui do Eustáquio Guimarães
1341000	1343000	Que ele deu parabéns pelo podcast
1343000	1345000	Foi muito interessante
1345000	1347000	E pediu para a gente continuar
1347000	1349000	É, vamos pensar no caso, né?
1349000	1351000	O próximo comentário foi?
1351000	1354000	O Felquis, que é um fanático do HTML5
1354000	1356000	Diz legal saber mais da programadora BR
1356000	1358000	E muito engraçado no final a criança
1358000	1360000	Cacacacá
1360000	1362000	Meu pilinho lá teve uma participação no final
1362000	1364000	E agora o último comentário
1364000	1366000	Do Vinicius Menes
1366000	1368000	Que ele deu parabéns pelo excelente podcast
1368000	1370000	Gostei bastante da sinceridade da programadora BR
1370000	1372000	Levantou alguns tópicos
1372000	1374000	Que todos nós passamos
1374000	1376000	A busca por mais conhecimentos fora do trabalho
1376000	1378000	Nas nossas madrugadas
1378000	1380000	O fato de chamar a responsabilidade
1380000	1382000	Não ter medo de desafios
1382000	1384000	Aí ele comenta aqui que isso é um fato
1384000	1386000	Que posso dizer ser o que diferencia
1386000	1388000	A tecnologia entre os profissionais
1388000	1390000	E tecnologia
1390000	1392000	Ficou confuso
1392000	1394000	Temos um paradoxo
1394000	1396000	Um paradoxo atemporal
1396000	1398000	Então agora vamos agradecer a galera
1398000	1400000	Que mencionou o Arruba Tribo de C.I.
1400000	1402000	Lá no Tuvieter
1402000	1404000	Tivemos bastante menções
1404000	1406000	Tô vendo aqui
1406000	1408000	Vamos lá, começando
1408000	1410000	Até hoje tá com super grávida
1410000	1412000	Até hoje
1412000	1414000	Olha o Helso aqui comentou
1414000	1416000	É o blog Jin
1416000	1418000	Sabe o que é esse blog Jin?
1418000	1420000	Não
1420000	1422000	Ele é um agregador
1422000	1424000	De feeds
1424000	1426000	É de uma goiana
1426000	1428000	Ela tem um engraçado
1428000	1430000	Que ela tem um trocadilho
1430000	1432000	O nome dela é H.T.M.L.
