start	end	text
228000	233000	Pois é, quem viu aí no YouTube eu lancei no Twitter também, eu lancei aqui no blog,
233000	235000	como muitas pessoas sabem, né?
235000	239000	Tem aquela teoria de que a pessoa só é nerd, se um outro nerd chama de nerd.
239000	246000	Aí eu usando a minha astúcia, eu fui lá no John Mad Dog How, que é o presidente da Linnos Internacional,
246000	249000	ele tava lá e tava um cara, né?
249000	250000	Tá pensando o quê?
250000	255000	Aí eu fui lá e falei com ele, conversei com ele lá um pouquinho e tal, eu pedi pra ele falar.
256000	258000	Conselho, nerd!
258000	259000	Obrigado!
285000	287000	É um conhecimento de informática, você acha?
287000	295000	Isso é muito bom, até eu mesmo sou muito lumber nessa parte, então eu tô aprendendo, você tá aprendendo.
295000	297000	É igual aquela história, né?
297000	301000	Se eu tô ensinando, você tá aprendendo essas coisas.
303000	306000	Gente, quando a gente tem ensinando, a gente aprende cada vez mais.
306000	312000	Eu fuçando na internet esse negócio de podcast, eu acho um podcast que é bem iniciante mesmo,
312000	318000	bem pra pessoa que não tem nenhum conhecimento de informática, que é o papobjpenet.
318000	326000	A URL pra você acessar o podcast é http www.papo.bjpenet.com.br
326000	333000	Vai tá no post lá, você acessa o post do nosso podcast que vai tá o link lá embaixo pra você acessar.
342000	355000	Agora, vai realmente ver o e-mail, né? Teve um e-mail do Georgia.
355000	362000	A gente recebeu também um e-mail do Rafael Coltinho, parabenizando o podcast também, o nosso blog, todo o conteúdo, o podcast.
362000	364000	Muito obrigado e Rafael Coltinho.
364000	371000	Também recebemos um e-mail do Georgia, que a gente tinha comentado no podcast anterior, que eu tinha feito a paródia, né?
371000	380000	E aí ele esqueceu de mandar pra gente, ele mandou uma letra aqui, mas a gente não conseguiu aquele apoio de gravação pra gente disponibilizar e as paródias.
380000	382000	Mas estamos trabalhando nisso também.
382000	389000	O Georgian também falou, corrigindo lá que a gente falou sobre RIA, que é Reach Interface Application, que é aplicações de interface rica.
389000	396000	Na verdade, segundo Georgian, é Reach Internet Application, aplicações ricas para internet.
396000	402000	Então, aquela hora que eu tava falando lá no podcast, segundo Georgian, eu tava certo, que era Reach Internet Application.
402000	411000	Também ele falou assim que no segundo podcast a gente falou que o mundo vai acabar em 2012, e segundo ele, uma pesquisa realizada pela própria NASA devido à polêmica do caso,
411000	422000	provou que os cálculos anteriores estavam incorretos, mas não preveram o fim para 5.126 anos após o fim do último período do calendário Maya,
422000	433000	que foi calculado em 3.114 anos de crise, mas novas pesquisas provaram que o último período do calendário Maya foi depois de 2.000 anos de Cristo.
433000	437000	Sendo assim, o mundo está previsto para depois do ano 3.000.
437000	444000	Segundo o Georgian, isso foi explicado pelo Discovery Channel, pelo fantástico jornal da Globo e outros, e não é ele que tá inventando.
445000	451000	Eu sempre invento a desculpa, né? Quando tá perto de chegar na data, eu sempre invento a desculpa, igual que na época de 2.000.
451000	457000	Não sei se vocês lembram dessa parada de 2.000, que falar que o mundo ia acabar também.
457000	461000	Ah, é, lembra? Lembra? Você não teve um pessoal aí que se matou, tá?
461000	462000	Pois é.
462000	468000	E aí, sempre acontece essas coisas mesmo. O mundo já era pra ter acabado umas 10 vezes até hoje não é nada.
469000	472000	Eu só enviei de esperar o mundo acabar, porque eu quero inventar a história.
472000	478000	Quanto a 21 de dezembro de 2012, segundo o Georgian terminando a explicação dele,
478000	487000	ocorrerá um alinhamento dos planetas no sistema solar contra o Sol, causando uma eclipsa solar, o mesmo que ocorreu em agosto de 1998.
487000	495000	O resultado disso é alguns meteoros na Terra devido à perda da proteção de Júpiter, que não os deixa cair na Terra.
495000	501000	Uma pequena alteração no eixo da rotação da Terra, e a destruição de alguns satélites como ocorreu antes.
501000	508000	O máximo que pode ocorrer é a queda no setor de comunicação e perjuízo de alguns milhões para muitos empresas, o resto do planeta ficar inteiro.
508000	509000	Ou não.
509000	516000	Ah, essa parada deve ser o alinhamento das estrelas de Cucã, quem assistiu Tatarugas Ninjas 3 e vai entender que eu falei.
517000	520000	Como eu não assisti, então não entendi.
520000	522000	É beleza.
522000	525000	Então, fiquem espertos.
525000	527000	O fim está próximo.
527000	534000	E eu queria pedir para o pessoal ir mandar o feedback dos nossos podcasts sobre o blog inteiro.
534000	538000	O email é www.tribudosciarrobagmail.com
538000	544000	E para você mandar o feedback dos podcasts, é o podcast www.arrobatribudosci.net
544000	548000	Então, a gente disponibilizou tanto o e-mail do nosso site quanto o e-mail do Gmail também.
548000	554000	Porque tem alguns ferramentos do Google que são mais fácil de trabalhar com o e-mail próprio deles mesmo.
554000	562000	Então, a gente disponibilizou, assim, os dois e-mails também, porque às vezes a gente fica online pelo getal e tal, e todas as coisas estão lá.
562000	564000	Então, agora vamos para a segunda parte.
564000	576000	Introdução, parte teórica e ideológica.
576000	580000	Então, vamos lá. Agora a gente vai para a introdução, né?
580000	586000	A primeira coisa que eu quero falar aqui nesse podcast é como que surgiu a necessidade de um computador.
586000	587000	Você sabe como foi?
587000	598000	Olha, véi, dizendo para o meu professor do primário, ela me falou que na época de Cristo o povo tinha as ovelhinhas, aí contava nos pausinhos e tal.
598000	603000	A gente tinha a necessidade de gravar essas informações em algum lugar para saber quando as ovelhinhas sim.
603000	604000	É isso aí?
604000	613000	Bom, basicamente, essa é mais a história para crianças, assim, pessoal que tem pouco conhecimento do mundo ainda, né?
613000	623000	Porque, na verdade, o computador, como você vê hoje, ele é um... o surgimento dele deu-se da necessidade que é uma breve história que eu contarei para vocês agora.
627000	630000	No início, havia-se a filosofia.
630000	639000	Com o aumento da quantidade de conhecimento, houve a especificação das áreas de pesquisa surgindo à física.
639000	647000	Com o crescimento da física e seus cálculos complexos, surgiu a necessidade de pessoas especializadas em matemática.
647000	653000	Porém, os cálculos precisavam ser calculados mais rápidos e com menos eras,
653000	659000	por da onde surgiu-se a informática, que seria informação mais matemática.
659000	666000	Isso é anotado ao ver que os primeiros nomes da história da informática eram nomes de grandes matemáticos,
666000	673000	pois os especialistas em informática foram surgir apenas imerrados de 1970.
676000	681000	Então, como vocês podem ver nessa história, foi basicamente isso aí que aconteceu.
681000	685000	E vocês podem ver como eu falei na minha frase de inicialização,
685000	693000	John Von Neumann foi um dos primeiros, vamos dizer assim, um dos primeiros Vicks da área da informática.
693000	698000	Então, a gente não vai citar pouquíssima coisa sobre a história da informática,
698000	703000	porque nós cremos que um dia nós vamos fazer um podcast bastante completo sobre a história da informática.
703000	709000	John Von Neumann também foi o idealizador da máquina, como vocês veem hoje,
709000	715000	uma máquina que tem processador, placa-mãe, memória, foi a partir dele que surgiu esse conceito.
715000	717000	E ele era um matemático, você sabia?
717000	718000	Não, eu não sabia.
718000	720000	Pois é, eu achava que lá era o DJ.
720000	721000	Ah, me vambiu.
721000	723000	Ah não, é Von Neumann.
723000	724000	Nada a ver.
725000	726000	Pois é.
726000	731000	Então, a criatura básica de um computador, funcionamento básico, você sabe como funciona?
731000	733000	Sei não, eu explico mais nada.
733000	735000	Então tá bom.
735000	740000	A entrada de dados, funcionamento básico do computador é basicamente o seguinte,
740000	744000	você entra com os dados, ele processa os dados e saia alguma informação que você deseja.
744000	745000	Simples, né?
745000	747000	Demais, eu não sabia que era tão simples assim.
747000	752000	Tudo aquilo que você vê, que você gasta 3 mil reais para comprar, basicamente isso aí.
752000	756000	Você entra com os dados, ele processa os dados e sai informação.
756000	760000	E isso aí, você pode ver assim, às vezes você pensa, ah, mas eu estou assistindo o filme,
760000	762000	eu nem estou entrando com dados, nem nada.
762000	767000	Mas tudo que você, por exemplo, para você assistir um filme, você teve que entrar com os dados,
767000	769000	que eram os arquivos do filme.
769000	775000	O processador teve que processar a imagem do filme, teve que mandar para a placa de vídeo,
775000	779000	ser processado para mandar para o monitor para desenhar a imagem na tela.
779000	783000	Então tudo isso aí, você entrou com os dados, houve um processamento ali dentro,
783000	788000	e ele devolveu o filme com o áudio e vídeo para você assistir e se divertir com a sua namorada.
788000	791000	Hmm, é, tá vendo aí?
791000	798000	Ah, mas, e se eu estiver digitando lá no meu computador, e quando ele faz bam,
798000	801000	é saída de informação ou é saída de erro?
801000	806000	Ah, então às vezes acontece o seguinte, porque o computador, assim como todo sistema,
806000	809000	ele tem duas saídas, ou é saída desejada ou uma saída de erro.
809000	813000	Isso é bastante estudado na matéria de cálculo numérico,
813000	817000	onde você calcula exatamente, até certo nível de precisão,
817000	819000	onde o seu sistema vai dar um erro, certo?
819000	821000	Hmm, agora eu entendi.
825000	828000	As duas palavras que a gente mais ouve falar de computador,
828000	830000	é hardware e software.
830000	831000	Você sabe o que é hardware e software?
831000	834000	É hardware que você chuta e software que você tira.
834000	837000	Eu ouvi bastante falar, essa brincadeira aí que o pessoal faz,
837000	841000	mas pra falar a verdade, eu só xingo mesmo quando eu tô usando Windows.
841000	843000	Hahaha, brincadeiras à parte.
843000	845000	Então, mas o meu monitor eu xingo e bato nele?
845000	849000	Não, tem gente que bate no monitor, pensando que vai adiantar alguma coisa,
849000	853000	mas pra quem usa computador, eu já tenho dois anos que eu não uso computador,
853000	856000	eu só uso notebook, mas tem gente que vai usar o computador,
856000	858000	aquelas telões de CRT.
858000	861000	Quase todo mundo, assim, que não tem muito conhecimento de informática,
861000	864000	pensa que a parte principal do computador é o monitor,
864000	868000	sendo que não é o monitor, a única coisa que ele faz é jogar imagem pra você.
868000	872000	O que fica mesmo, o que é o computador mesmo, é o gabinete,
872000	874000	que as pessoas costumam chamar de CPU.
874000	877000	É, tanto é que você pode mexer no computador com monitor desligado,
877000	881000	você puder saber o que você fez com monitor desligado,
881000	885000	aí você vai ver que não precisou de um monitor pra você mexer nele.
885000	888000	É isso, cara. Eu já fiz isso já.
888000	892000	Eu já brinquei de ficar mexendo com o computador sem monitor.
893000	896000	Um dos conceitos básicos do computador também
896000	901000	é a arquitetura chamada de código binário, ou números binários.
901000	905000	Meu computador é digital, ele só tem dois níveis de compreensão,
905000	908000	que é o 01, que são os códigos binários,
908000	913000	que seria basicamente 0V e 5V, 0V e 3V.
913000	918000	Na verdade, 3V até 7V ele entende como 5V,
918000	921000	e pra baixo de 3V, até menos 1V, mais ou menos,
921000	923000	ele entende como 0V.
923000	926000	Ele é igual a esse aí, pra não ter problema, porque imagina,
926000	930000	às vezes, dependendo do jeito que sua fonte leva energia pra placa mãe,
930000	932000	vai entender uma informação diferente e tal,
932000	934000	aí você pode ter problema também.
934000	936000	Então, ele é igual a esse aí, pra ele,
936000	940000	ele só entende o 01, que é 5V, e o 0, que é 0V.
940000	943000	O que vier perto de um ou perto de outro, ele arredonda,
943000	947000	pra facilitar o conhecimento, pra facilitar também na hora de trabalhar.
947000	949000	Eu imagino, um engenheiro de computação,
949000	951000	foi mexer lá na arquitetura do computador,
951000	955000	e ter que ficar pensando em cada tensão que vier diferente,
955000	959000	seria bastante complexo, e seria impossível ser conversar
959000	961000	na minha ciência do que sua tia.
961000	964000	E aquelas paradas das letrinas descendo o Matrix,
964000	967000	aqui lá, seria pra representar os alienes,
967000	970000	aquele negócio do Matrix lá, que lá foi bem na época
970000	973000	que o Linus sentava no auge, né, porque o Matrix 1,
973000	978000	ele foi lançado no ano 2009, foi no cinema.
978000	982000	A interface gráfica do Linus foi crescendo muito depois,
982000	985000	não muito depois, mas ele ficou mais...
985000	987000	O que o Linus era pra servidor, né?
987000	990000	Então, ele não precisava de uma interface gráfica muito legal.
990000	992000	O pessoal usava mesmo uma interface de texto mesmo,
992000	993000	que é o Shell.
993000	996000	Então, o Matrix ele dava a entender esse aí,
996000	998000	que o pessoal usava só a interface de texto,
998000	1000000	e não precisava de interface gráfica.
1000000	1002000	Pra você, como o pessoal que tava fora da Matrix,
1002000	1004000	era considerado os hackers da Matrix,
1004000	1006000	e hacker México-Linus,
1006000	1008000	então eles queriam identificar mais ou menos isso aí.
1008000	1010000	Aí, eu tô só hacker, tô...
1010000	1013000	Vai, desde que você tenha um conhecimento avançado,
1013000	1016000	não muito avançado, mas que seja um pouco acima do nível,
1016000	1018000	é hacker, você sabia que hacker aí?
1018000	1021000	Eu achava que hacker era quem sabia hacker MSN,
1021000	1023000	o culto, você faz isso aí.
1023000	1027000	Não, pelo amor de Deus, não, cara, não mesmo.
1027000	1031000	Quem pensa que hacker é aquela pessoa que faz códigos malignos,
1031000	1034000	tipo invadir sem alguma coisa assim,
1034000	1036000	pegar sendo os outros,
1036000	1038000	esses tipos de programas que fazem essas coisas,
1038000	1039000	não são hackers.
1039000	1041000	Pelo amor de Deus, não pensem isso.
1041000	1045000	A palavra hacker, ela vem pra definir uma pessoa
1045000	1048000	que sabe muito sobre uma determinada coisa.
1048000	1051000	Ou seja, se você sabe muito costurar,
1051000	1053000	você é hacker da costura.
1053000	1055000	E assim vai.
1055000	1057000	O conceito de hacker é mais ou menos assim,
1057000	1060000	hoje, depois, no século XXI e tal,
1060000	1064000	aí o conceito de hacker foi só pra área da computação, né?
1064000	1066000	Só que, na verdade, o pessoal tenta...
1066000	1069000	Tem pessoas que defendem hacker como simplesmente a pessoa
1069000	1072000	que entende bem, e as pessoas que usam a inteligência
1072000	1073000	pro mal são os crackers.
1073000	1075000	Tem pessoas que não, que pensam que hacker
1075000	1077000	é o cara do mal mesmo, e tal.
1077000	1078000	Sem variando de pessoa.
1078000	1081000	Agora, ao meu ver, hacker é aquela pessoa
1081000	1083000	que simplesmente sabe bem.
1083000	1085000	Da área da computação.
1087000	1089000	Vamos deixar de papo, vamos continuar
1089000	1091000	com a edificação da arquitetura.
1091000	1093000	Bom, mas não sei se você já explicou,
1093000	1095000	mas como é que o computador
1095000	1099000	ele interpreta o 0 e o 1?
1099000	1102000	O que cada um faz?
1102000	1104000	O que o 0 representa, o que o 1 representa?
1104000	1105000	Ah, tá.
1105000	1108000	Então, o computador, ele entende 0 e 1.
1108000	1111000	Só que é impossível você trabalhar com 0 e 1 apendo.
1111000	1113000	Então, a pessoa, o computador, ele agrupa,
1113000	1115000	faz agrupamentos de 0 e 1
1115000	1117000	e formam os outros códigos,
1117000	1118000	que são os níveis assim.
1118000	1120000	Então, o 0 e 1 é a linguagem de máquina.
1120000	1122000	Depois, da linguagem de máquina,
1122000	1124000	você tem a linguagem, a primeira linguagem
1124000	1127000	de baixo nível, que é o assemble.
1127000	1129000	Através desse linguagem, você pode programar
1129000	1132000	os dispositivos que tem no computador.
1132000	1134000	E aí, sim, você pode realmente mexer
1134000	1136000	com o computador a um nível mais humano.
1136000	1138000	E assim, você pode conseguir fazer
1138000	1140000	o seu computador trabalhar da forma
1140000	1142000	que ele realmente trabalha.
1142000	1144000	Porque o computador, na verdade,
1144000	1146000	ele somente entende 0 e 1.
1146000	1149000	Ele somente soma e subtrai.
1149000	1151000	Tudo o que o computador faz,
1151000	1153000	através de zeros e uns,
1153000	1155000	agrupados de diferentes formas,
1155000	1157000	e operação de soma e subtração.
1157000	1158000	Mas você pode pensar assim,
1158000	1160000	ah, mas e a raiz quadrada?
1160000	1162000	Ah, mas e as outras, sei lá,
1162000	1165000	logaritmo, multiplicação, divisão.
1165000	1167000	Por exemplo, a multiplicação,
1167000	1169000	elas são somas consecutivas.
1169000	1172000	A divisão são serviderações consecutivas.
1172000	1174000	Então, o computador, ele só entende si.
1174000	1176000	Porque, através dessas duas operações básicas,
1176000	1178000	você pode montar qualquer outra operação
1178000	1180000	dentro da matemática.
1180000	1182000	Ah, agora entendi.
1182000	1184000	Mas o zero, ele é representado
1184000	1186000	como sim ou não?
1186000	1188000	Você tinha falado mais ou menos isso,
1188000	1190000	um golinho?
1190000	1192000	Isso depende muito da implementação.
1192000	1194000	Você pode identificar o 1 como não,
1194000	1196000	o zero como sim.
1196000	1197000	Defende da pessoa.
1197000	1199000	Mas existem padrões para desenvolvimento.
1199000	1201000	E é padrão que o zero,
1201000	1203000	ele é considerado como não,
1203000	1205000	e o 1 como sim.
1205000	1208000	Até mesmo o seu comportamento na arquitetura básica,
1208000	1210000	que o zero é ausência de energia,
1210000	1212000	e o 1 existe energia dentro.
1212000	1214000	Quem vê número binário,
1214000	1216000	zero e um, pode achar bastante parecido
1216000	1218000	com um conceito de programação,
1218000	1220000	que são os números boleandres.
1220000	1222000	Na verdade, o número boleano,
1222000	1224000	ele trabalha bem semelhante
1224000	1226000	com os zeros e uns.
1226000	1228000	Ele só tem duas opções,
1228000	1230000	o verdadeiro ou o falso.
1230000	1232000	Assim como o código binário,
1232000	1234000	ele trabalha com zero e com um.
1234000	1236000	Então, é isso aí que você pode ter
1236000	1238000	como semelhança da linguagem de programação
1238000	1240000	de alto nível para uma de baixo nível.
1240000	1242000	Quem não sabia, o Únix,
1242000	1244000	de primeiro, foi feito em linguagem de baixo nível.
1246000	1248000	Eu prometi que não ia falar de história.
1248000	1250000	Então, não vou falar história,
1250000	1252000	mas é esse mesmo.
1252000	1254000	Vou deixar um sabor
1254000	1256000	no ar de história do Únix,
1256000	1258000	no caso que o Únix foi feito
1258000	1260000	a princípio com a linguagem de acêndio.
1260000	1262000	E depois,
1262000	1264000	Vennus Rich e o Ken Thompson
1264000	1266000	se transportaram o Únix todinho
1266000	1268000	para a linguagem C.
1268000	1270000	E aí foi quando surgiu o software livre,
1270000	1272000	que foi deixando essa história
1272000	1274000	para o próximo podcast.
1274000	1276000	Então, todo podcast a gente fala
1276000	1278000	que vai ter uma história sobre outro podcast.
1278000	1280000	Eu acho que, antes que vem,
1280000	1282000	a gente vai pegar esse podcast desse ano
1282000	1284000	que vem em terim.
1284000	1286000	A gente falou que o computador
1286000	1288000	tem três níveis.
1288000	1290000	Entrada, processamento e saída.
1290000	1292000	Geralmente, quem faz o primeiro período
1292000	1294000	de alguma cuja informática vê muito isso aí.
1294000	1296000	E agora, quem não faz,
1296000	1298000	às vezes fica entendendo por que
1298000	1300000	entrada, processamento e saída,
1300000	1302000	como funciona esse aí.
1302000	1304000	Então, vamos falar agora sobre os dispositivos de entrada.
1304000	1306000	Entrada
1308000	1310000	É como você entra dados no computador.
1310000	1312000	Então, vamos ver várias formas
1312000	1314000	de como entrar dados no computador.
1314000	1316000	Para você gerar entrada
1316000	1318000	de processamento
1318000	1320000	para dentro do computador,
1320000	1322000	você pode usar vários dispositivos
1322000	1324000	que alguns são bem padrões.
1324000	1326000	Sem ele, você não tem como entrar
1326000	1328000	dados dentro do computador.
1328000	1330000	A não ser que você chute ele
1330000	1332000	ou dê uma carga de energia bem forte.
1332000	1334000	Você vai estar entrando dados.
1334000	1336000	Lembra aquela frase
1336000	1338000	que você chuta.
1338000	1340000	Qual seriam as peças
1340000	1342000	que a gente entra
1342000	1344000	dados no computador através dessas peças?
1344000	1346000	Bom, há mais padrão
1346000	1348000	que eu acho que todo mundo conhece,
1348000	1350000	que é impossível não conhecer o teclado.
1350000	1352000	É um chip, uma placa
1352000	1354000	com vários entradas,
1354000	1356000	vários circuitos, que você quando
1356000	1358000	tecla, ele manda um
1358000	1360000	sinal para o computador
1360000	1362000	usar aquela tecla, e se você tiver
1362000	1364000	monitor, tiver um editor
1364000	1366000	de texto aberto, por exemplo, ele vai
1366000	1368000	aparecer a tecla que você digitou.
1368000	1370000	Tem o mouse também, que historicamente
1370000	1372000	se juntou ao teclado para auxiliar
1372000	1374000	no processamento de entrada de dados.
1374000	1376000	Especialmente usado
1376000	1378000	para interferir esse gráfico.
1378000	1380000	Dependendo do programa, o seu uso
1380000	1382000	precisa de só de um teclado. Agora tem
1382000	1384000	programas como o Photoshop, por exemplo.
1384000	1386000	É impossível você fazer alguma coisa no Photoshop sem um mouse.
1386000	1388000	Eu consigo.
1388000	1390000	O scanner
1390000	1392000	é um periférico de entradas responsável
1392000	1394000	para digitalizar as imagens.
1394000	1396000	Ou o que o povo diz é
1396000	1398000	escanhar a imagem.
1398000	1400000	Fotos, textos, impressos,
1400000	1402000	tudo que cabe dentro do scanner
1402000	1404000	você pode mandar para o teclado com o talão.
1404000	1406000	O scanner, ele faz o processo
1406000	1408000	inverso da impressora.
1408000	1410000	O scanner é o dispositivo de entrada
1410000	1412000	e o impressora é um dispositivo de saída.
1412000	1414000	Hoje, o scanner
1414000	1416000	vem junto com a impressora, que são aquelas impressoras
1416000	1418000	multifuncionais.
1418000	1420000	Tem o scanner que você entra dados no computador
1420000	1422000	tem a impressora que tira dados no computador
1422000	1424000	e tem as impressoras
1424000	1426000	multifuncionais.
1426000	1428000	Tem a opção de você tirar a cópia na hora
1428000	1430000	de um documento, por exemplo.
1430000	1432000	É, que ao invés de mandar para a tela
1432000	1434000	você manda com papel
1434000	1436000	o xerox.
1436000	1438000	É o microfone que a gente está usando
1438000	1440000	para gravar o podcast.
1440000	1442000	Converte o som
1442000	1444000	em dados elétricos
1444000	1446000	para dados digitais.
1446000	1448000	O microfone
1448000	1450000	transforma dados analógicos
1450000	1452000	em dados digitais.
1452000	1454000	É um conceito bastante interessante
1454000	1456000	que é bastante falado na computação.
1456000	1458000	Dado analógico, você sabe o que é um dado analógico?
1458000	1460000	O que é o mundo analógico e o mundo digital?
1460000	1462000	O que eu sei é o relógico
1462000	1464000	que tem no ponteirinho.
1464000	1466000	O relógico do ponteiro
1466000	1468000	pode ser usado como exemplo
1468000	1470000	para ilustrar essa diferença entre
1470000	1472000	o mundo digital e o mundo analógico.
1472000	1474000	Tem aqueles relógios
1474000	1476000	quando você está passando
1476000	1478000	um ponteiro de 1 minuto, você não sabe
1478000	1480000	se é 1 minuto, 2 minuto, 3 minuto.
1480000	1482000	O ponteiro, ele vai passando ali
1482000	1484000	ele passa por vários pontos.
1484000	1486000	Você não pode identificar se é
1486000	1488000	realmente 1 minuto em ponto
1488000	1490000	ou se é 2 minutos em ponto
1490000	1492000	ou se é 1 minuto e meio. Não tem como descrever
1492000	1494000	aquilo ali. Agora no relógio digital
1494000	1496000	você vê que lá é 2.
1496000	1498000	Quando está 2, então é 2 minutos, independente do segundo.
1498000	1500000	O mundo analógico você pode ver da segunda forma.
1500000	1502000	Por exemplo, é aquela teoria matemática
1502000	1504000	que entre o 0 e o 1
1504000	1506000	ou entre o 1 e o 2 existe
1506000	1508000	infinitos números. Entre 1
1508000	1510000	e 1,1 existe infinitos números.
1510000	1512000	Aí eu vou falar de teoria matemática
1512000	1514000	que senão eu vou assustar também, né?
1514000	1516000	É, porque eu já não estou entendendo mais nada
1516000	1518000	do que você está falando.
1518000	1520000	Então eu só vou encerrar aqui.
1520000	1522000	No mundo analógico você
1522000	1524000	não tem precisão de
1524000	1526000	tamanho. Por exemplo, ele pode ter
1526000	1528000	se você mede com a régua 10 centímetros
1528000	1530000	na verdade ele pode ter 10 centímetros
1530000	1532000	1,1,2,3,3,3 infinitos números
1532000	1534000	depois da vígula de milímetros
1534000	1536000	por exemplo. Então você não pode
1536000	1538000	medir precisamente. O mundo
1538000	1540000	digital ele cria
1540000	1542000	essa precisão. Você tem
1542000	1544000	a precisão do 0 e 1, não tem
1544000	1546000	espaço, ele é 0, ou é 1, ou é 2,
1546000	1548000	ou é 3. Então essa é a
1548000	1550000	diferença entre o mundo digital e o mundo analógico.
1550000	1552000	A nossa voz, ela é gravada,
1552000	1554000	ela é um formato analógico.
1554000	1556000	Quando você passa ela para o computador
1556000	1558000	ela entra no formato digital.
1558000	1560000	E é isso que acontece, porque o computador
1560000	1562000	só entende o mundo digital.
1566000	1568000	A gente esqueceu de falar sobre o
1568000	1570000	todoscreen, você poderia falar sobre
1570000	1572000	o todoscreen, por que com um monitor
1572000	1574000	normal você clica e não funciona?
1574000	1576000	Então o todoscreen ele é bastante
1576000	1578000	novo assim na área. Eles dizem 3 tipos
1578000	1580000	de todoscreen. Eu vou falar assim
1580000	1582000	do que é mais comum e
1582000	1584000	também o mais fácil de explicar. O monitor
1584000	1586000	ele é constituído de um painel de
1586000	1588000	vidro normal recoberto com uma camada
1588000	1590000	metálica, condutora e outra
1590000	1592000	resistiva. Aí essas duas camadas
1592000	1594000	são mantidas afastadas por os
1594000	1596000	passadores e uma camada resistente
1596000	1598000	a riscos é colocada por
1598000	1600000	cima de todo o conjunto.
1600000	1602000	Uma corrente elétrica passa através
1602000	1604000	das duas camadas enquanto o monitor está
1604000	1606000	operando, no caso. Quando o usuário
1606000	1608000	toca a tela, aí encosta uma camada
1608000	1610000	na outra, porque ele tocou na tela
1610000	1612000	e vai diminuir o espaço e encosta
1612000	1614000	Então ali, a malha que tem no monitor
