start	end	text
502000	505000	Você conhece pessoas de outros projetos, de outras áreas,
505000	507000	assim, aumentando o seu networking.
507000	509000	O lado ruim a gente não pode fazer home office,
509000	512000	quando eu preciso fazer fora esse no fim de semana,
512000	514000	por exemplo, eu tenho que se deslocar de Campinas,
514000	517000	atar até Autolântia para ficar uns 2, 3 horas.
517000	521000	Mas facilitaria muito se pudesse ficar em casa para fazer essa hora extra.
521000	523000	Além de outros com modidades,
523000	526000	tem que você trabalhar em casa, como não ficar perdendo hora no trânsito,
526000	528000	esse tipo de coisa.
548000	550000	Sobre a importância de uma nova língua.
550000	554000	Ela te ajudou na seleção, ainda para trabalhar na empresa que trabalha hoje,
554000	557000	como que o inglês ajuda a trabalhar numa equipe multinacional,
557000	561000	como que evoluiu seu inglês antes de trabalhar numa empresa multinacional,
561000	564000	conviver com uma equipe mista de pessoas de vários países,
564000	568000	e como que manter também um blog com duas línguas?
568000	572000	Para quem trabalha com TI, saber inglês é tão importante
572000	574000	como saber o que é um computador.
574000	578000	A maioria das informações, dos livros que saem aí no mercado,
578000	579000	estão sempre em inglês.
579000	583000	E como as coisas estão mudando sempre e toda hora, sempre está saindo uma coisa nova,
583000	586000	se você for ficar esperando a tradução, às vezes você já está atrasado.
586000	589000	Então, acho que isso é um ponto fraco de não saber inglês.
589000	593000	No meu trabalho, por exemplo, tenho reuniões diárias com a equipe dos Estados Unidos.
593000	596000	Todas essas reuniões são feitas em inglês.
596000	601000	Então, saber falar inglês para o papel que eu desempeio tem extrema importância.
601000	605000	E às vezes a gente também precisa fazer a apresentação de produto
605000	608000	para o pessoal de negócios dos Estados Unidos.
608000	611000	Então, a gente tem que saber, além de vocabulário técnico,
611000	615000	o vocabulário do dia a dia de inglês, que sempre acaba
615000	617000	tendo perguntas como usar o clima aí no Brasil,
617000	619000	ou época de copa, né?
619000	623000	Ah, só o time perdeu, o time ganhou esse tipo de coisa.
623000	626000	Existem, existem várias empresas, especialmente quem São Paulo,
626000	630000	que tem bastante multinacional, que contratam uma pessoa só porque ela sabe inglês.
630000	634000	Tem alguns amigos que estavam começando a carreira,
634000	636000	mas sabiam inglês e conseguiram um bom emprego.
636000	641000	E hoje estão ganhando resolvvelmente bem, porque sabiam uma segunda língua.
641000	643000	Você não precisa nem ser tão bom tecnicamente,
643000	645000	né? Só o fato de você saber falar inglês,
645000	647000	já garei de uma forma muito boa.
648000	650000	Você não precisa nem ser tão bom tecnicamente, né?
650000	653000	Só o fato de você saber falar inglês, já garei de uma vaga.
653000	657000	É mais, é mais barato e é mais fácil para uma empresa
657000	660000	da treinamento de uma tecnologia, um funcionário,
660000	663000	que vai gastar aí um máximo uns dois, três meses,
663000	665000	do que ensinar inglês.
665000	668000	A curva de aprendizagem de qualquer idioma, ela é muito longa.
668000	671000	Ninguém faz aí um ano de curso de línguas
671000	673000	e sabe falar fluente a língua.
673000	675000	É um processo bem namorado.
675000	678000	Antes de começar a trabalhar na empresa que eu trabalho hoje,
678000	681000	eu já tinha um pouco de inglês, né?
681000	684000	Já sabia conversar, sabia ler, escrever e tal,
684000	686000	mas é aquela coisa, né?
686000	689000	Se você não não pratica, você acaba esquecendo muitas coisas.
689000	691000	Você consegue conversar pela minha CN, né?
691000	694000	Mas quando você precisa realmente praticar, falar ao vivo,
694000	697000	você tem uma certa dificuldade para fazer isso.
697000	700000	E hoje, tendo contato com o americano diariamente,
700000	702000	consegui melhorar bastante pronúncia,
702000	704000	aumentei o vocabularo,
704000	707000	existem certas palavras que você vê que eles usam sempre,
707000	710000	então você consegue notar essas diferenças e acaba
710000	712000	incluindo também na sua lista de palavras.
712000	715000	Além também de, com prática diária,
715000	718000	você também melhora a velocidade de conversação.
718000	720000	No início, quando você está aprendendo inglês,
720000	722000	você pensa antes de falar, né?
722000	724000	Você pensa em português, traduz para inglês e aí fala.
724000	727000	Com o tempo, você começa a pensar em inglês, né?
727000	731000	E isso te dá mais velocidade na hora de usar a segunda língua.
731000	734000	Outra coisa também que é bem legal,
734000	737000	é que na minha equipe, por exemplo, tem gente que é americano,
737000	738000	nativo, né?
738000	740000	Tem russo e tem indiano.
740000	742000	Cada um fala de uma maneira diferente,
742000	744000	cada um fala com um sotaque diferente.
744000	746000	O inglês, assim como o português, tem vários sotaques.
746000	749000	E convivendo com pessoas de sotaque diferentes,
749000	751000	você também consegue treinar melhor o seu ouvido.
751000	752000	Há uma palavra, às vezes,
752000	755000	pode ser dita de três maneiras diferentes,
755000	757000	então você começa a acostumar um pouco mais com a pronúncia
757000	760000	e com as maneiras que essa palavra é falada.
760000	763000	E isso pode deixar a aprendizagem mais fácil, né?
763000	766000	Treinar o ouvido é parte mais importante na hora que você está aprendendo
766000	767000	uma segunda língua, né?
767000	771000	Ela te ajuda e facilita muito quando você for aprender a escrever
771000	774000	e aprender a ler, além de aprender a falar também.
774000	776000	E depois que eu comecei a praticar inglês juramente,
776000	779000	eu senti essa necessidade de escrever melhor,
779000	780000	saber escrever melhor, né?
780000	783000	Você fala, você escreve e-mails mais técnicos,
783000	785000	mas quando eu preciso escrever um texto mais longo,
785000	786000	estava sentindo essa dificuldade.
786000	789000	Foi aí, então, que eu tive essa ideia de fazer o blog inglês também, né?
789000	792000	O legal é que no início as pessoas estavam corrigindo
792000	795000	quando o inglês estava errado, olha, o correto não é assim
795000	797000	e errando que você também aprende.
797000	798000	Além disso tudo, né?
798000	802000	Ter um blog inglês também ajuda bastante no currículo, né?
802000	804000	Ajuda a deixar o currículo melhor.
804000	806000	Às vezes você coloca que tem inglês no currículo,
806000	808000	mas não sabe como provar isso, né?
808000	809000	Só se você conversar com a pessoa
809000	811000	ou fazer um teste de inglês que você vai conseguir provar.
811000	814000	E já tem, às vezes, uma prova que fica até mais fácil,
814000	816000	também na hora de conseguir uma vaga de emprego.
820000	822000	E indo mais à fundo agora.
822000	825000	Como é que você concilia a sua vida pessoal e o seu trabalho?
825000	829000	Para você, blog é um trabalho, é um hobby,
829000	830000	ou são as duas coisas?
830000	832000	Você tem estudado desenvolvimento para o iPhone.
832000	834000	Fala para a gente o que mais estuda
834000	836000	e no que você aposta para o futuro.
836000	839000	Quando você arruma coisas essas para fazer,
839000	842000	na sua vida pessoal, fica mais complicado
842000	845000	de conciliar vida pessoal com vida profissional.
845000	848000	A minha sorte é que o memoria do trabalho
848000	850000	e no horário deslocado,
850000	852000	então não é todos os dias que ele fica em casa.
852000	854000	Então aproveita esse período que eu fico sozinha
854000	856000	para poder escrever e estudar,
856000	858000	e isso acaba não atrapalhando o relacionamento.
858000	859000	E no dia que ele está de folga,
859000	861000	a gente pode passar um tempo juntos,
861000	863000	como qualquer outro casal normal.
863000	865000	Também tem aquele dia que você quer fazer as suas coisas,
865000	866000	quer ficar um pouco sozinha,
866000	867000	mas aí é só pedir para o marido
867000	869000	que quer jogar um pouco de videogame,
869000	870000	e aí você tem o seu tempo.
870000	872000	Os blogs são trabalho e hobby.
872000	875000	É um trabalho porque acaba ajudando a minha vida profissional.
875000	876000	Eu preciso estudar um assunto
876000	878000	onde poder publicar e escrever algo,
878000	881000	isso acaba indo depois de como um conhecimento no currículo.
881000	883000	Acaba jogando mais uma palavrinha
883000	885000	daquela sopa de letrinhas do jogo no currículo.
885000	886000	E a hobby também porque é uma coisa
886000	888000	que com tempo passei a gostar de fazer.
888000	891000	Então hoje se passar uma semana sem escrever,
891000	892000	já começa a sentir falta.
892000	894000	Outras coisas aí além do blog,
894000	896000	que eu comecei a estudar por fora,
896000	899000	iPhone, comecei a estudar o Cocoa,
899000	901000	o native C, que é a linguagem,
901000	902000	para exemplo, é para iPhone,
902000	904000	mas eu estou apanhando bastante.
904000	906000	Você fica muito tempo acostumado com uma linguagem,
906000	908000	como eu estou acostumado com Java,
908000	910000	e às vezes sendo um pouco de dificuldade
910000	912000	para se acostumar com outra linguagem,
912000	913000	que é bem diferente.
913000	915000	Outras coisas que eu gostaria ter bastante
915000	917000	tem mais tempo para estudar,
917000	919000	é Ruby e Scala, que são duas linguagens
919000	921000	que estão bastante na boca do pessoal,
921000	923000	estão fazendo bastante sucesso,
923000	925000	você vê Twitter usando,
925000	927000	você vê vários projetos legais
927000	928000	que estão usando.
928000	929000	Outra coisa que eu gostaria também
929000	930000	de ter mais tempo para estudar
930000	932000	são alguns framework JavaScript,
932000	934000	como existe o XJS e jQuery,
934000	936000	e recentemente foram lançadas
936000	938000	versões desses frameworks para a plataforma mobile,
938000	941000	como a Cent lançou Cent Attach,
941000	944000	e o jQuery lançou o jQuery mobile.
944000	946000	A busca por profissionais que sabem
946000	948000	linguagens para dispositivos móveis
948000	950000	aumentou muito recentemente,
950000	952000	tanto para iPhone quanto para Android,
952000	954000	mas esse tipo de framework,
954000	956000	eles permitem que você escreva
956000	958000	o seu sistema uma vez,
958000	960000	e rode com qualquer plataforma.
960000	962000	Hoje, se você quer desenvolver
962000	964000	um produto que rode em iPhone, iPad,
964000	966000	Android, Blackberry,
966000	968000	tem que fazer três sistemas diferentes,
968000	970000	e esses frameworks JavaScript mobile
970000	972000	permitem que você desenvolva um sistema web
972000	974000	feito em HTML5 e CSS3,
974000	976000	que rode em qualquer aparelho.
979000	981000	E agora, fora do ambiente de trabalho,
981000	983000	quais são os seus hobbies assim,
983000	985000	música, livros, gerry gerry,
985000	987000	gerry...
989000	991000	Bem, no meu tempo livre,
991000	993000	eu escrevi por blog, mas eu também gosto
993000	995000	de fazer outras coisas, né?
995000	997000	Eu amo música, não consigo passar um dia
997000	999000	sem pelo menos escutar uma música.
999000	1001000	Sempre que posso, eu vou achar
1001000	1003000	das minhas bandas favoritas,
1003000	1005000	e música mesmo, eu gosto bastante
1005000	1007000	de escutar metal. Eu gosto de ler
1007000	1009000	também coisas não técnicas,
1009000	1011000	livros não técnicos, e como meta,
1011000	1013000	agora só estou lendo livros
1013000	1015000	em inglês. Assim, eu posso
1015000	1017000	aprender inglês, para aumentar meu vocabularo
1017000	1019000	e também me divertir ao mesmo tempo.
1019000	1021000	Os três últimos livros que eu li
1021000	1023000	é o primeiro livro da série do
1023000	1025000	Percy Jackson, o Halo,
1025000	1027000	que é um livro de uma escritora australiana
1027000	1029000	bem novinha, acho que eu tenho 18 anos,
1029000	1031000	livro bem legal, assim, bem
1031000	1033000	adolescente, Awakened, que é da série
1033000	1035000	House of Night, é uma dessas séries aí
1035000	1037000	que provavelmente deve virar
1037000	1039000	um moldinho depois de noção filme, e eu gosto
1039000	1041000	de ler esses livros em foto juvenil, como
1041000	1043000	eu estou lendo em inglês, a linguagem é
1043000	1045000	mais fácil de você ler, do que você
1045000	1047000	pegar, por exemplo, um Tolkien,
1047000	1049000	e tentar ler Tolkien inglês
1049000	1051000	é bem mais complicado do que você pegar
1051000	1053000	esses livros modinhas.
1053000	1055000	A linguagem é bem mais fácil, porque eu vou
1055000	1057000	voltar para um público mais jovem.
1057000	1059000	Eu também gosto de jogar videogame,
1059000	1061000	afinal, todo mundo precisa de um tempo,
1061000	1063000	os últimos jogos que
1063000	1065000	joguei são The Sims 3,
1065000	1067000	e algumas expansões, e Sacred 2.
1067000	1069000	O Sacred é um jogo
1069000	1071000	desses RPG.
1087000	1089000	Loian, se a gente quiser saber mais
1089000	1091000	e mais sobre você, onde é que a gente
1091000	1093000	te encontra? Deixa para a gente seu blog,
1093000	1095000	seu Twitter, Facebook.
1095000	1097000	Vocês podem me encontrar nos meus
1097000	1099000	dois blogs, que é o
1099000	1101000	loianne.com em português
1101000	1103000	e o loiannegroner.com em inglês.
1103000	1105000	No Twitter, eu sou
1105000	1107000	loianne, ok? No Facebook,
1107000	1109000	também é
1109000	1111000	facebook.com-loianne. E o blog
1111000	1113000	agora também tem uma página no Facebook,
1113000	1115000	que é o facebook.com-loiannegroner.
1115000	1117000	Então, quem quiser
1117000	1119000	ir lá dar um like, um gostar,
1119000	1121000	vou ficar muito agradecida. E falando
1121000	1123000	em agradecimentos, gostaria
1123000	1125000	muito de agradecer, ou convite
1125000	1127000	para poder participar desse podcast.
1127000	1129000	Fiquei muito honrada, então
1129000	1131000	muito obrigada mesmo.
1137000	1139000	Então, essa foi a entrevista com o loianne.
1139000	1141000	Eu não sei nem como agradecer,
1141000	1143000	porque esse tempo que ela disponibilizou
1143000	1145000	para a gente, essa entrevista, essa atenção
1145000	1147000	que ela deu para a gente. E,
1147000	1149000	um brigadão mesmo.
1149000	1151000	Valeu loianne, valeu.
1151000	1153000	Mano, um bocadinho de flores com bombons
1153000	1155000	de vermelho.
1155000	1157000	Eis, pessoal.
