start	end	text
140000	142000	Aí a gente...
142000	144000	resolveu falar sobre ele também,
144000	146000	porque nosso público querendo ou não,
146000	147000	um público mais novo, né?
147000	148000	Então...
148000	149000	Bota sem nome.
149000	150000	Não tem nome de nome.
150000	151000	E vai estar o link lá no podcast, tá?
151000	152000	Pra esse blog.
152000	153000	Sem nome.
154000	155000	Você fala sobre...
155000	157000	podcast de microfonia e filhos da...
157000	159000	Sim, o Filhos da Pauta
159000	161000	é um podcast da galera da Unibank.
161000	163000	Infelizmente, os caras deram uma...
163000	165000	cara de férias, né?
165000	167000	E o pessoal tem um tempo sem gravar,
167000	169000	mas é um podcast legal pra caramba, lá,
169000	171000	sobre assuntos diversos.
171000	172000	É um podcast...
172000	173000	é do pessoal,
173000	174000	se não me engano,
174000	175000	eu sou um estudante de...
175000	176000	na área de comunicação.
176000	178000	É bem interessante o podcast lá.
178000	180000	E o outro podcast que eu queria falar aqui
180000	182000	é do microfonia, cara.
182000	184000	É o podcast que tá me dando um ódio também,
184000	185000	grande.
185000	186000	É esse gráfico microfone ruim, Goiânia?
186000	187000	Não, os cara...
187000	188000	os cara é do Cifra Club.
188000	189000	Então assim,
189000	191000	o som do cara sou perfeito desde o início.
191000	193000	Nossa, que foda, hein?
193000	195000	Não vai me dizer que você tá com o ódio deles,
195000	197000	que eles estão colocando de oiça atriânea.
197000	198000	Pior, cara.
198000	199000	Eles colocaram simple red,
199000	201000	colocaram um monte de coisas.
201000	203000	Eu tô tendo que gastar as balas,
203000	204000	porque às vezes, por exemplo,
204000	206000	o podcast teria o que eu não participei.
206000	207000	Algumas músicas...
207000	209000	eu deixei pro próximo que eu participei.
209000	211000	E assim, os caras, todos eram as músicas
211000	213000	que eu acho massa também, cara.
213000	214000	Isso não era boa pra caramba dele.
214000	215000	Não só assunto aqui.
215000	217000	Pra quem é musica, é bom o assunto também, né?
217000	218000	Quem gosta de musica, quem é musica,
218000	220000	eu recomendo aí o microfonia.
220000	221000	Querendo ou não, a gente...
221000	222000	Claro que a gente vai colocar,
222000	224000	vai, tipo, meio que ligar o fôtes
224000	226000	e colocar nas nossas coisas também.
226000	227000	A gente só tá querendo deixar claro
227000	228000	que não estamos copiando de ninguém,
228000	229000	tá fazendo isso, né?
229000	231000	São muito mais mesmo.
231000	233000	É, o chefe de inspiração também.
233000	234000	É.
234000	236000	Pra leitura de meios de verdade,
236000	237000	a gente recebeu em meio...
237000	239000	a gente tá recebendo bastante de meios
239000	241000	pessoal reclamando da duração
241000	243000	e da qualidade do som.
243000	246000	Aí nós temos a resposta para ambas as questões.
246000	248000	Qualidade do som, eu vou deixar pro Nelson,
248000	250000	que ele sabe ficar melhor se eu parar a fernade,
250000	252000	que ele comprou aqui, que eu tô segurando.
252000	253000	Eu não sei o que que é direito,
253000	254000	só sei que eu tô parecendo falso,
254000	256000	tão segurando um microfone aqui, grande.
256000	258000	Qual que é o relógio na mão direita também.
258000	259000	Explica aí.
259000	260000	O louco, meu.
260000	262000	Não, a gente comprou um equipamento
262000	264000	maneiro aqui pro tribo do CI,
264000	266000	a gente tem um microfone sem profissional,
266000	268000	mas, tipo...
268000	269000	e...
269000	272000	a gente tem um pré-amplificador também,
272000	274000	que te vai melhorar
274000	276000	consideravelmente a qualidade
276000	278000	de som do nosso podcast aí.
278000	279000	Espero que vocês gostem.
279000	280000	A gente é legal.
280000	281000	E sobre a duração,
281000	283000	eu até conversando com o Joelys,
283000	284000	que é o meu brother aí,
284000	286000	sobre a duração do podcast,
286000	287000	porque você pode pegar.
287000	289000	A gente baseia bastante o nosso podcast,
289000	291000	no podcast do Nerdcast,
291000	293000	também na época que a gente começou,
293000	295000	as duas bases era o Nerdcast e o PathTake.
295000	297000	E hoje a gente já escuta bastante
297000	298000	o Bonacast, tal,
298000	299000	falou sobre o Filhos da Pauta Livre,
299000	301000	que você baixou e falou sobre o microfone também.
301000	303000	Sim, você pode perceber que a característica
303000	304000	desses podcasts,
304000	306000	no caso, os que a gente pegou de base,
306000	307000	são a duração.
307000	308000	Geralmente, em torno de uma hora,
308000	309000	uma hora e pouco.
309000	310000	Por quê?
310000	311000	Quando você vai assistir uma palestra,
311000	312000	terminar da assunto,
312000	313000	uma palestra, a duração dela
313000	314000	é de uma hora à aula,
314000	315000	que é 50 minutos.
315000	316000	Então, sim,
316000	318000	pra você falar de um assunto,
318000	320000	um certo nível de detalhe,
320000	321000	razoável,
321000	322000	você precisa de ter um tempo, né?
322000	323000	Tem que ter um tempo legal.
323000	325000	Eu acho que 50 minutos
325000	326000	é um tempo legal,
326000	327000	visto que a gente tem que ler
327000	328000	sobre os emails,
328000	329000	falar sobre o podcast anterior,
329000	330000	com feedback que a gente teve,
330000	331000	tal.
331000	332000	Então, sim, a gente tá reservando
332000	333000	cerca de 10 minutos
333000	335000	pra essa área de feedback.
335000	337000	E uns 40 minutos,
337000	339000	um pouco mais sobre o assunto
339000	340000	em questão.
340000	341000	A gente pede até a ajuda
341000	342000	de vocês, assim,
342000	344000	porque esse podcast agora
344000	346000	a gente também tentou ser breve
346000	347000	pra dar uma diminuída no tempo,
347000	348000	mas, infelizmente,
348000	350000	parece que vai ser bem
350000	351000	um pouco maior, né?
351000	352000	E, assim,
352000	353000	dos assuntos específicos,
353000	355000	a gente pede o feedback
355000	356000	da galera,
356000	357000	pra que daí a gente faz
357000	359000	um podcast mais específico
359000	360000	de cada assunto.
360000	361000	Eu acho que a gente consegue
361000	362000	das minhas horas,
362000	363000	40 minutos.
363000	364000	É, porque igual eu falei
364000	365000	no podcast anterior, né?
365000	366000	Eu falei, pessoal,
366000	367000	mandar feedback,
367000	368000	enquanto eles não mandam
368000	369000	feedback, a gente vai fazendo
369000	370000	a nossa maneira.
370000	371000	É igual quando o cara tá na fila
371000	372000	do banco, né?
372000	373000	O cara vai lá e olha,
373000	374000	pura na fila,
374000	375000	faz um pouco,
375000	376000	porque o cara foi na fila,
376000	377000	não sei o que.
377000	378000	Fica resmungando,
378000	379000	vai lá, chega no cara.
379000	380000	O que você já falou?
380000	381000	Quer vergonha,
381000	382000	vai pro final da fila.
382000	383000	Sim, eu tô dando esse exemplo,
383000	384000	mas tem vários outros exemplos.
384000	385000	Se você chega,
385000	386000	o cara tá conversando
386000	387000	lá demais,
387000	388000	faz um cara conversar
388000	389000	lá demais.
389000	390000	O que você não chega lá
390000	391000	e pede pro cara
391000	392000	pra ele conversar mais lá?
392000	393000	Do mesmo modo,
393000	394000	o cara não chega na gente,
394000	395000	manda o endêvio,
395000	396000	seja mais civilizado.
396000	397000	E vai tá ajudando a gente
397000	399000	e os outros ouvintes também.
399000	400000	A questão da duração,
400000	402000	no e-mail que recebeu da Mácia,
402000	403000	que é aquela,
403000	404000	gostou do conteúdo,
404000	405000	é divertido,
405000	406000	mas ela retomou um pouco
406000	407000	da duração, né?
407000	408000	Esse é o,
408000	409000	como você,
409000	410000	você mesmo falou
410000	411000	no podcast anterior,
411000	412000	eu não lembro qual foi,
412000	413000	é que é o conceito
413000	414000	da nova mídia, né?
414000	415000	Então,
415000	416000	é um conteúdo
416000	417000	passado de uma forma mais leve,
417000	418000	não tem aquela seriedade
418000	419000	de uma palestra,
419000	420000	tanto é que é uma conversa
420000	421000	com as pessoas
421000	422000	e tem a música de fundo
422000	423000	e tá pra descontrair.
423000	424000	E não é uma coisa
424000	425000	que você tem,
425000	426000	ou é uma palestra que você
426000	427000	para ali pra assistir.
427000	428000	Você pode ouvir o podcast
428000	429000	quando você tá na fila do banco,
429000	431000	quando você tá dirigindo seu caço,
431000	432000	tá fazendo uma viagem,
432000	434000	pô, vou ouvir aqui uns podcasts,
434000	436000	você seleciona uns cinco,
436000	437000	vai viajando, escutando.
437000	438000	Sim, sim,
438000	439000	você tá na academia,
439000	440000	você põe,
440000	441000	em vez de você escutar música,
441000	442000	você escuta um podcast.
442000	443000	Às vezes,
443000	444000	quando você exerce
444000	445000	alguma atividade
445000	446000	e demanda tempo,
446000	447000	porém,
447000	448000	não existe, por exemplo,
448000	449000	da leitura,
449000	450000	você pode ouvir,
450000	451000	porque,
451000	452000	se eu ouvir um podcast,
452000	453000	seria que você tá além,
453000	454000	eu tô fazendo alguma coisa do tipo,
454000	455000	que é geralmente trapada.
455000	456000	É, eu trabalho ouvindo podcasts.
456000	457000	Fala os podcasts
457000	458000	quando eu não tô codificando.
458000	459000	E se eu codificar,
459000	460000	eu não consigo prestar atenção
460000	461000	no podcast, não.
461000	462000	Se você não tiver ouvido o podcast,
462000	464000	eu não consigo prestar atenção
464000	465000	na programação.
465000	466000	Nossa!
466000	468000	Você é viciado no podcast, mesmo.
468000	469000	O nosso email é
469000	471000	www.tribudusei.com
471000	473000	e www.podcastarobudusei.net
473000	474000	O cliente,
474000	475000	você pode mandar
475000	476000	email pros dois,
476000	477000	a gente olha os dois,
477000	478000	mas o do Gmail
478000	480000	é pra você enviar
480000	481000	aquelas emails por voz,
481000	482000	aquelas coisas tudo lá,
482000	483000	que, se você usar o serviço
483000	484000	do Google,
484000	485000	fica mais fácil.
485000	486000	Também, tem o grupo do Google,
486000	487000	aquelas coisas tudo lá.
487000	488000	Essas coisas do Gmail,
488000	489000	sabe o que é?
489000	490000	Então, galera,
490000	491000	manda seus feedbacks
491000	492000	dos assuntos que
492000	493000	vocês são mais interessados,
493000	494000	né?
494000	495000	Só reforçam.
495000	496000	É, porque a gente gravar
496000	497000	podcast mais específico,
497000	498000	podcast aí,
498000	499000	com a participação
499000	500000	da nossa amigão.
500000	501000	Conheci ele hoje,
501000	502000	mas é amigão,
502000	503000	um Marcelo.
503000	504000	Reuri.
504000	505000	Pois é, Marcelo Reuri.
505000	506000	Então, chama aí.
506000	507000	Vamos para a segunda parte.
507000	508000	Então, a segunda parte,
508000	509000	foda-me.
509000	510000	Foda-me.
510000	511000	Foda-me.
511000	512000	Foda-me.
517000	518000	Então, passando o Marcelo
518000	519000	Feoria,
519000	520000	foi quando a gente foi para o FIS,
520000	521000	né?
521000	522000	Encontrei com ele lá.
522000	523000	Daí, eu vou assistir a palestra
523000	524000	dele sobre o CIPROJ,
524000	525000	que a gente vai falar no outro
525000	526000	podcast no mês que vem.
526000	527000	E daí,
527000	528000	como a gente estava programado
528000	529000	para falar sobre redes
529000	530000	esse mês,
530000	531000	eu convidei ele como o
531000	532000	projeto dele
532000	533000	sobre redes,
533000	534000	também.
534000	535000	Então, para ele participar
535000	536000	desse podcast de redes
536000	537000	e pegar um adeixo
537000	538000	de falar sobre o projeto
538000	539000	dele também,
539000	540000	que é uma forma de enriquecer
540000	541000	o nosso podcast
541000	542000	e de publicar o projeto dele
542000	543000	também.
543000	544000	E vocês não vão saber agora
544000	545000	nesse podcast
545000	546000	sobre o projeto dele.
546000	547000	Vocês vão ter que esperar
547000	548000	até o mês que vem
548000	549000	para saber.
549000	550000	Mas ele vai ajudar bastante
550000	551000	no conteúdo
551000	552000	desse podcast
552000	553000	sobre redes.
562000	563000	Assim,
563000	564000	qual que é o background
564000	565000	de cada um, assim,
565000	566000	com relação a redes?
566000	567000	Sim.
567000	568000	Sem esquecer
568000	569000	que o Marcelo
569000	570000	é mais uma vez
570000	571000	o nosso convidado
571000	572000	VIP
572000	573000	no podcast.
576000	577000	Vamos agora
577000	578000	fazer aquela pergunta
578000	579000	que a gente fez um a outro
579000	580000	no podcast
580000	581000	1,
581000	582000	que é
582000	583000	como foi sua iniciação
583000	584000	no mundo
584000	585000	da computação
585000	586000	e
586000	587000	já aproveitando
587000	588000	para você falar
588000	589000	sobre o seu background
589000	590000	de redes também.
590000	591000	Desde muito pequeno,
591000	592000	eu já tenho contato
592000	593000	com o computador,
593000	594000	e nisso comecei
594000	595000	a mexer
595000	596000	com
596000	597000	jogar,
597000	598000	né,
598000	599000	marcar o combate,
599000	600000	no DOS,
600000	601000	com o Prince of Persia
601000	602000	e tudo aí vai.
602000	603000	A questão é
603000	604000	é
604000	605000	noventa e eu comecei
605000	606000	a programar um pouquinho
606000	607000	dela,
607000	608000	um pouquinho em aspo,
608000	609000	porque meu pai
609000	610000	é desenvolvedor
610000	611000	nessas linguagens
611000	613000	e eu achava legal.
613000	614000	E aí, em 2000,
614000	615000	eu comecei a trabalhar
615000	616000	como
616000	617000	como administrador
617000	618000	de redes Linux
618000	619000	e
619000	620000	trabalhei quatro anos
620000	621000	com meu pai,
621000	622000	depois trabalhei
622000	623000	em um provedor,
623000	624000	de redes,
624000	625000	pressava consultoria,
626000	627000	e em 2006
627000	628000	eu comecei a trabalhar
628000	629000	no nada de desenvolvimento
629000	631000	em Java e PHP.
631000	632000	E aí, agora,
632000	633000	esse ano,
633000	634000	eu retomei
634000	635000	a parte de
635000	636000	consultoria
636000	637000	em redes,
637000	638000	segurança
638000	639000	pela empresa.
639000	640000	É sinal.
640000	641000	Cara, é foda, né?
641000	642000	Você vai ficar certo.
642000	643000	Às vezes,
643000	644000	eu queria te convidar,
644000	645000	o cara,
645000	646000	você acha que o tribo de C
646000	647000	já é
649000	650000	aquela coisa, né?
651000	652000	Não, cara.
654000	655000	Primeiro, eu pergunto,
655000	656000	você programou em C?
656000	657000	Cara, é só por diversão.
657000	658000	Mas programa, né?
658000	659000	Programa, mas...
659000	660000	Então, pode continuar
660000	661000	gravar o podcast?
663000	664000	Tá, tem sim caixa
664000	665000	nos caras que a gente considera, né?
665000	666000	É.
666000	667000	O que a gente só considera
667000	668000	é quem programa em C.
668000	669000	Se você não programar em C,
669000	670000	já pode desligar,
670000	671000	pode ir embora.
671000	672000	Omente, né?
672000	673000	A gente acredita.
673000	674000	Como eu já falei,
674000	675000	até no episódio 1,
675000	676000	mas preciso ouvir não.
677000	678000	Eu formei
678000	679000	em redes
679000	681000	no custo técnico de redes,
681000	682000	com êfase...
682000	684000	no custo técnico de informática,
684000	685000	com êfase em rede,
685000	686000	comunicação.
687000	688000	E eu trabalhei,
688000	689000	na época,
689000	691000	na Universidade Federal
691000	692000	do Tolkien Kings,
693000	694000	como administrador...
694000	695000	Na verdade,
695000	696000	eu era encarregador de informática,
696000	697000	né?
697000	698000	Acabei trabalhando muito
698000	699000	com a administração de redes
699000	701000	e as paradas, assim.
701000	703000	Foi quando eu tive o maior contato
703000	704000	com o Lênus
704000	706000	e a administração de redes.
706000	707000	Eu vi um contador
707000	708000	na minha vida,
708000	709000	mais ou menos,
709000	710000	quando eu tinha 6 anos de idade,
710000	711000	na final, você já sabe,
711000	712000	não quer, né?
712000	713000	E minha formação
713000	714000	é só
714000	715000	que eu tenho
715000	717000	preparado da faculdade mesmo.
717000	718000	E...
718000	720000	eu entendo de redes
720000	721000	usando o jeito que vocês entendem
721000	723000	de mecânicas desfacionáveis.
723000	724000	Então,
724000	725000	acho que
725000	726000	já dá pra...
726000	727000	se tem uma noção
727000	728000	do meu conhecimento de redes.
729000	730000	Até pra acertar um IP,
730000	731000	às vezes,
731000	732000	eu tenho dificuldade,
732000	733000	não mentira.
733000	734000	Cara,
734000	735000	eu sempre tenho que consultar
735000	736000	o homem
736000	737000	e eu vou fazer aí,
737000	738000	ficou fico.
739000	740000	Cara,
740000	741000	eu podia ser monitorador
741000	742000	do...
742000	743000	do clio, né?
746000	747000	A ver,
747000	748000	pra que um mando do clio.
748000	749000	Eu sabia como é que funciona,
749000	750000	e retinha e tal.
750000	751000	Quais as opções
751000	752000	que eu digito no clio.
752000	753000	Então,
753000	754000	eu volto no podcast.
757000	758000	Finalmente,
758000	759000	no podcast.
759000	760000	Na verdade,
760000	761000	esse podcast
761000	762000	não seria nem
762000	763000	de rede de computadores,
763000	764000	seria mais
764000	765000	na parte de segurança de redes.
765000	766000	Aqui é uma rede de computadores.
766000	767000	Leoria,
767000	768000	pode falar isso
768000	769000	melhor pra gente.
777000	778000	Contei essa história
778000	779000	com 5 minutos.
779000	780000	É com vocês que eu...
780000	781000	Contei essa história
781000	782000	com não ser historiador,
782000	783000	não, mano.
783000	784000	Contei essa história
784000	785000	com 5 minutos.
785000	786000	Tempo!
786000	787000	Então,
787000	788000	como eu sou lá com a Arplanete,
788000	789000	e tal,
789000	790000	mas enfim,
790000	791000	rede de computadores
791000	792000	é o que...
792000	793000	é fazer um computador
793000	794000	se comunique
794000	795000	com o outro, não é?
795000	796000	E é isso.
796000	798000	Tem várias maneiras de fazer isso.
798000	799000	Tem vários protocolos,
799000	801000	vários RFCs,
801000	803000	que são os padrões
803000	804000	dos protocolos
804000	806000	que descrevem os protocolos,
806000	808000	e...
808000	809000	e vários serviços
809000	811000	que implementam os protocolos.
811000	813000	E no final das contas,
813000	814000	são vários protocolos,
814000	815000	vários serviços,
815000	816000	vários computadores
816000	817000	que conversam entre si.
817000	818000	Ah, agradeço.
819000	820000	De redes,
820000	821000	até que
821000	822000	não entendo muito sim,
822000	823000	mas a história da internet,
823000	824000	eu...
824000	826000	eu sei bastante, sim,
826000	828000	um nível legal,
828000	829000	mas...
829000	830000	é...
830000	831000	eu queria saber assim,
831000	832000	pela...
832000	833000	a história da internet,
833000	835000	a internet é a rede, né?
835000	836000	E...
836000	837000	a história da internet
837000	838000	é a história
838000	840000	da rede de computadores,
840000	841000	porque assim,
841000	842000	você vê lá o cara que
842000	844000	ela foi surgindo na guerra e tal,
844000	845000	foi usada...
845000	846000	começou a ser usada
846000	847000	nas universidades,
847000	848000	depois passou
848000	850000	para o mundo comercial e tal.
850000	852000	E a rede de computadores já surgiu
852000	853000	desse mesmo...
853000	855000	foi com essa mesma linha de tempo,
855000	856000	ou tem alguma história aí
856000	857000	que...
857000	858000	que tá à parte da internet?
858000	859000	Eu acho que tem um...
859000	860000	um período anterior
860000	861000	bem...
861000	862000	interessante.
862000	863000	Eu acho que,
863000	865000	é... quando a gente vai estudar redes,
865000	866000	a primeira coisa que a gente tuda
866000	868000	são as topologias de redes.
868000	869000	Saca que topologias de redes.
869000	872000	É, só voltando um pouquinho a...
872000	873000	a história, né?
873000	874000	Uma...
874000	876000	uma parte underground que teve,
876000	877000	foram as BBS.
877000	878000	Infelizmente,
878000	879000	eu não vivi isso
879000	880000	para ter a minha BBS,
880000	881000	para as pessoas conectarem.
881000	882000	E eu compartilhar
882000	884000	com a informação, né?
884000	885000	Mas,
885000	887000	é uma história que a galera mais antiga
887000	888000	comenta muito
888000	890000	e fala que era muito divertido e tudo mais.
890000	891000	É, com relação...
891000	892000	as topologias de redes
892000	894000	vai muito de acordo
894000	896000	com a necessidade da empresa,
896000	898000	com a necessidade sua, né?
898000	899000	Então, tem topologia estreia,
899000	900000	lá, né?
900000	901000	O barra.
901000	902000	Então,
902000	904000	a questão é você conseguir posicionar
904000	906000	os roteadores, o suite,
906000	907000	os firewalls, né?
907000	909000	De acordo com a sua necessidade.
909000	911000	De acordo com a sua demanda.
911000	913000	Para entender o seu negócio.
913000	914000	É, sim, para entender melhor.
914000	916000	Eu estou aqui com o meu computador.
916000	917000	Por exemplo,
917000	918000	a rede em si,
918000	920000	ela seria a comunicação, né?
920000	922000	O princípio básico da rede.
922000	923000	E se eu tomo um...
923000	925000	independente de qual seja o cliente
925000	927000	e qual seja o protocolo de comunicação.
927000	928000	Se eu tomo um...
928000	929000	um dashboard,
929000	931000	um serviço de mensagem instantâneo.
931000	932000	Quais são as etapas?
932000	933000	Por onde faz?
933000	935000	Eu estou falando isso porque...
935000	936000	não sei se vocês já assistiram,
936000	938000	eu tenho aquele vídeozinho lá do guerreiro
938000	939000	da internet.
939000	940000	Vocês já viram
940000	942000	que eles mostram os protocolos,
942000	943000	os pacotes e tal.
943000	945000	Todo o decorrer da informação
945000	947000	ao longo da internet.
947000	948000	Então,
948000	950000	vai estar no link do post também,
950000	951000	se eu conseguir achar no YouTube.
951000	953000	A partir do momento que eu clico aqui,
953000	954000	o enter,
954000	956000	que o meu texto vai sair daqui
956000	958000	da minha área de texto,
958000	959000	vai ir para outra pessoa.
959000	960000	Quais são as...
960000	961000	por onde que ele passa?
961000	962000	Quais são os aparelhos?
962000	964000	Quais são os serviços?
964000	965000	Então esse trajetório
965000	966000	para sair do meu computador
966000	968000	e chegar no computador da outra pessoa,
968000	970000	lá do outro lado do mundo, sei lá.
970000	972000	É, no caso,
972000	974000	para comunicar com outra pessoa,
974000	976000	você vai estar comunicando utilizando um serviço.
976000	978000	Você vai estar usando um cliente,
978000	981000	que implementa um protocolo.
981000	983000	E essa outra pessoa,
983000	984000	ela vai estar acessando
984000	986000	o mesmo serviço que você,
986000	988000	mas pode usar um outro cliente,
988000	990000	por exemplo, o MSN.
990000	991000	Apesar de ser um protocolo propietário,
991000	992000	tem vários clientes.
992000	994000	Então, a pessoa pode estar no MIBO,
994000	996000	no próprio cliente da Microsoft,
996000	999000	Pigeon, Gaim, etc.
999000	1000000	Mas isso funciona por quê?
1000000	1002000	Porque existe o protocolo.
1002000	1004000	E aí, esses caras implementam o protocolo.
1004000	1006000	Então, basicamente,
1006000	1008000	toda essa conversação
1008000	1010000	se dá certo por causa desse padrão,
1010000	1012000	por causa desse protocolo.
1012000	1013000	E nesse caso,
1013000	1014000	do instant message,
1014000	1016000	é um protocolo em cima de um protocolo.
1016000	1018000	Por exemplo, o protocolo de rede
1018000	1021000	seria o TCP e P
1021000	1024000	e os próprios clientes,
1024000	1026000	o instant message,
1026000	1028000	eles têm os próprios protocolos
1028000	1029000	de comunicação deles.
1029000	1030000	Então, seria um protocolo
1030000	1031000	em cima de outro protocolo.
1031000	1033000	Exatamente isso.
1033000	1035000	Então, você tem um modelo OS
1035000	1036000	que tem sete camadas,
1036000	1038000	começa pela camada de aplicação
1038000	1040000	e vai ter a camada física,
1040000	1042000	que é realmente
1042000	1045000	onde vai o fudado.
1045000	1046000	E aí, esse protocolo,
1046000	1047000	esse modelo,
1047000	1048000	ele é abstraído
1048000	1050000	pelo modelo TCP e P
1050000	1052000	que já são quatro camadas
1052000	1055000	e que é o modelo da internet.
1055000	1058000	Que é o padrão da internet.
1058000	1059000	É abstraído porque
1059000	1061000	a parte de enlace
1061000	1064000	e a parte física,
1064000	1066000	você nem sempre vai estar compartilhando
1066000	1068000	com uma outra pessoa
1068000	1069000	que está no outro mundo.
1069000	1071000	Por isso que existe o modelo TCP e P
1071000	1074000	que vai ter a camada de rede.
1074000	1078000	E aí, como o Sebastião disse,
1078000	1080000	tem a implementação do serviço,
1080000	1082000	que são os protocolos
1082000	1084000	que rodam em cima dessas outras camadas.
1084000	1086000	Então, o pacote sai da sua máquina,
1086000	1087000	vai para o seu roteador,
1087000	1088000	ou para o seu switch,
1088000	1090000	o seu switch para o seu roteador,
1090000	1092000	para o seu roteador para o roteador da telecom
1092000	1094000	e aí vai passando pelos ropes,
1094000	1096000	que a gente fala.
1096000	1098000	Então, o pacote,
1098000	1100000	ele sai da sua máquina,
1100000	1101000	a cada rope,
1101000	1103000	a cada nova máquina,
1103000	1105000	novo equipamento, roteador, switch,
1105000	1106000	que ele passa,
1106000	1108000	e isso pode ser observado
1108000	1110000	com o traceroute.
1110000	1112000	Então,
1112000	1114000	o pacote vai para lá
1114000	1116000	e ele volta para cá.
1116000	1118000	E aí, como o Sebastião disse,
1118000	1119000	tem várias outras,
1119000	1120000	basicamente,
1120000	1122000	implementação de protocolo
1122000	1124000	em cima de implementação de protocolo,
1124000	1126000	que vai abstraindo os outros protocolos.
1126000	1128000	Porque a internet, basicamente,
1128000	1130000	são vários computadores interligados,
1130000	1132000	tem um servidor que genencia aquilo.
1132000	1134000	Por exemplo, você pode montar
1134000	1136000	uma parte,
1136000	1138000	fazer um site de rodada
1138000	1140000	só dentro da sua casa, por exemplo.
1140000	1142000	Você tem vários computadores na sua casa
1142000	1144000	e aí você monta um site no seu computador.
1144000	1146000	Aí, o seu computador vai funcionar
1146000	1148000	como servidor. Então,
1148000	1150000	através daquela rede interna ali,
1150000	1152000	alguém vai acessar
1152000	1154000	o IP do seu computador
1154000	1156000	com o endereço do site.
1156000	1158000	Ele vai
1158000	1160000	sair um cabo de rede,
1160000	1162000	vai para o roteador
1162000	1164000	e depois
1164000	1166000	o roteador vai identificar
1166000	1168000	o que ele está chamando
1168000	1170000	uma requisição do meu computador.
1170000	1172000	Vai lá pedir, o servidor vai processar.
1172000	1174000	Então, ele devolve uma página HTML
1174000	1176000	e ele é mostrado no meu computador.
1176000	1178000	Então, assim, tem um certo
1178000	1180000	trajetório aí. É fácil de imaginar
1180000	1182000	esse IP numa rede local.
1182000	1184000	Você vê seu computador estar ali do outro lado,
1184000	1186000	você viu que ele passou ali
1186000	1188000	de uma comunicação, basicamente, entre um computador
1188000	1190000	e outro. Dúvida que sempre ele tem é o seguinte,
1190000	1192000	porque você acessa o site
1192000	1194000	e pode acessar um site
1194000	1196000	em qualquer lugar do mundo.
1196000	1198000	Mas aí, você paga para um empresa,
1198000	1200000	geralmente um empresa de seu país.
1200000	1202000	Eu pago, sei lá, a
1202000	1204000	Brasilecom ou a
1204000	1206000	Net, sei lá,
1206000	1208000	para ter internet em casa. Eu pago uma mensalidade
1208000	1210000	e eles fornecem internet
1210000	1212000	para mim. E aí, eu conecto
1212000	1214000	em alguma coisa que é deles
1214000	1216000	para acessar o site, sendo que
1216000	1218000	eu poderia
1218000	1220000	simplesmente conectar um cabo e esse cabo ir
1220000	1222000	para algum lugar, conectar
