start	end	text
423120	425120	com o desenho já arte finalizado
425120	428120	e é interessante que a gente pode desenhar bem grande, né?
428120	430120	dá o zoom e desenha bem grande
430120	432120	e vai mais rápido até
432120	435120	o que é desagradável é a luz do monitor
435120	437120	eu fico sonhando
437120	439120	no dia que eles fizerem monitores
439120	441120	que você não tenha essa luz assim, né?
441120	445120	que seja tipo aqueles leitores de e-books, né?
445120	447120	e aí?
447120	449120	se tiver isso aí, acabou
449120	451120	e sai mais da frente
461120	464120	temos um tablet da Wakonde, viu?
464120	466120	que desenha no próprio...
466120	469120	quer dizer, o tablet é um computador por tudo, né?
469120	471120	tem um novo também
471120	473120	que você desenha no papel e ele grau
473120	475120	tem, hoje já tem isso
475120	477120	inclusive tem a Duopem
477120	479120	que ela é muito parecida com essa
479120	481120	que a Wakonde lançou agora
481120	484120	você pode desenhar tanto na tela do notebook
484120	486120	você desenha ela como uma tablet
486120	488120	só que ela não tem pressão, né?
488120	490120	pra fazer esboços, é... quebra um galho
490120	492120	interessante, chama Duopem
492120	494120	e ela é muito barata
494120	496120	você encontra ela no Brasil
496120	497120	era coreana
497120	499120	eu acredito que quando eles melhorarem ela
499120	501120	começar a ter pressão
501120	503120	e que ela venha até começar a substituir
503120	505120	as graficas tábicas comuns
505120	508120	pra mim, esse negócio de desenhar na tela
508120	510120	foi uma vantagem, sabe?
510120	512120	porque o lápis não fica na frente do desenho, sabe?
512120	515120	daí eu consigo estar sempre visualizando o desenho
515120	517120	eu ainda não tive essa experiência de desenhar
517120	520120	nessas mesas, tipo a sentir que não
520120	522120	eu acho que deve ser muito confortável, né?
522120	525120	mas eu já vi falar que é muito quente
525120	528120	você tem que trabalhar com uma luva também
528120	530120	porque a mão ali, né?
530120	531120	aquela coisa, né?
531120	533120	parece que fica suando
533120	535120	então tem lá suas vantagens de desvantagem
535120	537120	o que importa mais é pra mim...
537120	539120	é, ali quando você desenha, quando ela te obedece
539120	542120	e como aquele cursor te obedece, entendeu?
542120	544120	ele tem que ser de um jeito
544120	547120	que ele tem que te fazer esquecer de tudo
547120	549120	que você tá segurando alguma coisa
549120	552120	e comigo, assim, eu uso na posição do mouse
552120	553120	a minha tablet, né?
553120	555120	mas eu não olho pra minha mão, né?
555120	557120	não vejo o que eu tô fazendo
557120	559120	ali, cada tablet, dependendo
559120	561120	de variações
561120	563120	das linhas por polegadas
563120	565120	do nível de pressão
565120	567120	e da velocidade dos dados
567120	569120	da caneta pra mesa, né?
569120	571120	a junção dessas coisas, combinações delas
571120	573120	varia muito trás
573120	575120	eu já comprei várias tabras pra mim
575120	577120	eu acho que eu já tive
577120	579120	ao todo mais umas 12
579120	581120	algumas delas eu devolvia
581120	583120	da marca líder de mercado
583120	585120	porque eu não gostei, que não me dava
585120	587120	desenvoltura que eu precisava
587120	589120	e eu encontrei em uma tablet
589120	591120	baratíssima, ali eu faço
591120	593120	o desenho e é o meu desenho
593120	595120	as outras eu tenho, porque eu gosto
595120	597120	mesmo se não existe
597120	599120	o fotógrafo que uma câmera só não existe
599120	601120	o músico com instrumento só não tem
601120	603120	a gente é fascinado, a gente já comprou no monte, né?
603120	605120	desculpa perguntar qual a marca que é
605120	607120	mas só pra saber, talvez é igual
607120	609120	a minha, né?
609120	611120	a minha foi doação, eu...
611120	613120	a minha foi comprada
613120	615120	e na esquina também, talvez é a mesma
615120	617120	agênios, é...
617120	619120	agênios, é igual a minha
619120	621120	nós bem seis por um, hein, tu é
621120	623120	olha, e aqui tem um traço
623120	625120	mais certo
625120	627120	o cursor tá
627120	629120	exatamente no ponto
629120	631120	onde traça, velocidade do cursor
631120	633120	na tela é perfeita
633120	635120	não é muito rápido, não é muito lento
635120	637120	porque tem tablets maiores
637120	639120	que o cursor fica um pouco lento
639120	641120	isso atrapalha muito e as pequenininhas
641120	643120	são muito rápido, eu já notei que
643120	645120	eu não entendo isso profundamente
645120	647120	mas pesquisia alguma coisa e eu vi
647120	649120	se ela tivesse essa passagem de dados
649120	651120	abaixo de 200 rps
651120	653120	ela não vai te dar uma precisão
653120	655120	muito grande na hora de desenhar
655120	657120	mas ela vai, vamos dizer assim, soltar
657120	659120	mais tinta, entendeu?
659120	661120	então ela fica sendo como se fosse
661120	663120	um pincel pra pintar
663120	665120	e as tablets que todo mundo compra
665120	667120	que fala que a linda de mercado e adora
667120	669120	elas são assim, elas não te dão
669120	671120	um controle absoluto
671120	673120	alguns modelos têm um modo de precisão
673120	675120	mas pra você dar um detalhe
675120	677120	em determinado ponto pequeno
677120	679120	aquilo ali não abrange a tela toda
679120	681120	então tem essas variações
681120	683120	que é difícil a pessoa saber, mas quem pega
683120	685120	a primeira vez, quase todas elas funcionam
685120	687120	muito bem, os fabricantes
687120	689120	acho que o principal eles já dominaram
689120	691120	que eles estão competindo agora
691120	693120	com as perfumarias, os botõezinhos
693120	695120	as outras funções
695120	697120	mas o principal ali
697120	699120	são três fabricantes só que tem no mundo
699120	701120	dois na China e o Japones
701120	703120	e eles já dominaram o principal
715120	717120	eu lembro que a dificuldade que eu tive
717120	719120	quando eu fui usar uma tablet
719120	721120	é porque o seguinte, com o mouse
721120	723120	qualquer ponto é relativo né
723120	725120	qualquer ponto que você tiver, se você andar com um lado
725120	727120	e ele anda de onde está o curso lá na tela
727120	729120	para onde você foi né
729120	731120	o tablet, ele mapeia
731120	733120	a tela inteira naquela área
733120	735120	de desenho do tablet, então se você
735120	737120	triscar no cantinho da tablet
737120	739120	no seu cantinho esquerdo
739120	741120	o mouse vai lá pro seu cantinho esquerdo
741120	743120	se você clicar lá no cantinho direito
743120	745120	ele vai lá pro seu cantinho direito
745120	747120	e eu lembro que eu recebi a doação
749120	751120	foi exatamente a Gênios que falou
751120	753120	é mouse pen
753120	755120	o drive dela é mouse pen
755120	757120	o modelo dela escrito lá é diferente
757120	759120	mas lá está mouse pen
759120	761120	achei interessante porque exatamente isso
761120	763120	eu estava achando ela até grande demais
763120	765120	porque eu tenho um monitor
765120	767120	de 22 polegadas
767120	769120	e aí ele mapeia aquilo lá né
769120	771120	e ela não tem um formato widescreen
771120	773120	então é como se fica distorcido
773120	775120	no Windows tem a opção de
775120	777120	colocar assim, ele reduzia a área de desenho
777120	779120	do tablet, para a área de desenho
779120	781120	ficar widescreen também sabe
781120	783120	é certinho, se você fizer uma bola
783120	785120	aqui na tablet lá sai uma bola também
785120	787120	mas a sua é a 8 por 6
787120	789120	a 6 por 8 melhor não?
789120	791120	acho que a 6 por 8
791120	793120	e você usa no
793120	795120	débio né, que você falou ou não né
795120	797120	é, eu usava ela no
797120	799120	junto
799120	801120	não, porque pra mim não tem problema não
801120	803120	o widescreen aqui da tudo
803120	805120	funciona tudo direitinho
805120	807120	mas entendeu qual o problema?
807120	809120	se eu fizer uma bola o widescreen
809120	811120	no tablet, certinho, se eu pegar uma
811120	813120	moeda e circular ela
813120	815120	lá na tela vai aparecer ela
815120	817120	chatada, quer dizer
817120	819120	é esticada entendeu
819120	821120	é complicado você fazer alguma coisa
821120	823120	na tablet, assim, seguindo
823120	825120	uma orientação, vamos falar que você coloca
825120	827120	um traço embaixo do
827120	829120	plástico ali da tablet, desenho por cima
829120	831120	aí já começa
831120	833120	um monte de complicação
833120	835120	eu lembro que no Windows, eu resolvi isso no Windows
835120	837120	lá no drive
837120	839120	o pacotezinho do drive, ele tem a opção de você
839120	841120	reduzir a área de desenho
841120	843120	da tablet pra ficar mapeada
843120	845120	exatamente wide screen, sabe
845120	847120	tem, isso tem essa variação
847120	849120	eu nunca achei isso no Linux
849120	851120	é, parece que eles ainda estão preocupados
851120	853120	em fazer outras coisas nos drives
853120	855120	não dá tanta opção
855120	857120	já vi alguns drives
857120	859120	alguns programis
859120	861120	acho que não sei se vocês já viram do
861120	863120	que nome apps, mas não argaram pra lá
867120	869120	tchau
891120	893120	tinha um drive pra itek
893120	895120	que era muito bom com
895120	897120	o Face Graph, mas ficou abandonado
897120	899120	é uma pena
899120	901120	a última versão do Ubuntu tem até
901120	903120	uma parte lá só de OACON
903120	905120	eu nunca me achei porque a minha agenda, eu não sei se funciona
905120	907120	não funciona, agora tá
907120	909120	o Ubuntu tá uma beleza
909120	911120	o Mint também, no CD
911120	913120	se você colocar essas tablets
913120	915120	funciona, é só essas tipo
915120	917120	IpTek e a C3Tek
917120	919120	modelos gênios
919120	921120	não parece que o Gepens
921120	923120	7.12
923120	925120	que elas são feitas com
925120	927120	uma mesma companhia
927120	929120	que é dispensável, que não tem jeito
929120	931120	quer mexer com Gimp
931120	933120	até com Inkscape mesmo
933120	935120	fazer algum desenho, alguma coisa
935120	937120	que dá pra fazer muita coisa legal
937120	939120	e MyPaint então, tem jeito
939120	941120	tem que ser tablet
941120	943120	eu lembro que eu tive muito problema com Gimp
943120	945120	pra calibrar lá, mas quando eu estalei o MyPaint
945120	947120	funcionou tudo pressão, tudo tranquilo
947120	949120	é, ele é o mais tranquilo
949120	951120	de todos pra funcionar
951120	953120	e não precisou fazer nada
953120	955120	tem tablet até que tem
955120	957120	além da pressão, ela tem a sensibilidade
957120	959120	do ângulo que tá do papel
959120	961120	isso é bom, mas
961120	963120	às vezes não é
963120	965120	depende muito do estilo que a pessoa trabalha
965120	967120	às vezes até eu trabalho um pouco
967120	969120	ela inclina o traço
969120	971120	da inclinação
971120	973120	você não tem muito controle
973120	975120	pra uma pincelada bem solta
975120	977120	talvez seja legal, alguma coisa mais experimental
977120	979120	depende do caso
979120	981120	que você vai usar sempre
981120	983120	não sei, que seja o estilo da pessoa
983120	985120	que pegou aquilo, ele gostou
985120	987120	e explora né, que no geral
987120	989120	não é uma coisa que faça tanta falta
989120	991120	não, o que faz falta mesmo
991120	993120	é a pressão e essa precisão
993120	995120	acho que isso é importante
995120	997120	e a borrifada da tinta
997120	999120	tem que sair um fluxo legal
999120	1001120	sobre o seu Gimp
1001120	1003120	se ele é muito customizado, se você baixa algum
1003120	1005120	plugin ou aquele Gimp
1005120	1007120	mesmo que você entra lá no site
1007120	1009120	e baixos já começam a usar
1009120	1011120	ou se você usa um
1011120	1013120	é legal se perguntar isso
1013120	1015120	o meu eu uso junto
1015120	1017120	com o Gimp Painter
1017120	1019120	e o Gimp Paint Studio
1019120	1021120	eu acho indispensável
1021120	1023120	o Gimp Paint Studio indispensável
1023120	1025120	pra quem quer fazer um trabalho
1025120	1027120	com vincéis
1027120	1029120	um defeito de coisa artística
1029120	1031120	bonito, tem que colocar o Gimp Paint Studio
1031120	1033120	vocês conhecem né, que é o pacote
1033120	1035120	de presets
1035120	1037120	que já se desenvolveu
1037120	1039120	que ele é um ilustrador espanhol
1039120	1041120	e o Gimp Paint, que aquele japonês
1041120	1043120	se desenvolveu também
1043120	1045120	eu acho que é um forque né, do Gimp
1045120	1047120	ele tem uns recursos
1047120	1049120	de aprimoramento
1049120	1051120	da pressão, da força
1051120	1053120	da pressão, da mínima
1053120	1055120	e a máxima, que ajuda demais
1055120	1057120	também, muito bom
1057120	1059120	e tem a ferramenta MixBrush
1059120	1061120	a Gpen eu não uso muito não
1061120	1063120	pra dar um efeito bem de pena
1063120	1065120	mas eu não uso muito não
1065120	1067120	o MixBrush eu gosto mais
1067120	1069120	que dá aquele efeito de misturar
1069120	1071120	o fundo do papel, seja o branco, qualquer cor
1071120	1073120	com as cores que você tá usando
1073120	1075120	e da melhora mais ainda ser feita
1075120	1077120	se eu usar as cores do degradê
1077120	1079120	é muito interessante
1079120	1081120	então eu uso isso e coloquei lá
1081120	1083120	vários filtros também
1083120	1085120	aquele FX
1085120	1087120	Foundry, não sei como é que chama
1087120	1089120	mas quase não use né, esses filtros
1089120	1091120	eu fico tentando, uma hora eu vou aprender
1091120	1093120	e eu vou mexer, mas quase não uso
1093120	1095120	4 horas configurando e usa
1095120	1097120	15 minutos em jogo
1099120	1101120	mas a sua ferramenta
1101120	1103120	chodó mesmo é o Gimp
1103120	1105120	você usa mais ela no diadio
1105120	1107120	ou você usa outras
1107120	1109120	assim, a mais
1109120	1111120	um Escape, MyPaint
1111120	1113120	os vetoriais
1113120	1115120	eu não uso não, é muito raro
1115120	1117120	eu uso mais é o Gimp mesmo
1117120	1119120	MyPaint eu gosto dele
1119120	1121120	ainda acho o Gimp mais fácil
1121120	1123120	de eu acessar ferramentas
1123120	1125120	e eu não sei, eu acho que
1125120	1127120	ele flui melhor
1127120	1129120	tirando a parte de configuração
1129120	1131120	de pincelis que é muito complexa
1131120	1133120	muito vasta
1133120	1135120	ele ser muito fácil de pegar
1135120	1137120	mas eu acho o Gimp melhor
1137120	1139120	já tem esses recursos de edição
1139120	1141120	eu uso muito aquela distorção interativa
1141120	1143120	e eu tô ansioso
1143120	1145120	pra que vem as novas versões
1145120	1147120	eu acho, sempre pensei
1147120	1149120	3.0 vai ficar
1149120	1151120	uma coisa muito boa
1151120	1153120	um problema muito forte
1153120	1155120	tomaram aquele coctu no gênero
1155120	1157120	só né
1173120	1175120	eu não sei, eu já fiz
1175120	1177120	os meus esquemas aqui
1177120	1179120	que funcionam, é meio parecido com aquele padrão
1179120	1181120	que eu costumei muito, mas funciona
1181120	1183120	fica legal manter a janela sempre em cima
1183120	1185120	ou então deixa ela naquele modo
1185120	1187120	utilidade lá e ela fica ser visível
1187120	1189120	as paletas futuantes que eu digo
1189120	1191120	e a janela também fica lá embaixo delas
1191120	1193120	paradinho, então é tranquilo
1193120	1195120	qualquer coisa eu tab ali e as paletas desaparecem
1195120	1197120	e o F11 trabalha na tela cheio
1197120	1199120	que repõe isso também, mas é tranquilo
1199120	1201120	primeiro é tranquilo
1201120	1203120	hoje, qual que é a proporção do teu tempo de trabalho
1203120	1205120	e com o GIMP?
1205120	1207120	eu tô direto no linux e no GIMP
1207120	1209120	eu tava, aquele negócio assim
1209120	1211120	de ficava testando
1211120	1213120	aí um dia eu falei, não, eu tenho que ficar
1213120	1215120	pelo menos uma semana pra me ver
1215120	1217120	pra testar como é que funciona os programas
1217120	1219120	pra aprender
1219120	1221120	e depois dessa semana eu não voltei mais
1221120	1223120	não entendi, porque eu gostei muito
1223120	1225120	é a coisa de ser customizável
1225120	1227120	também, você poder mudar muito
1227120	1229120	até cara, eu gosto
1229120	1231120	de visual, eu gosto de ver uma coisa
1231120	1233120	que tem um visual bonito ali na minha frente
1233120	1235120	e daí tem muito tema
1235120	1237120	né, pode mexer em borda de janela
1237120	1239120	eu gosto muito disso, então
1239120	1241120	aí fui começando a aprender, eu senti alguma falta
1241120	1243120	de programas pra conversão
1243120	1245120	de vídeo que eu não conhecia
1245120	1247120	nossa, achei tanta coisa
1247120	1249120	então, não tô sentindo mais falta de nada
1249120	1251120	acho que isso é muito legal
1251120	1253120	entrar nessa parte
1253120	1255120	de proprietar o livre
1255120	1257120	os seus trabalhos têm algum
1257120	1259120	restrição sobre a licença
1259120	1261120	quando você publica alguma coisa
1261120	1263120	essas coisas que estão no problema
1263120	1265120	com as instituições que você manda
1265120	1267120	os trabalhos que eu faço
1267120	1269120	profissionalmente, ainda é dentro
1269120	1271120	desse padrão do mercado mesmo
1271120	1273120	alguma coisa é direito autoral meu
1273120	1275120	outras coisas são negociadas
1275120	1277120	o direito
1277120	1279120	sessão total, porque no brasil ainda tem
1279120	1281120	muito isso, que é uma coisa assim que
1281120	1283120	não tem lá fora praticamente
1283120	1285120	é uma coisa, não era pra ter
1285120	1287120	um artista tech cd
1287120	1289120	direito total da obra dele por 70 anos
1289120	1291120	ainda tem isso no brasil
1291120	1293120	infelizmente
1293120	1295120	apesar dos ilustradores
1295120	1297120	pessoal se unir e foi feito aquele
1297120	1299120	guia do ilustrador, pode se baixar
1299120	1301120	grátis na internet, é muito bom
1301120	1303120	todo mundo debateu muito isso
1303120	1305120	tentou ver se mudava isso
1305120	1307120	mas aos pouquinhos é que tá mudando
1307120	1309120	ainda tem muita essa coisa
1309120	1311120	o cara chegar com contrato
1311120	1313120	te oferecendo pra você ceder o direito total
1313120	1315120	e tem situação que a pessoa cede
1315120	1317120	tem outras que não dá pra se negociar
1317120	1319120	complicado ainda
1319120	1321120	agora o que eu faço pra software livre
1321120	1323120	geralmente eu deixo pra
1323120	1325120	compartilhar né, a pessoa poder compartilhar
1325120	1327120	só não dou permissão da venda
1327120	1329120	eu acho que é até errado falar isso
1329120	1331120	mas eu baixei umas reviscinhas
1331120	1333120	sua pela internet, talvez foi até você
1333120	1335120	que disponibilizou não?
1335120	1337120	isso aí não tem jeito, tem que descobrir
1337120	1339120	uma maneira legal que as pessoas
1339120	1341120	possam baixar, que o artista ganha
1341120	1343120	mesmo que um pouco, eu gostei muito
1343120	1345120	com aquela ideia que o stalman deu
1345120	1347120	uma vez eu coloquei no meu blog
1347120	1349120	uma carta para Dilma
1349120	1351120	que vocês leram isso né, ele propondo
1351120	1353120	a divisão, eu achei muito legal
1353120	1355120	uma coisa interessante
1355120	1357120	então eu acho que pode seguir por aí
1357120	1359120	eu acho que não dá pra controlar mais
1359120	1361120	só lembrando aqui, eu completo
1361120	1363120	todas as reviscinhas
1363120	1365120	desculpe mas eu contribui
1365120	1367120	pra pirataria
1367120	1369120	ah não é isso aí
1369120	1371120	não dá pra controlar
1371120	1373120	as coisas, foi compensado
1373120	1375120	eu to querendo fazer experiência
1375120	1377120	de produzir alguma coisa
1377120	1379120	e deixar ela na net e pedir pra
1379120	1381120	só dar uma surda
1381120	1383120	eu não lembro se tem link de paypal
1383120	1385120	no teu blog tem não né
1385120	1387120	não, tem que pô, paypal ainda não tem
1387120	1389120	eu tenho um bag seguro
1389120	1391120	o Richard Stalman, quando ele fez o manifest
1391120	1393120	lá do software livre, ele falou
1393120	1395120	como que seria a liberdade né, a liberdade
1395120	1397120	de alterar, a liberdade de distribuir
1397120	1399120	liberdade de usar pra qualquer fim
1399120	1401120	tem dicas de vários modelos de negócio
1401120	1403120	que poderia ser seguido em cima
1403120	1405120	desse modelo de desenvolvimento
1405120	1407120	no caso de software, agora o criativo ficou como de produção
1407120	1409120	de arte né, tu viu uma palestra dele
1409120	1411120	falando muito de hardware livre
1411120	1413120	a ideia dele vai por aí
1413120	1415120	e eu acho que vai acabar
1415120	1417120	afetando toda a sociedade
1417120	1419120	porque ele tá mexendo aí
1419120	1421120	com o Centra nossa
1421120	1423120	sociedade atual tecnológica
1423120	1425120	tudo se faz hoje com software e hardware
1425120	1427120	e quando você tenta mudar o padrão
1427120	1429120	que tinha, dá uma outra opção
1429120	1431120	totalmente nova igual a essa
1431120	1433120	que tem gente que não consegue entender
1433120	1435120	não é uma coisa complicada
1435120	1437120	mas é tão diferente do que era
1437120	1439120	como é que o cara teve essa ideia
1439120	1441120	de fazer uma coisa
1441120	1443120	que é legal, é resguardada judicialmente
1443120	1445120	mas todo mundo pode usar
1445120	1447120	e dá pra ganhar dinheiro também
1447120	1449120	se não quiser também, não ganha dinheiro
1449120	1451120	muito legal
1457120	1459120	e uma irmã
1463120	1465120	muito hermosa
1467120	1469120	que se chama
1473120	1475120	Liberta
1487120	1489120	eu vi os trabalhos do cara
1489120	1491120	que faz o GPS, o cara é muito bom
1491120	1493120	os trabalhos da gente, viu?
1493120	1495120	ele é um retratista
1495120	1497120	também muito bom
1497120	1499120	e ele pinta abstrato
1499120	1501120	também muito bem
1501120	1503120	mas a gente sente falta ainda
1503120	1505120	que tá havendo uma certa articulação
1505120	1507120	assim, dos artistas
1507120	1509120	que usam esses programas
1509120	1511120	a gente tá começando a se conhecer
1511120	1513120	e a gente tá fazendo isso
1513120	1515120	e a gente tá fazendo isso
1515120	1517120	mas a gente tá começando a se conhecer
1517120	1519120	e fazer mais contato
1519120	1521120	e alguns programadores também
1521120	1523120	aquele Peter
1523120	1525120	acho que não sei se é Peter Sike
1525120	1527120	ou Peter Sikking
1527120	1529120	ele é uma pessoa que ajuda ele
1529120	1531120	no trabalho que ele tá fazendo
1531120	1533120	de redesign do GIMP
1533120	1535120	eles começaram a entrevistar alguns
1535120	1537120	artistas que usam o GIMP
1537120	1539120	inclusive já me entrevistaram
1539120	1541120	Minho, Ramon e o David
1541120	1543120	Revoia, aquele francês daquela animação
1543120	1545120	de fundação Blender, segunda
1545120	1547120	e eles entrevistaram a gente
1547120	1549120	como é que a gente trabalha
1549120	1551120	todos os dados técnicos, como é que a gente usa o GIMP
1551120	1553120	eu acho que vai começar a aparecer
1553120	1555120	coisa nova aí
1555120	1557120	eu vou fazer um contato também com outros artistas
1557120	1559120	a gente vai trocando ideia
1559120	1561120	e eu acho que muita coisa boa vai aparecer
1561120	1563120	porque precisa disso, né?
1563120	1565120	precisa gente que usa, usa bastante
1565120	1567120	usa bem pra dar um retorno pro desenvolvedor
1567120	1569120	e ter esse contato com o desenvolvedor
1569120	1571120	também porque às vezes tem alguma coisa escondida
1571120	1573120	que a gente não percebeu
1573120	1575120	mudando de
1575120	1577120	papacacete
1577120	1579120	você já foi convidado pra
1579120	1581120	participar de alguma animação
1581120	1583120	pelo menos na arte conceitual
1583120	1585120	não ainda não
1585120	1587120	falar nisso, tu viu o pessoal lá do Hobbit
1587120	1589120	os caras fizeram arte conceitual
1589120	1591120	em 3D, cara?
1591120	1593120	eu sou artista 2D mesmo, ainda não consegui
1593120	1595120	me adaptar a 3D
1595120	1597120	eu sempre vou querer estudar
1597120	1599120	mas eu acho muito trabalhoso
1599120	1601120	eu pensei seriamente em comprar a revista da Larissa
1601120	1603120	Rickam, que ela vem com a 3D
1603120	1605120	pra
1605120	1607120	fazer umas coisas dessas
1607120	1609120	eu gosto mais do 2D mesmo
1609120	1611120	vamos ver, até quando nós vamos ter
1611120	1613120	espaço
1613120	1615120	espero que tenham tempo
1615120	1617120	tem uma coisa que eu deixei passar
1617120	1619120	é porque tem o Rodney Bukemi
1619120	1621120	que é lá do MDM também
1621120	1623120	que ele também é de Belo Horizonte
1623120	1625120	tem, ele tem vários outros
1625120	1627120	o Vilmar com o Rado
1627120	1629120	também de Belo Horizonte
1629120	1631120	tem o
