start	end	text
625040	628040	o gerente de TI e você tem um diretor de empresa.
628040	633760	Essa falta de comunicação que gera a falta desse profissional é que dificulta todo o
633760	640240	mercado, inclusive salários, teto salarial, tudo isso baixa muito quando você não deixa
640240	645760	que o dono da empresa conheça a real importância da tecnologia de informação dentro dessa
645760	646760	empresa.
646760	653560	É um grande problema, e é um problema endêbico, você chegar numa empresa e o TI só serve
653560	658440	para pagar incêndio, ele só está lá para resolver pau de sistema, como ele diz, acabou
658440	659440	e outra.
659440	664000	O TI ele faz de tudo, desde consertar telefone até mexendo o software, porque não tem uma
664000	670840	separação do que é tecnologia de informação, que é informática em cima, porque o menino
670840	674440	se formou em computação, então ele sabe mexer em satélite.
674440	680040	Eu tinha um ex-coleg que trabalha que ele falava assim, ele se formou engenharia da computação
680040	685280	na federal, aí ele falava assim, quando ele ia falar para alguém qual a profissão
685280	689400	dele ele falava que era engenheiro, porque quando ele falava que era engenheiro da computação
689400	693760	a pessoa falava uma computação, eu tenho um sobrinho que mexe com um computador também,
693760	698720	o sobrinho de 12 anos que mexe com um computador.
698720	705000	E isso é culpa nossa, isso é a falta de se vender bem, de saber o que explicar exatamente
705000	710080	o que a gente faz, a gente tem muitos bons exemplos, mas tem bons exemplos também,
710080	716160	a gente trabalha com clientes que são empresas líderes no mercado e o grande diferencial
716160	722640	dessas empresas é o TI, é um gerente, um diretor de TI que parou de ver a tecnologia
722640	730200	de informação como um imero adereço, ela parou de acudir problemas, eles fizeram um
730200	735200	preparo no TI para que esses problemas fossem menos recorrentes, eles começaram a colocar
735200	740840	o TI como um diferencial estratégico, hoje em calcentres, funcionando muito bem e comers,
740840	744240	eles são todos diferenciais estratégicos muito importantes para uma empresa.
744240	748960	Muito interessante, como que o cara consegue dar um desconto de 70% em um produto, como
748960	753840	que ele ainda vai ter lucro se ele tem 70 mil itens no estoque dele, ele consegue fazer
753840	754840	isso manualmente.
754840	760480	É, não, e muitos outros exemplos, a gente tem uma rede de farmácia que é nossa cliente,
760480	767920	que o sistema desenvolvido sozinho, ele identifica as regiões que consomem produto X e remaneja.
767920	770880	Ah, faz um perfil, é a parte de CRM, né?
771000	773920	E é brilhante, não, então o que acontece?
773920	778320	A empresa tem um gerenciamento perfeito, ela tem um diretor financeiro que é extremamente
778320	782520	competente, ela tem uma diretora de RH que é extremamente competente, são as partes
782520	787320	fundamentais, mas ela tem um engenhante de TI que está ali discutindo todos os assuntos,
787320	793640	participando de todas as reuniões, ele consegue se comunicar e consegue explicar fatores técnicos
793640	796920	para pessoas que não são técnicas, que esse é a chave.
796920	801120	Então o melhor é a gente conseguir explicar esse assunto para um lego, mais valorizado
801120	804600	a gente vai ser no mercado e mais espaço a gente vai ter nesse mercado.
804600	809600	Eu trabalhei numa empresa, primeiro era o departamento, dentro dessa outra empresa,
809600	813360	a parte de TI, a gente era os meninos da TI e virou uma empresa.
813360	817920	A nossa ponte com o restante da empresa era exatamente o cara do comercial.
817920	820040	Aí ele fazia o papel comercial de muito tempo.
820040	826560	Então ele fazia o papel comercial tanto do departamento de TI para o restante da empresa
826600	833320	quanto a parte de traduzir o problema da empresa para a gente que era o pessoal do TI.
833320	840000	Esse é um detalhe, que é também um detalhe muito importante para esse novo comercial.
840000	843240	Por que ele tem que ter conhecimento técnico aprofundado?
843240	849640	Porque ele não vai mais vender o NIC simplesmente, ele tem que vender o produto que foi desenvolvido
849640	855520	pela empresa, tem que colher as informações, as impressões do cliente e traduzir essas
855520	858400	impressões para o setor de desenvolvimento dele.
858400	863680	Ele é o principal ponte entre o cliente e o prospecto, e a empresa é o comercial.
863680	867920	Então ele vai para a rua, ele vai para o telefone, que seja, ele tem que voltar para
867920	872600	a empresa, se não com um contrato, com as impressões que o mercado tem sobre o produto.
872600	878240	Isso, para qualquer um que já abriu uma empresa na vida, sabe o importante isso é para a
878240	879240	empresa.
879240	880240	E esse aqui é o problema.
880240	887600	Na verdade, hoje, no TI, tecnologia da informação, a gente precisa muito desse profissional.
887600	892600	Imagina a sua faculdade, a nossa faculdade de tecnologia como foi.
892600	897600	Eu conheço pouquíssimas pessoas que passaram pela faculdade com esse dom, com esse dom de
897600	903400	comunicação, de fácil convivência, um sujeito carismático que permaneceu até o final do
903400	904400	curso.
904400	908800	Normalmente ele abandonou a faculdade ali no segundo ou terceiro ano, pela primeira
908800	909800	matéria de cálculo apertou.
909800	930160	Eu acho que tem um problema na formação, no profissional, que é tão acadêmico, mas
930160	936120	um perfil, um perfil comum por profissão andaralha, para pessoa introspeitiva, que
936120	940880	não tem pronta facilidade em conversar com assuntos que não sejam tecnologia.
940880	946400	Isso aqui, para vocês barram o mercado, é o que gera todo o problema de ter uma pessoa
946400	953480	que consiga explicar o que a área dela faz falta, o que problema que eu tenho hoje.
953480	959120	O meu profissional, ele passa para uma faculdade de tecnologia que é puramente técnica, ele
959120	963360	ficava cinco, agora ficam três anos, e todas as matérias que ele tirar dessa faculdade
963360	968360	são as matérias de cunha administrativa, então você lembra da tomatéria empreendedorismo?
968360	971760	Eu tive empreendedorismo com os técnicos e na faculdade.
971760	973760	Pois é, você gostava do empreendedorismo?
973760	974760	Gostava, peguei que gostava.
974760	976560	Pois é, quantas pessoas sua sala gostava?
976560	978240	Mano, era muita gente que dava...
978240	979760	Na verdade deve ter sido você.
979760	983360	Quer dizer, e o professor era muito bom, então o professor captivava pra caramba, né?
983360	984360	É isso que precisa, né?
984360	985360	O que aconteceu comigo?
985360	989680	Os professores que davam esse tipo de matéria, eles eram professores realocados, então
989680	994960	eles pegavam professores de sistemas operacionais, e colocavam o cara em um cadê d'orel, e colocavam
994960	998600	o cara para fazer outras coisas, ou então um professor que dava aula de humanas, mas
998600	1000880	que ele estava cumprindo cargoirá na minha universidade.
1006880	1011000	Não é a mesma coisa, abrir uma empresa de venda de produto e uma empresa de venda de
1011000	1013200	serviço, ou uma empresa de venda de software.
1013200	1017320	Você vai se comunicar com um nicho de pessoas totalmente distintos, né?
1017320	1020560	Então falar sobre assuntos, que não é assunto o conhecimento geral, você vai ter
1020560	1024160	que aprender a vender o que ninguém sabe o que é, você primeiro tem que aprender a
1024160	1026200	explicar, aí isso é muito complicado.
1026200	1027200	Ah, é.
1027200	1031240	Outra coisa, é uma consequência disso aqui, além do comercial das empresas hoje que
1031240	1036600	o TI e a direção, elas têm um deslocamento enorme, porque imagina o seguinte, você
1036600	1040560	está trabalhando numa empresa de venda de calçados, é...
1040560	1042560	Desse cenário eu conheço bem.
1042840	1049280	Pois é, então você tem uma direção que o produto final deles é venda, então é
1049280	1054000	produto vendido, esse é o sucesso da empresa, o que que o TI tem a ver com isso no final
1054000	1055000	das contas?
1055000	1058720	Para a gente tudo, se o sistema dele para, ele para de vender, isso é uma premissa
1058720	1063320	básica, é fundamental para ele começar a trabalhar.
1063320	1067000	Se o sistema não está funcionando direto, ele não vai vender, então é diretamente
1067000	1071200	proporcional a força de vendas, mas até então é só uma força que atrapalha, qual
1071200	1072200	é a dificuldade?
1072200	1078520	Os diretores de TI hoje, esse cargo mal existe, os gerentes de TI, eles têm que ter o conhecimento
1078520	1083280	geral da tecnologia, mas tem que ter o conhecimento do decócio, ele tem que saber comunicar
1083280	1087800	e entender, interpretar TI para o dono, saber o que a nova tecnologia pode fazer por ele,
1087800	1091720	é onde aqueles podem começar a trabalhar para que a TI ela pare de resolver o problema
1091720	1092720	que é o que acontece hoje.
1092720	1096720	Tá, famosa TI produtiva, que ainda é um mundo único.
1096720	1103080	Qual é a formação de um profissional que trabalha no comercial?
1103080	1109480	Eu acho que é muito mais fácil você ensinar um vendedor a vender tecnologia hoje, ensinar
1109480	1111040	o cara da tecnologia a vender.
1111040	1115320	É muito mais simples, qual é a consequência disso no mercado, o que a gente enfrenta
1115320	1120000	em lojas de informática, em venda e tecnologia, é o comercial da conta que não sabe absolutamente
1120000	1121960	nada do que ele está falando.
1121960	1127320	Então ele decora um texto, ele acha que sabe, ele cospe aquilo em cima de TI e se você
1127320	1130600	tem um pinho de conhecimento técnico, a primeira besteira que ele fala, ele já perdeu toda
1130600	1131600	a credibilidade.
1143600	1144600	Qual era o ideal?
1144600	1147840	Sabia que tem sujeito que fica no fundo da sala, que ninguém dá nada para ele ver
1147840	1150960	a tecnologia que conversa mais do que no mercado da cobra e que acho que não tem nada
1150960	1151960	para fazer lá dentro.
1151960	1156760	Se forma, bota o diploma na gaveta e vai para outra área, vai fazer outro curso superior
1156760	1161280	ou vai trabalhar em outra coisa, talvez esse cara é o que falte no mercado hoje, que é
1161280	1166240	o sujeito que tem facilidade em comunicação, que entende do negócio como um todo, que
1166240	1170600	entende de tecnologia, mesmo que não aprofundadamente, é uma pessoa que sabe dos conceitos, que sabe
1170600	1174920	como é que funciona, mas que não está para pesquisa e desenvolvimento e nem para suporte.
1174920	1179200	Ele tem uma outra área guardada para ele no mercado de trabalho, que provavelmente é
1179200	1183680	a área que paga melhor hoje por conta da carência de profissionais, e se ele se desenvolvesse
1183680	1188200	um pouco mais na parte de negociação, na parte de marketing, ele ia se tornar um belo
1188200	1189200	profissional comercial.
1189200	1192840	É esse o estímulo que falta, qual é o estímulo que esse cara tem hoje nenhum?
1192840	1196720	Ele vai sair da faculdade muito provavelmente antes de todo mundo, se ele não se encher,
1196720	1202160	porque ele não vê o futuro dele naquele curso e ele pude então a faculdade a alocar
1202160	1203160	esse sujeito.
1203160	1206720	Ele tem que ter essa gama de opções antes de entrar na faculdade ou pelo menos no início
1206720	1210920	do curso, porque do meio para o final do curso ninguém tem mais paciência para fazer nada,
1210920	1212080	é muito complicado.
1212080	1216680	E hoje o profissional entra muito cedo na faculdade, eu entrei com 17 anos e na minha
1216680	1222680	época eu era o mais novo da turma, hoje eu já tenho colegas que entraram com 14, colaram
1222680	1226280	o segundo e o terceiro ano, entraram direto na faculdade, nesse caso em específico desse
1226280	1229920	amigo ele está muito bem, ele gosta muito do curso dele, agora é uma chance imbile na
1229920	1230920	minha opinião.
1230960	1234000	Você tem que ter maturidade para escolher o que você vai fazer para o resto da vida,
1234000	1235800	não é tão simples assim?
1235800	1239440	Eu antes de terminar o segundo grau já estava fazendo curso técnico, terminei o curso técnico
1239440	1243280	e seis meses depois eu entrei na faculdade, mas eu já estava bem indirecionado do que
1243280	1248360	eu queria fazer, eu fazia cursos na área assim há muito tempo, o que eu percebo pelo
1248360	1252320	menos na minha formação a parte de empreendedorismo era muito forte.
1252320	1254600	Isso é muito bom, e é muito raro de acontecer.
1254600	1260680	E foi nos dois cursos, tanto no curso técnico e na graduação, tive a sorte de ter
1260680	1267200	professores muito bons nessa parte de não-humanas, que foi uma coisa que na faculdade eu tive
1267200	1272200	mais do que no curso técnico, e eu gostei muito, por exemplo, eu tive filosofia, eu
1272200	1278560	tive empreendedorismo, tive homem em sociedade, que também são relacionados até à cultura
1278560	1284120	e como se portar diante disso, eu achei assim muito importante para minha formação como
1284120	1285120	profissional.
1285120	1289320	Mas o que eu via na faculdade era que a galera dava menor importância para esse tipo de
1289320	1293840	matéria, por não estar relacionado diretamente à parte técnica.
1293840	1297920	O estudante de tecnologia é tão chita, às vezes ele não gosta da parte técnica que
1297920	1298920	não é interessante.
1298920	1304040	Eu tive aula de circuito integrado e era pouquíssima gente que gostava, mesmo sendo
1304040	1306040	totalmente relacionado a TI.
1306040	1311800	O meu curso era basicamente um curso de telecomunicações, a base de telecomunicações no CEFET, na época
1311800	1317080	você tinha muita herança desse curso, eu tinha transmissor, transmissor e receptor
1317080	1321200	como uma matéria, era terrível para estudar, era muito difícil.
1321200	1325600	Em compensação essa parte de empreendedorismo, eu tive uma aula horrível, eu não me lembro
1325600	1328520	do nome do professor, ainda bem para ele, porque senão eu falava.
1328520	1333080	Então eu faço propaganda positiva, o meu era o Carvel Wacken.
1333080	1340480	Bom, e a gente passa pela faculdade, não tem nenhum tipo de instrução nesse ramo, não
1340480	1348120	é instigado a buscar esse tipo de conhecimentos e é questão de forçar o barras, fazer apresentações
1348120	1350120	de trabalho que estamos torturando.
1366120	1369560	Essa é uma coisa que mereceria ter um episódio separado.
1369560	1373840	Esse desenvolvimento que a pessoa perde a oportunidade, que vai empurrando a cambarriga,
1373840	1377960	vai empurrando a cambarriga, chega no mercado de trabalho e ele se ferra.
1377960	1383160	É começar da escola, tem os trabalhos em grupo para apresentar na frente, tem os trabalhos
1383160	1389360	para fazer e o cara se forma na escola, no segundo grau, o cara tem medo de falar em
1389360	1394680	público e tem medo de falar em público e ele não consegue escrever nada.
1394680	1398040	Ainda bem que tem aquela menininha que você está lá na frente, que normalmente sobra
1398040	1401800	tudo o trabalho para ela, então fazer o trabalho, quanto precisa para o trabalho?
1401800	1407800	É, chega na faculdade, tem os trabalhos, quase todo semestre tem um trabalho, maneiro
1407800	1413520	para fazer e a galera vai empurrando, vai empurrando, se forma e não consegue falar
1413520	1418440	em público direito e não consegue escrever nada, se pedir para ele vender uma proposta
1418440	1421680	de um projeto que ele quer fazer, o cara não consegue.
1421680	1426720	Chega no mercado de trabalho, o cara não consegue apresentar um produto para uma reunião
1426720	1431120	da própria empresa, ele vai vender um projeto, ele não consegue...
1431120	1433880	E pior, ele não consegue se apresentar.
1433880	1437040	Ele não consegue nem se apresentar.
1437040	1441800	Ele não sabe até onde ele pode ir, ninguém vai saber isso sozinho, é ilusão achar que
1441800	1446520	o empregador tem a mediunidade de detectar a correatura com o que tem sem que você abra
1446520	1451640	a boca e fale sobre isso, isso é impossível, então ou você aprende a fazer isso lá na
1451640	1455720	hora do mercado de trabalho, quando está muito em cima ou então você vai ficar com
1455720	1461240	um subemprego, só pensar aí nos grandes desenvolvedores, eu conheço muitos grandes
1461240	1466600	desenvolvedores que estão presos em salinha, desenvolvedor de software inclusive, ficando
1466600	1472280	deixando um monte de gente rico por aí, sem saber disso, sem a capacidade de levantar
1472280	1476600	e fazer isso por si só, porque é uma parte muito específica mesmo, e não é todo mundo
1476600	1482040	que acha alguém honesto para valorizar o seu trabalho, é complicado, acho que compensaria
1482040	1487600	aí um restudo de grade, o profissional de ITI desde o início ele tem um perfil introspectivo,
1487600	1493120	a gente já falou disso, quando gosta de falar, gosta de falar sobre assuntos técnicos, hoje
1493120	1498840	com a maior dificuldade de um comercial de tecnologia, você não tem com quem conversar,
1498840	1503320	você tem que desenvolver uma linguagem que você alcança desde uma pessoa lenda falando
1503320	1509040	de benefícios, o que o teu produto tem a agregar no final e você tem que desenvolver
1509040	1514440	o conhecimento técnico para descrever o produto para um profissional da área, porque você
1514440	1518080	não consegue fazer isso, uma dessas coisas só, são duas lidades muito distintas, a
1518080	1522120	direção executiva de uma empresa ela não tem a grande maioria das vezes a mínima
1522120	1528200	noção do que a tecnologia e gerencizes de ITI não tem grande interesse por conta
1528200	1533040	desse mesmo perfil em saber como o mercado funciona, ele não tem tino para empreendedor,
1533040	1536520	ele não sabe quais são as dificuldades que o dono da empresa passa, então ele passa
1536520	1540720	por essa dificuldade também, normalmente nessas entrevistas a gente vê pessoas se
1540720	1545920	preocupando muito mais em defender o emprego delas, em defender assim, tornar o meu serviço
1545920	1549960	mais fácil do que necessariamente tornar a empresa mais produtiva, e esse é um problema
1549960	1572280	até porque isso é uma habilidade diferente né, até uma coisa que a gente fala muito
1572280	1578400	na parte de gerencia de projetos e desenvolvimento de software, cada parte tem pessoas que atuam
1578400	1584640	nesse ponto, tem características diferentes, o analista de sistema em si ele tem habilidades
1584640	1588920	totalmente diferentes do programador, tanto é que num processo de desenvolvimento de
1588920	1593720	software o programador não poderia testar e levantar requisito com o cliente, porque
1593720	1601080	são perfis de pessoas muito diferentes, mas habilidades você desenvolve com exercício,
1601080	1606320	não é uma pessoa que pode então nascer para um curso técnico, eu nunca vou estar
1606320	1610560	habilitado a falar em público, o relacionamento interpessoal ele é uma necessidade para todo
1610560	1615720	mundo, como esse relacionamento acontece é questão de exercício, você pode se exercitar
1615720	1620880	e se tornar um bom comunicador, mesmo que seja para se vender para valorizar o seu trabalho
1620880	1627760	ou para passar esse tipo de recado, para ocupar posições que você não imaginava, eu acho
1627760	1632560	que é de fato um problema que a gente na empresa está enfrentando, eu estou com esse
1632560	1637480	problema, tem que montar uma equipe comercial, eu preciso de pessoas com esse perfil e é
1637480	1642440	extremamente complicado, para o meu comercial eu praticamente abri mão de um técnico para
1642440	1648080	pegar um comercial, vou fazer isso em forma de equipe e separar as funções justamente
1648080	1653880	porque vou botar na rua duas pessoas que vão fazer o papel de uma pessoa completa.
1653880	1658560	Um problema que eu vejo no comercial é a pessoa vender o que não tem e a parte técnica
1658560	1664480	tem que se virar para atender, falta de conhecimento técnico, é tudo fruto do mesmo
1664480	1668680	problema, você coloca vendedores na rua que não conhecem o produto, que não sabem o
1668680	1673080	que falam, mas que querem vender porque essa é a missão deles e eles vão falar assim
1673080	1678080	para tudo que o cliente quiser, isso a gente enfrenta em todo tipo de empresa e na empresa
1678080	1682800	de tecnologia se torna insuportável, é motivo de falência para muitas delas.
1682800	1687720	Porque tem empresas que o cara na hora que ele está oferecendo o produto ele vê a necessidade
1687720	1693960	do cliente e fala que aquilo lá tem e vende e depois o técnico tem que se virar para criar
1693960	1698440	isso e aí o cliente acaba sendo um patrocinador do projeto.
1698440	1702560	Mas isso é comum acontecer, mas o que acontece?
1702560	1708320	Até com o Bill Gates, eu sei, mas ele sabia que poderia desenvolver, poderia ser desenvolvido
1708320	1713880	e essa é a diferença, quando isso acontece por sorte, uma hora vai dar errado, então
1713880	1718400	quando um vendedor está na rua, é um comercial que está na rua e vende alguma coisa que
1718400	1724160	não existe a empresa dele, sem saber como aquilo vai ser realizado, isso sim é um problema.
1724160	1729240	Quando você tem um comercial na rua que enxerga uma oportunidade, é muito diferente.
1729240	1735560	Agora, eu sempre volto pela ética, você não vai falar que você já tem a solução,
1735560	1737320	mas você vai falar que não pode ser desenvolvido.
1737320	1742600	No nosso caso, na empresa, o grande ponto-chave é o serviço.
1742600	1747960	Então, acima de qualquer tipo de solução, a gente vende o serviço especializado.
1747960	1753240	E aí a gente tem a liberdade de falar, olha, eu tenho uma equipe e a minha equipe pode resolver
